ID	Group	Init. Comp.	S->E	E->I	I->D	D->R	f_a	f_e	g_a	g_e	r_a	r_e
Ind525	43	S	12.676	13.3717	14.4811	15.0899	1.36208	0.0429514	0.875824	-0.519438	-0.529566	-0.756407
Ind526	43	S	15.2933	16.5725	17.8944	18.49	-1.749	0.409794	-0.721299	-0.159977	0.861108	-1.30848
Ind527	43	S	14.4796	21.1952	33.875	40.1748	-3.36964	-1.19786	-0.898346	1.24657	0.330224	0.87697
Ind528	43	S	8.95598	12.4799	20.8741	22.547	1.06403	1.924	0.304182	0.108867	0.540433	-0.563637
Ind529	43	S	22.512	33.2173	35.6208	36.2395	-0.561188	-0.438319	-0.591387	-1.12305	-0.570042	0.407378
Ind530	44	E	no	20.1827	37.7441	39.1801	-0.0535475	-0.405531	-1.05713	1.31042	0.754681	0.687923
Ind531	44	E	no	4.59614	6.27429	8.05935	-2.05907	0.392688	-0.992602	1.33792	-0.36362	0.613162
Ind532	44	S	40.6506	53.8222	94.4656	106.334	-0.518972	0.323276	0.102528	-1.58298	0.400692	0.403386
Ind533	44	S	28.8358	38.98	44.0072	45.0896	2.1931	0.00327769	-0.36196	1.22797	0.279685	0.281912
Ind534	44	S	23.6054	28.4697	35.3819	41.2894	0.268298	-0.168298	1.27587	-0.551174	1.53729	0.73886
Ind535	44	S	41.1673	44.0388	45.238	49.2788	-1.30257	-1.52303	-1.22979	0.503931	-0.105343	1.42346
Ind536	44	S	31.7381	31.8186	32.3589	32.7348	0.797098	0.352308	0.548979	-0.160078	-0.477544	-1.04019
Ind537	44	S	32.365	40.8425	41.1215	48.0969	-0.132314	-1.08265	0.397336	0.372168	-0.147386	0.53519
Ind538	44	S	22.4858	31.5344	40.0567	43.21	-0.253103	-1.42903	-0.382421	0.962959	0.0206	0.120705
Ind539	44	S	39.4711	39.8134	45.39	45.5479	0.456428	0.237442	-0.439919	-0.732933	0.166041	0.0173289
Ind540	45	E	no	0.516447	3.44347	3.87151	-2.03143	0.564023	-0.470561	-0.361944	-0.52943	0.565811
Ind541	45	E	no	0.649583	7.14633	7.42726	1.20312	-0.0543461	0.580454	-0.525491	0.342338	0.122401
Ind542	45	S	3.87765	4.58446	4.67804	10.0256	1.14908	-0.0242103	-0.325371	-0.319857	0.0215578	0.400869
Ind543	45	S	2.16433	3.61746	7.06165	11.1793	0.950889	-0.553521	-1.25009	-0.261159	-0.0276871	-0.871827
Ind544	45	S	2.26919	2.96803	3.67183	3.9568	0.00806569	0.571456	1.77822	-1.33494	-0.750343	-1.20867
Ind545	45	S	0.961607	2.15342	2.18381	2.3899	0.207617	1.80993	1.46253	0.769281	0.419804	-1.8613
Ind546	45	S	1.68463	4.2158	5.18245	6.92997	0.884499	0.536337	1.59188	-0.504225	0.200298	-0.38348
Ind547	45	S	no	no	no	no	-1.75777	-0.38932	-1.00429	-0.345359	0.731225	-1.25228
Ind548	45	S	3.22215	6.88767	13.8274	15.5899	1.45538	-0.92093	1.02778	-0.715377	-0.0214129	0.339089
Ind549	45	S	1.44062	1.95764	5.44886	10.516	1.00474	0.789228	1.69371	-1.21642	0.0185802	0.425859
Ind550	46	E	no	0.917975	1.44287	1.70502	0.274483	0.537318	0.918504	0.953885	-0.56033	-0.253731
Ind551	46	E	no	38.6751	54.153	64.5445	1.03671	0.56894	0.595167	0.444872	1.22753	0.743889
Ind552	46	S	39.5905	40.4002	40.6549	41.9628	-0.0631531	0.368481	0.55161	0.215698	-0.69222	-0.0740597
Ind553	46	S	1.36568	1.62769	1.63276	1.64614	1.14452	0.719866	0.304364	0.506371	-1.36464	-1.88994
Ind554	46	S	39.2179	41.0085	43.0118	44.0683	-0.0446495	0.87464	0.348011	0.497751	0.351554	-0.685765
Ind555	46	S	40.2594	43.3842	62.5317	62.9349	-1.34361	0.808774	-1.96648	-0.255779	0.854685	-0.445247
Ind556	46	S	39.0877	39.811	40.6605	40.6879	0.211687	-0.888242	0.61438	0.438047	-1.42565	-1.0402
Ind557	46	S	39.619	40.8322	44.1301	44.9068	0.5343	1.02764	-0.734763	0.82832	-0.708323	-0.165352
Ind558	46	S	39.5899	40.4836	42.9511	43.2459	-2.56746	2.31929	-0.711944	0.569817	-0.191496	-0.462342
Ind559	46	S	39.4666	40.2135	48.2251	49.6424	0.805144	1.83153	1.52139	0.0938539	0.252732	-0.367785
Ind560	47	E	no	0.82692	1.63608	2.114	-1.2454	1.81195	0.513022	0.579335	-0.693274	0.49454
Ind561	47	E	no	0.921468	2.21422	2.38422	0.110595	0.673572	-1.33287	-0.039724	-0.796138	-1.75968
Ind562	47	S	9.10836	11.2119	12.9963	13.0697	-1.2649	-0.445255	0.241555	1.00382	-0.0190422	-0.806916
Ind563	47	S	1.79938	3.56761	4.09108	4.57955	-0.140181	-0.0380108	0.852516	-0.141652	1.43161	-1.69262
Ind564	47	S	9.37354	9.58804	10.6575	14.0941	-0.66355	1.47309	0.106417	-0.576442	0.464663	-2.08524
Ind565	47	S	1.34149	7.54453	26.7706	32.6781	-0.16642	0.878997	1.08695	0.972706	0.368987	-0.133232
Ind566	47	S	9.0028	13.1141	15.5774	19.0362	0.528753	0.414112	0.249359	-0.550925	0.477395	-0.180055
Ind567	47	S	8.64374	8.84381	11.0854	12.0445	1.71141	0.74564	-0.605106	1.02166	-0.921795	-0.406509
Ind568	47	S	0.865305	57.2284	344.148	440.378	-0.0749165	-1.91875	2.48255	0.258141	1.50367	1.57882
Ind569	47	S	9.88939	11.4803	11.6297	12.3172	-1.09288	0.913933	0.761798	0.0645497	0.128654	-0.477872
Ind570	48	E	no	0.758136	3.77215	4.42161	-0.317746	-0.223628	1.34456	-1.01017	-0.358175	0.0604004
Ind571	48	E	no	0.862035	6.06837	6.89657	1.88282	-0.159098	0.0658302	-0.392216	-1.24691	0.343786
Ind572	48	S	1.24161	1.45128	1.4561	1.57226	2.65055	1.96405	0.206645	1.48959	-0.457695	-2.14959
Ind573	48	S	0.867096	4.56023	7.19536	22.111	1.48549	-1.30843	0.0748605	-0.647454	-0.373412	1.38091
Ind574	48	S	1.04813	8.64059	52.1862	53.5872	1.14363	0.575547	0.341974	0.69828	0.069591	0.404352
Ind575	48	S	0.879581	14.2635	28.1967	46.2868	1.68636	0.628165	2.21887	1.07827	0.618541	0.38713
Ind576	48	S	1.00535	1.23063	2.25841	4.83786	1.45523	1.10267	0.141787	-0.276296	-0.483773	-0.766575
Ind577	48	S	1.53426	2.6837	11.5808	14.6969	-1.52796	-0.0280288	-0.0165737	-0.0105442	0.538533	-0.57381
Ind578	48	S	1.21092	4.26084	5.60527	6.13544	1.10182	2.07881	1.47463	1.06453	0.850454	-1.66028
Ind579	48	S	1.46489	2.36864	2.76806	6.15839	-0.839338	1.82295	-0.503212	1.09904	-0.149052	-0.135943
Ind580	49	E	no	3.42639	3.84293	3.94005	-0.422435	0.157846	0.581648	-0.0919699	0.0755525	-0.33615
Ind581	49	E	no	0.499834	3.45686	5.02018	1.22935	-0.0946753	1.18887	0.48099	-0.518149	-0.477968
Ind582	49	S	9.31399	9.97129	11.3866	14.5673	1.57768	-2.14526	-0.288288	-0.523105	-0.610137	-0.010069
Ind583	49	S	no	no	no	no	-0.966771	0.841218	-0.634454	-1.29959	0.760234	-0.27075
Ind584	49	S	5.58805	5.68873	6.94124	10.9576	-1.54532	0.0978927	-1.96748	1.32941	-0.497212	-0.0584045
Ind585	49	S	2.50555	5.46453	11.7087	15.1931	0.3346	0.0463449	0.204001	1.00485	-0.102185	0.564742
Ind586	49	S	3.16832	23.9978	47.2339	47.6185	0.207227	-2.16214	-0.940444	0.659268	-0.17007	1.65686
Ind587	49	S	2.68112	8.29863	11.8072	20.4641	0.013865	0.00964531	0.139631	1.0453	0.867165	0.499109
Ind588	49	S	2.02935	2.66619	2.81393	3.03241	0.128803	0.348298	1.70816	0.285722	0.194889	-1.38362
Ind589	49	S	no	no	no	no	0.818715	0.371055	-1.47896	-0.88271	-0.651458	-0.492683
Ind590	50	E	no	0.463015	0.771343	0.858039	-0.0628297	2.62823	-1.31365	1.14388	0.507773	-2.43646
Ind591	50	E	no	3.4122	14.8263	19.3913	-1.3716	0.325536	1.42807	-0.563896	0.488307	-0.376886
Ind592	50	S	33.1066	41.7383	41.999	45.6534	1.50468	-1.48883	-0.341829	0.416737	-0.061492	-0.169646
Ind593	50	S	no	no	no	no	-2.05073	0.366554	-1.81481	0.544292	0.141392	1.28386
Ind594	50	S	no	no	no	no	-0.0861098	0.145774	-1.64294	-1.03377	-0.168563	-0.18489
Ind595	50	S	31.6326	31.7176	33.4138	34.2434	0.774112	0.515468	0.155072	-1.04634	-0.467472	0.179725
Ind596	50	S	17.5457	21.6726	21.7963	21.9173	1.02263	0.771981	0.322788	-0.0861344	-1.33247	0.137143
Ind597	50	S	36.2148	36.4159	37.3695	40.9906	-0.566476	0.634418	-1.20888	0.468062	-0.256573	0.0438356
Ind598	50	S	34.0755	34.8842	35.8293	39.6173	2.0219	-0.25836	0.425498	-0.265189	0.366039	-0.62902
Ind599	50	S	0.56599	9.6228	18.3852	38.9956	-1.82523	-0.647873	1.52953	0.0347937	0.300099	1.06597
Ind600	51	E	no	2.19381	13.7156	25.2284	-0.433861	-0.72248	1.22534	0.740378	-0.00942224	0.538412
Ind601	51	E	no	0.100702	1.59026	2.11028	1.82365	0.0833195	-0.547155	0.524688	-1.40006	-0.471829
Ind602	51	S	11.6937	12.8424	13.0374	25.966	-1.27131	-0.227561	-1.3271	-0.181828	0.25321	0.553377
Ind603	51	S	1.08167	1.5844	2.67608	4.54766	1.37684	-1.19007	0.30014	-0.621572	-0.238622	-0.614244
Ind604	51	S	0.203883	13.6925	22.1822	43.8284	-1.89534	-0.395871	0.66878	1.22591	1.59614	0.0636063
Ind605	51	S	0.628469	4.19245	43.2158	43.3165	0.293646	1.78803	0.257308	0.49109	1.06335	-0.48285
Ind606	51	S	0.169306	3.58478	3.87081	8.02585	-0.738861	1.37229	1.08646	0.677718	0.52799	0.181458
Ind607	51	S	10.8696	10.8838	11.0428	11.1206	1.97261	0.681172	-1.98028	-0.433356	-1.81977	-1.28144
Ind608	51	S	1.74967	4.6007	7.24273	18.7365	-0.648427	-0.588188	-1.03953	1.01168	0.0783136	0.557356
Ind609	51	S	1.63006	1.7997	4.91657	5.09641	-0.833422	0.943575	-1.01279	0.344894	-0.600859	-0.743192
Ind610	52	E	no	0.760336	7.50683	9.96281	-0.664169	1.15855	-0.717455	-0.0473944	0.485504	-0.213336
Ind611	52	E	no	4.48445	7.67458	9.98813	-1.16475	-0.714238	-0.210143	0.415399	-0.549777	-0.163319
Ind612	52	S	4.78176	17.9495	20.818	35.1628	0.512665	0.541192	1.323	-0.769976	0.513137	0.373931
Ind613	52	S	11.8	12.9969	14.1526	14.8612	-0.442102	-0.636081	-0.79786	-1.34969	-0.402313	-0.422428
Ind614	52	S	20.4672	22.8068	22.9592	25.7351	0.530233	0.44871	-0.958226	0.455734	-0.0754338	0.0365757
Ind615	52	S	29.4362	29.6833	87.7347	92.9583	-2.01429	0.0405268	-1.28965	-0.551703	0.0132286	1.05222
Ind616	52	S	9.17776	9.39058	11.0943	12.7027	1.4513	0.322511	-0.424327	-0.0602849	-0.911501	-0.179285
Ind617	52	S	19.3538	21.5459	22.7141	22.7957	-0.433153	-0.457318	-1.05705	0.312735	0.90963	-0.319794
Ind618	52	S	3.89417	18.7665	27.2564	32.4995	1.59831	0.940287	0.961129	0.272897	0.395761	0.146405
Ind619	52	S	18.7819	20.4565	21.6081	25.1207	-0.423544	-0.449946	-0.991866	0.369614	0.000968919	0.462491
Ind620	53	E	no	1.65053	5.28282	5.93255	-1.8255	-0.0832321	-0.632576	-0.730022	0.380279	-0.482605
Ind621	53	E	no	110.138	121.177	152.931	-0.199676	-1.52878	0.946791	-1.18359	0.905239	1.37214
Ind622	53	S	168.402	168.775	168.879	168.911	0.0137809	0.381976	-2.55712	0.539141	0.203597	-1.76637
Ind623	53	S	118.446	118.478	119.066	119.289	1.52532	0.335431	0.929294	0.711394	-1.11596	-0.717183
Ind624	53	S	230.323	238.322	239.99	246.839	0.638187	-1.00362	-0.484014	-1.84513	-0.164887	0.653973
Ind625	53	S	127.972	138.866	213.776	361.503	0.544964	-0.999493	-0.23381	-0.157239	0.625186	1.63628
Ind626	53	S	118.681	206.883	322.995	330.175	0.338493	1.96938	0.501907	-0.685043	0.297236	1.98859
Ind627	53	S	117.016	120.656	121.098	121.361	-0.505161	-1.45641	-2.20789	1.6905	-1.08332	0.17024
Ind628	53	S	118.563	119.503	123.854	125.148	-0.280734	-0.532147	-0.164749	0.975306	0.167094	-1.42872
Ind629	53	S	115.613	116.789	118.322	118.886	1.2179	-0.294446	1.504	-0.737716	0.414599	-0.96022
Ind630	54	E	no	2.86486	9.67451	10.9838	-0.233903	-0.79628	-0.489458	1.4216	0.461477	-0.382473
Ind631	54	E	no	1.06971	25.011	27.1701	1.61706	-1.29145	0.765944	0.0414899	-0.496921	0.897078
Ind632	54	S	4.797	9.96974	12.5436	13.1122	-0.333334	-0.0578098	-0.352686	-0.201804	-0.775029	0.774577
Ind633	54	S	2.50018	4.57372	18.2916	24.6311	2.35813	-0.436299	1.59036	1.34098	0.428889	0.1341
Ind634	54	S	5.82294	6.7981	7.27454	7.93854	0.982657	0.914511	-0.90714	0.838633	-0.358365	-0.401776
Ind635	54	S	5.70004	9.91958	27.2829	30.583	2.52402	-0.987129	1.07506	-0.486845	-0.273282	0.683654
Ind636	54	S	no	no	no	no	-1.76657	-1.016	-0.44266	-1.8777	0.196934	1.12748
Ind637	54	S	1.62926	2.89997	8.08806	16.0165	0.0398954	-0.383528	-0.493294	1.0292	0.115033	0.486886
Ind638	54	S	7.27642	9.99499	14.335	18.6166	1.26496	0.0336703	0.0882464	0.347795	0.164336	0.24755
Ind639	54	S	11.4338	12.0415	13.5274	13.7836	-2.05035	0.144875	-0.611629	-0.476709	-0.247307	-0.524152
Ind640	55	E	no	30.9497	31.4547	31.9622	-0.514291	1.09542	1.30719	0.1817	0.703398	1.24345
Ind641	55	E	no	0.742597	11.9987	19.8618	0.277461	-2.30523	-1.03394	1.02322	-0.209087	1.19533
Ind642	55	S	11.3982	12.4548	12.5628	21.2711	1.02652	0.810178	1.00377	0.391173	0.665814	-0.160228
Ind643	55	S	12.4658	19.6507	34.3428	35.8864	1.86534	-1.62883	0.475491	0.41112	-0.0830803	1.20926
Ind644	55	S	12.7051	12.9607	13.0128	14.2912	0.0844732	1.19173	0.310482	0.149031	-1.14368	0.000667025
Ind645	55	S	14.1046	14.2979	15.4716	17.0192	1.43171	1.43046	0.531003	-0.28611	0.0667786	-0.6947
Ind646	55	S	12.9834	20.5124	26.6466	26.6897	0.97425	0.137012	1.96362	0.320688	-0.122009	0.453305
Ind647	55	S	13.8691	13.8993	15.6562	15.9316	-2.92066	1.50769	-1.70562	-0.432011	0.0337053	-1.22797
Ind648	55	S	13.3139	14.8642	21.1109	31.012	-0.215979	-0.645357	0.582497	1.02618	-0.0501582	1.919
Ind649	55	S	15.139	17.0973	26.1883	34.5068	0.405526	0.619152	0.503732	-1.21909	0.284953	0.167076
Ind650	56	E	no	10.2837	14.4335	17.5587	-0.268012	-0.278341	-0.499342	1.16874	0.189413	-0.440166
Ind651	56	E	no	0.465686	4.99453	6.75011	0.226786	0.399387	0.00949764	0.913898	0.461005	-1.64591
Ind652	56	S	4.83522	12.4148	13.929	25.7092	-1.16741	0.558082	0.322541	1.24209	1.62779	-0.759291
Ind653	56	S	15.1042	16.0247	22.3518	25.6285	0.377124	-1.20375	-1.27483	0.820465	-0.0380224	0.137638
Ind654	56	S	6.23679	7.19626	15.7502	18.1251	-0.602218	-0.424931	-1.46853	-0.485841	-0.370082	-0.0327873
Ind655	56	S	3.04154	12.9458	26.8433	133.787	0.70988	0.645491	0.60599	-0.168077	1.32685	1.35139
Ind656	56	S	0.988417	12.7699	24.1405	27.885	1.74923	0.0757079	2.10981	0.356286	-0.425338	0.649025
Ind657	56	S	0.993395	4.39532	4.85715	7.15972	0.433317	1.80465	-1.09835	1.50625	0.0704161	-0.747651
Ind658	56	S	4.44841	102.842	119.98	169.053	1.01133	0.73178	0.670189	0.377937	0.876585	2.26405
Ind659	56	S	6.96901	7.71716	11.5271	12.2649	1.40144	-0.636954	1.19636	-0.809994	0.318884	0.962364
Ind660	57	E	no	0.262356	3.36636	4.67837	-0.308228	-0.822958	1.23419	-1.02273	0.319715	-0.253399
Ind661	57	E	no	9.31306	11.1867	11.776	1.70323	-2.77428	-0.852261	-0.369746	-0.453997	0.713549
Ind662	57	S	0.919104	2.11995	6.47205	9.2264	1.32502	-1.03721	0.876427	-0.524881	0.300021	-0.228027
Ind663	57	S	8.41887	8.94084	8.96159	10.4613	0.520344	1.55837	-0.278278	-0.360971	-0.77988	-1.10481
Ind664	57	S	no	no	no	no	-2.29428	0.689538	-0.819866	-2.14914	-0.12676	0.209225
Ind665	57	S	3.78732	4.48933	13.5814	19.2957	2.23978	-0.552383	1.66505	-0.71021	0.228221	-0.40616
Ind666	57	S	5.85068	6.02567	7.37513	8.53928	-1.46011	0.646163	-0.171748	-0.637586	-0.823144	-0.687829
Ind667	57	S	9.06336	12.1801	14.857	17.0282	-0.84097	-0.649956	-1.03155	-0.437733	-0.401606	-0.0785251
Ind668	57	S	3.42778	3.8733	4.58011	4.97876	-0.533748	-0.510179	-1.12573	1.24293	0.135008	-0.697708
Ind669	57	S	4.94221	5.22867	5.39103	5.39153	-0.190536	0.938515	0.124226	0.534548	-1.23631	-0.0748028
Ind670	58	E	no	0.204844	0.862333	2.54527	0.320324	1.92741	-0.155781	-0.700001	0.63006	-1.14695
Ind671	58	E	no	13.2906	24.4491	26.5229	0.287488	-1.24143	-0.753384	0.843003	-0.123498	1.06
Ind672	58	S	30.2944	32.0534	38.8157	43.9935	0.330341	-1.1247	-0.32576	-1.02128	0.0857507	-0.0723845
Ind673	58	S	0.915413	3.21648	4.86009	5.90944	-0.960535	0.369232	-0.262747	0.483449	-0.1606	-0.34749
Ind674	58	S	0.24042	0.750744	1.39724	1.75422	2.05617	0.149113	0.93009	1.21419	-0.680206	-0.670911
Ind675	58	S	0.315659	0.992907	14.4831	30.3361	-1.82158	0.0861952	-1.18996	0.0764119	-0.183846	0.177196
Ind676	58	S	1.31745	1.57316	1.83195	2.30793	0.5835	1.85025	-0.897445	-0.271796	-0.319989	-1.98314
Ind677	58	S	1.39349	12.28	21.4465	21.6787	-0.502633	-0.194016	0.529816	-0.858581	-0.196261	1.68679
Ind678	58	S	1.17412	19.6534	46.2108	52.078	-0.671498	-0.0613886	0.661403	-0.209555	0.306295	0.871527
Ind679	58	S	0.394088	8.25982	31.6481	32.2883	2.03573	0.399042	1.9926	0.498283	1.24059	-0.192528
Ind680	59	E	no	0.210548	0.927558	0.979048	0.576123	0.977605	-0.553091	-0.129951	0.0927019	-1.33208
Ind681	59	E	no	0.0331057	1.97188	2.78292	-0.0343877	-0.355618	0.308436	0.429565	0.587962	-0.627008
Ind682	59	S	17.0326	23.1508	32.0339	38.8627	-0.556925	-0.373951	-0.155437	0.0148766	0.956867	0.0778852
Ind683	59	S	1.90186	8.17456	21.5389	28.5657	-0.130141	-0.865278	0.357531	-0.355373	0.326548	0.270358
Ind684	59	S	0.0997343	1.496	1.82279	2.06931	-0.499438	1.94675	0.939001	0.351824	-0.719943	-1.18163
Ind685	59	S	16.5398	19.408	23.1178	25.9503	-0.201156	-1.77027	-0.236199	-0.98412	0.306631	-0.147198
Ind686	59	S	38.5205	43.3334	73.8686	78.1721	-1.40218	-0.816816	-1.54045	-0.0195397	0.794608	-0.26733
Ind687	59	S	14.4019	14.6669	15.2019	16.2293	-0.471378	1.06105	-1.09805	-0.572316	-1.00598	-0.398902
Ind688	59	S	1.77367	12.1861	14.0531	17.5926	0.586425	0.106747	-1.14915	0.150909	-0.381641	0.694777
Ind689	59	S	no	no	no	no	-0.749714	-1.21123	-0.960976	-0.328448	-0.382788	0.103011
Ind690	60	E	no	2.66381	26.2767	58.3686	-0.121405	0.61105	-0.678839	0.577522	1.05645	0.734811
Ind691	60	E	no	0.045751	0.0596027	0.212558	-0.0233089	1.04847	1.96379	0.987664	0.668037	-1.23275
Ind692	60	S	7.14772	7.50386	7.51609	8.49238	0.180641	0.0317433	0.068556	0.173722	0.0803112	-1.51003
Ind693	60	S	6.28243	6.78632	8.81775	14.2355	1.0654	-0.673275	0.866846	0.115414	0.101471	0.911531
Ind694	60	S	3.67765	4.44215	16.4409	18.36	-1.36866	0.416734	0.523177	0.694926	0.495499	0.685974
Ind695	60	S	7.68059	15.9141	24.0263	26.6508	-0.399098	-1.70348	0.0486549	0.217916	0.423065	-0.0517736
Ind696	60	S	0.137473	1.99406	37.2209	61.4855	-3.13854	1.00915	-0.599216	0.976983	0.915204	0.292554
Ind697	60	S	28.4521	29.3489	29.3751	30.4968	-1.90021	-0.427976	-0.0704263	-0.349087	0.555131	-1.41726
Ind698	60	S	5.42351	39.3843	60.3103	76.0529	-2.2915	-2.05126	-0.510559	-0.737965	1.31291	1.74453
Ind699	60	S	13.6257	13.8194	14.3518	16.1977	-2.49138	0.324771	-0.532381	0.674179	-0.243649	-0.641747
Ind700	61	E	no	50.2545	56.1545	124.574	1.1574	-0.975062	1.77462	-1.19382	0.818779	1.34433
Ind701	61	E	no	0.184688	1.22193	1.41086	2.90305	0.496454	0.953407	-1.4254	-0.564183	-1.41564
Ind702	61	S	0.352115	1.68234	1.89136	2.02224	0.269591	1.95212	1.2503	-0.569539	-1.11072	-0.846166
Ind703	61	S	1.34566	1.99794	5.21486	6.33781	2.3454	-1.94827	0.328092	-0.739798	0.0145585	-0.150444
Ind704	61	S	0.594276	0.703168	0.844238	1.61465	-0.928375	-0.864487	-0.371739	-1.04563	0.0811571	-0.46506
Ind705	61	S	0.327189	2.81974	4.88136	5.37853	0.280594	-1.14882	0.91978	-1.64138	-0.319381	-0.718173
Ind706	61	S	27.8649	171.938	296.282	471.273	-0.686617	-0.146661	-0.713611	-0.384681	1.52417	2.51465
Ind707	61	S	24.9524	25.5078	26.2319	26.5723	0.138839	-1.71475	-0.568731	-0.15902	-0.585552	-0.512014
Ind708	61	S	0.186787	12.1956	62.7398	66.9553	0.211427	-0.966504	2.15071	0.766847	0.713255	1.41338
Ind709	61	S	0.211427	2.77685	21.7658	51.0283	0.629353	-1.33781	0.881311	0.515538	1.0091	1.17337
Ind710	62	E	no	21.2503	24.7095	26.7908	0.330201	1.54345	-0.964047	0.0385872	0.491411	0.796884
Ind711	62	E	no	0.717382	1.97249	2.35364	0.12444	1.13267	1.10026	-1.27531	-0.214049	-1.82308
Ind712	62	S	1.54887	35.0987	37.2338	54.7011	0.196472	-0.447459	-0.853062	-0.363801	0.298262	1.4925
Ind713	62	S	0.960315	2.39468	2.9699	7.06691	1.33134	-0.204686	-0.177781	0.691394	-1.15463	0.62195
Ind714	62	S	7.06234	9.68207	11.9672	12.6825	-0.846811	-0.435173	0.0400026	-0.790293	0.993445	-1.02409
Ind715	62	S	13.5484	13.5501	14.7908	17.7705	0.71002	1.47418	-0.0350171	-0.383436	0.220628	-0.908287
Ind716	62	S	3.26487	5.33999	24.0672	32.7584	0.442487	-0.366315	0.257986	0.543454	0.333971	-0.00393469
Ind717	62	S	0.934146	1.21264	2.57292	3.29689	0.128468	-0.167916	-0.33079	-0.296115	-0.908617	-0.403895
Ind718	62	S	0.948047	11.6056	12.7588	36.4632	2.53098	-0.254074	1.08228	-0.405175	-0.822185	1.12202
Ind719	62	S	1.12189	1.79992	1.83634	3.34636	-0.586141	-0.247412	1.61606	0.182881	0.308559	-0.590853
Ind720	63	E	no	0.0432132	0.140814	0.287321	0.573244	0.966184	-0.850731	1.38556	-0.720655	-1.35861
Ind721	63	E	no	7.055	7.98879	10.57	-1.58126	0.958423	0.893958	0.0445627	-0.345948	-0.0100164
Ind722	63	S	5.4144	30.4016	89.9424	98.0751	0.368112	-0.231591	0.916593	-0.0270567	0.464758	1.6523
Ind723	63	S	6.78904	7.36192	9.4539	11.197	-0.299387	-1.12988	-1.02841	-1.20063	-0.468917	-0.303541
Ind724	63	S	2.81522	4.57385	5.68093	10.3925	1.35366	0.507299	0.719963	0.128589	0.285477	0.185412
Ind725	63	S	4.8611	13.2803	35.1067	46.1164	-0.175222	-1.27134	0.452371	0.0849845	1.04084	0.509947
Ind726	63	S	3.49128	5.84912	9.6446	12.0408	-0.359027	-0.155179	-0.33257	0.22855	-0.0100691	-0.007076
Ind727	63	S	2.97846	12.6166	13.4355	17.2563	1.22116	-0.49429	-0.298898	0.939899	-0.260608	0.368154
Ind728	63	S	4.7736	5.6853	6.46562	7.66576	1.37682	-0.766585	1.25565	-0.0450955	-1.82152	0.188023
Ind729	63	S	0.160676	2.34107	4.12338	9.01157	0.784345	0.866999	0.817005	1.49649	-0.600145	0.613853
Ind730	64	E	no	0.941889	1.82487	2.62367	-0.590348	0.303033	0.438125	0.651841	-0.783691	-0.0930593
Ind731	64	E	no	6.46337	16.4335	45.8132	0.198194	-0.253808	2.04782	-0.0565947	0.893013	0.427651
Ind732	64	S	2.46319	3.94294	4.88441	5.65345	2.14594	0.632458	0.175339	-0.529315	-0.679132	-0.200581
Ind733	64	S	15.1071	15.2346	18.3832	21.5151	0.110114	-0.62404	-0.823355	-0.631718	0.237504	-0.212737
Ind734	64	S	4.10808	6.16801	8.9125	9.89528	-1.3229	-1.79883	0.472256	-0.954986	0.344855	0.589872
Ind735	64	S	no	no	no	no	-2.65344	1.33125	-2.24522	0.176898	0.847219	-2.40098
Ind736	64	S	3.97272	27.6012	78.0953	122.054	-0.182249	-1.58877	-1.97896	0.360832	0.0728458	2.49721
Ind737	64	S	2.6125	10.0638	17.9539	19.6638	0.346953	1.04104	-0.0850892	0.900849	0.462055	0.495523
Ind738	64	S	1.20448	2.26177	5.32648	5.99704	2.05074	-1.16304	-1.17583	0.844285	-0.936206	-0.491481
Ind739	64	S	1.7923	13.2885	22.3298	25.6111	-0.0535564	-1.84232	1.38625	0.788304	-0.38346	1.31805
Ind740	65	E	no	2.182	4.45262	7.12678	0.916161	0.507893	0.148728	0.619895	-0.190089	0.206074
Ind741	65	E	no	11.3973	20.4349	23.9532	-1.59529	-0.820567	0.204497	0.244177	0.366425	-0.0844725
Ind742	65	S	28.707	35.7372	40.51	42.9797	-1.61334	-0.880636	-1.13551	-0.543475	0.553955	-0.216109
Ind743	65	S	3.11821	14.3144	23.9746	53.0053	1.22917	-0.105858	0.159731	0.289278	1.05415	0.33192
Ind744	65	S	2.86719	2.87955	3.67312	3.9658	1.07804	2.36508	-0.401797	1.29882	0.0722754	-1.44523
Ind745	65	S	2.47025	39.1288	41.3088	52.9753	-1.2622	0.0371804	0.215443	1.48756	1.14097	1.97482
Ind746	65	S	3.41016	3.79258	3.84202	4.54429	2.10147	-0.82608	-0.0568949	0.344435	0.468655	-2.01049
Ind747	65	S	26.3057	27.7049	27.8882	30.402	1.54412	0.224403	-0.758717	-0.824204	-0.546023	-0.91936
Ind748	65	S	no	no	no	no	0.888677	-0.376285	-1.14117	-0.948036	-0.507107	-0.0537172
Ind749	65	S	3.20446	3.23229	4.05121	4.7796	0.148979	-0.37174	-0.292417	0.16807	-0.908572	0.713914
Ind750	66	E	no	0.193271	0.855713	0.863609	0.218567	-0.149772	-1.98305	0.224331	-0.934096	-0.874465
Ind751	66	E	no	4.37411	9.43385	9.68373	-1.017	0.770576	-1.03457	1.37869	0.202578	-0.217607
Ind752	66	S	no	no	no	no	0.649265	2.17713	0.0253927	-1.67387	-0.863193	-1.14415
Ind753	66	S	no	no	no	no	-2.13316	-1.28885	-1.38447	-0.405872	0.0848955	2.18398
