Ind1	Ind2	Value
473	872	0.25
473	996	0.25
473	1063	0.25
473	1100	0.25
473	1163	0.25
473	1233	0.25
473	1300	0.25
473	1441	0.25
473	1450	0.25
473	1737	0.25
473	1765	0.25
473	1799	0.25
473	1877	0.25
474	75	0.5
474	184	0.25
474	433	0.25
474	474	1
474	494	0.25
474	862	0.25
474	950	0.25
474	967	0.25
474	1173	0.25
474	1291	0.25
474	1345	0.25
474	1638	0.25
474	1648	0.25
474	1661	0.25
474	1719	0.25
474	1779	0.25
474	1881	0.25
474	1888	0.25
474	1986	0.25
474	2010	0.25
474	2030	0.25
475	0	0.5
475	105	0.25
475	213	0.25
475	338	0.25
475	395	0.25
475	439	0.25
475	475	1
475	476	0.25
475	521	0.25
475	523	0.25
475	552	0.25
475	966	0.25
475	1058	0.25
475	1115	0.25
475	1404	0.25
475	1525	0.25
475	1739	0.25
475	1766	0.25
475	1879	0.25
475	1931	0.25
475	2056	0.25
476	0	0.5
476	105	0.25
476	213	0.25
476	338	0.25
476	395	0.25
476	439	0.25
476	475	0.25
476	476	1
476	521	0.25
476	523	0.25
476	552	0.25
476	966	0.25
476	1058	0.25
476	1115	0.25
476	1404	0.25
476	1525	0.25
476	1739	0.25
476	1766	0.25
476	1879	0.25
476	1931	0.25
476	2056	0.25
477	41	0.5
477	111	0.25
477	205	0.25
477	291	0.25
477	450	0.25
477	477	1
477	576	0.25
477	588	0.25
477	661	0.25
477	987	0.25
477	1031	0.25
477	1383	0.25
477	1445	0.25
477	1496	0.25
477	1563	0.25
477	1655	0.25
477	1736	0.25
477	1794	0.25
477	1915	0.25
477	1965	0.25
477	1971	0.25
478	11	0.5
478	144	0.25
478	147	0.25
478	158	0.25
478	279	0.25
478	375	0.25
478	478	1
478	595	0.25
478	698	0.25
478	737	0.25
478	917	0.25
478	985	0.25
478	989	0.25
478	1157	0.25
478	1200	0.25
478	1369	0.25
478	1512	0.25
478	1835	0.25
478	1939	0.25
478	1972	0.25
478	2065	0.25
479	82	0.5
479	145	0.25
479	164	0.25
479	169	0.25
479	283	0.25
479	479	1
479	539	0.25
479	560	0.25
479	593	0.25
479	606	0.25
479	634	0.25
479	716	0.25
479	770	0.25
479	938	0.25
479	969	0.25
479	992	0.25
479	1071	0.25
479	1099	0.25
479	1176	0.25
479	1301	0.25
479	2093	0.25
480	77	0.5
480	128	0.25
480	207	0.25
480	416	0.25
480	480	1
480	495	0.25
480	734	0.25
480	903	0.25
480	956	0.25
480	1080	0.25
480	1109	0.25
480	1190	0.25
480	1210	0.25
480	1462	0.25
480	1546	0.25
480	1620	0.25
480	1732	0.25
480	1751	0.25
480	1777	0.25
480	1861	0.25
480	1956	0.25
481	53	0.5
481	396	0.25
481	425	0.25
481	481	1
481	503	0.25
481	630	0.25
481	733	0.25
481	742	0.25
481	788	0.25
481	889	0.25
481	906	0.25
481	911	0.25
481	1000	0.25
481	1011	0.25
481	1199	0.25
481	1344	0.25
481	1521	0.25
481	1642	0.25
481	1651	0.25
481	1731	0.25
481	2043	0.25
482	1	0.5
482	100	0.25
482	193	0.25
482	289	0.25
482	343	0.25
482	362	0.25
482	382	0.25
482	482	1
482	667	0.25
482	799	0.25
482	866	0.25
482	871	0.25
482	931	0.25
482	968	0.25
482	1037	0.25
482	1065	0.25
482	1134	0.25
482	1299	0.25
482	1340	0.25
482	1360	0.25
482	2007	0.25
483	2	0.5
483	172	0.25
483	400	0.25
483	483	1
483	568	0.25
483	791	0.25
483	855	0.25
483	892	0.25
483	975	0.25
483	1056	0.25
483	1068	0.25
483	1225	0.25
483	1252	0.25
483	1328	0.25
483	1346	0.25
483	1348	0.25
483	1350	0.25
483	1526	0.25
483	1627	0.25
483	1685	0.25
483	1898	0.25
484	64	0.5
484	199	0.25
484	297	0.25
484	322	0.25
484	456	0.25
484	484	1
484	637	0.25
484	707	0.25
484	782	0.25
484	787	0.25
484	835	0.25
484	915	0.25
484	922	0.25
484	954	0.25
484	984	0.25
484	1110	0.25
484	1384	0.25
484	1507	0.25
484	1603	0.25
484	1619	0.25
484	1897	0.25
485	68	0.5
485	173	0.25
485	273	0.25
485	485	1
485	596	0.25
485	639	0.25
485	670	0.25
485	675	0.25
485	1064	0.25
485	1085	0.25
485	1126	0.25
485	1170	0.25
485	1263	0.25
485	1579	0.25
485	1650	0.25
485	1733	0.25
485	1805	0.25
485	1823	0.25
485	1857	0.25
485	1867	0.25
485	1997	0.25
486	33	0.5
486	224	0.25
486	365	0.25
486	399	0.25
486	444	0.25
486	486	1
486	621	0.25
486	937	0.25
486	1117	0.25
486	1123	0.25
486	1361	0.25
486	1389	0.25
486	1436	0.25
486	1437	0.25
486	1492	0.25
486	1639	0.25
486	1700	0.25
486	1800	0.25
486	1840	0.25
486	1969	0.25
486	2071	0.25
487	28	0.5
487	487	1
487	502	0.25
487	673	0.25
487	741	0.25
487	792	0.25
487	868	0.25
487	878	0.25
487	1003	0.25
487	1105	0.25
487	1198	0.25
487	1284	0.25
487	1388	0.25
487	1510	0.25
487	1668	0.25
487	1807	0.25
487	1899	0.25
487	2016	0.25
487	2032	0.25
487	2052	0.25
487	2059	0.25
488	84	0.5
488	157	0.25
488	233	0.25
488	243	0.25
488	248	0.25
488	269	0.25
488	488	1
488	515	0.25
488	571	0.25
488	623	0.25
488	774	0.25
488	1103	0.25
488	1124	0.25
488	1193	0.25
488	1216	0.25
488	1266	0.25
488	1277	0.25
488	1564	0.25
488	1883	0.25
488	2018	0.25
488	2055	0.25
489	27	0.5
489	186	0.25
489	191	0.25
489	217	0.25
489	276	0.25
489	489	1
489	563	0.25
489	575	0.25
489	578	0.25
489	631	0.25
489	645	0.25
489	944	0.25
489	1155	0.25
489	1166	0.25
489	1243	0.25
489	1260	0.25
489	1594	0.25
489	1599	0.25
489	1682	0.25
489	1723	0.25
489	2098	0.25
490	88	0.5
490	192	0.25
490	326	0.25
490	421	0.25
490	440	0.25
490	441	0.25
490	490	1
490	574	0.25
490	617	0.25
490	740	0.25
490	803	0.25
490	812	0.25
490	936	0.25
490	959	0.25
490	1028	0.25
490	1038	0.25
490	1053	0.25
490	1343	0.25
490	1483	0.25
490	1854	0.25
490	1980	0.25
491	93	0.5
491	146	0.25
491	358	0.25
491	408	0.25
491	491	1
491	556	0.25
491	769	0.25
491	865	0.25
491	904	0.25
491	941	0.25
491	1019	0.25
491	1094	0.25
491	1222	0.25
491	1282	0.25
491	1303	0.25
491	1370	0.25
491	1379	0.25
491	1724	0.25
491	1829	0.25
491	1911	0.25
491	2084	0.25
492	14	0.5
492	179	0.25
492	281	0.25
492	305	0.25
492	492	1
492	648	0.25
492	749	0.25
492	753	0.25
492	851	0.25
492	988	0.25
492	1057	0.25
492	1315	0.25
492	1545	0.25
492	1617	0.25
492	1671	0.25
492	1773	0.25
492	1796	0.25
492	1856	0.25
492	1926	0.25
492	2070	0.25
492	2079	0.25
493	45	0.5
493	264	0.25
493	361	0.25
493	438	0.25
493	493	1
493	508	0.25
493	524	0.25
493	532	0.25
493	671	0.25
493	823	0.25
493	998	0.25
493	1048	0.25
493	1147	0.25
493	1164	0.25
493	1294	0.25
493	1519	0.25
493	1573	0.25
493	1667	0.25
493	1825	0.25
493	1970	0.25
493	2091	0.25
494	75	0.5
494	184	0.25
494	433	0.25
494	474	0.25
494	494	1
494	862	0.25
494	950	0.25
494	967	0.25
494	1173	0.25
494	1291	0.25
494	1345	0.25
494	1638	0.25
494	1648	0.25
494	1661	0.25
494	1719	0.25
494	1779	0.25
494	1881	0.25
494	1888	0.25
494	1986	0.25
494	2010	0.25
494	2030	0.25
495	77	0.5
495	128	0.25
495	207	0.25
495	416	0.25
495	480	0.25
495	495	1
495	734	0.25
495	903	0.25
495	956	0.25
495	1080	0.25
495	1109	0.25
495	1190	0.25
495	1210	0.25
495	1462	0.25
495	1546	0.25
495	1620	0.25
495	1732	0.25
495	1751	0.25
495	1777	0.25
495	1861	0.25
495	1956	0.25
496	58	0.5
496	101	0.25
496	227	0.25
496	242	0.25
496	304	0.25
496	313	0.25
496	496	1
496	644	0.25
496	654	0.25
496	688	0.25
496	720	0.25
496	1177	0.25
496	1244	0.25
496	1330	0.25
496	1386	0.25
496	1453	0.25
496	1727	0.25
496	1940	0.25
496	1948	0.25
496	2037	0.25
496	2057	0.25
497	8	0.5
497	159	0.25
497	460	0.25
497	497	1
497	531	0.25
497	582	0.25
497	609	0.25
497	653	0.25
497	704	0.25
497	757	0.25
497	1029	0.25
497	1133	0.25
497	1151	0.25
497	1239	0.25
497	1278	0.25
497	1305	0.25
497	1598	0.25
497	1754	0.25
497	1810	0.25
497	1936	0.25
497	2061	0.25
498	47	0.5
498	155	0.25
498	290	0.25
498	337	0.25
498	498	1
498	708	0.25
498	712	0.25
498	765	0.25
498	771	0.25
498	978	0.25
498	1014	0.25
498	1288	0.25
498	1295	0.25
498	1409	0.25
498	1413	0.25
498	1675	0.25
498	1718	0.25
498	1764	0.25
498	1815	0.25
498	2040	0.25
498	2086	0.25
499	99	0.5
499	116	0.25
499	214	0.25
499	303	0.25
499	327	0.25
499	499	1
499	547	0.25
499	549	0.25
499	694	0.25
499	756	0.25
499	766	0.25
499	776	0.25
499	1017	0.25
499	1052	0.25
499	1114	0.25
499	1192	0.25
499	1209	0.25
499	1262	0.25
499	1539	0.25
499	1942	0.25
499	1994	0.25
500	86	0.5
500	135	0.25
500	198	0.25
500	247	0.25
500	356	0.25
500	500	1
500	520	0.25
500	564	0.25
500	660	0.25
500	884	0.25
500	893	0.25
500	932	0.25
500	1188	0.25
500	1290	0.25
500	1293	0.25
500	1312	0.25
500	1577	0.25
500	1662	0.25
500	1774	0.25
500	2005	0.25
500	2019	0.25
501	18	0.5
501	218	0.25
501	265	0.25
501	320	0.25
501	325	0.25
501	390	0.25
501	451	0.25
501	501	1
501	635	0.25
501	689	0.25
501	690	0.25
501	723	0.25
501	813	0.25
501	993	0.25
501	1005	0.25
501	1236	0.25
501	1274	0.25
501	1418	0.25
501	1471	0.25
501	1623	0.25
501	2038	0.25
502	28	0.5
502	487	0.25
502	502	1
502	673	0.25
502	741	0.25
502	792	0.25
502	868	0.25
502	878	0.25
502	1003	0.25
502	1105	0.25
502	1198	0.25
502	1284	0.25
502	1388	0.25
502	1510	0.25
502	1668	0.25
502	1807	0.25
502	1899	0.25
502	2016	0.25
502	2032	0.25
502	2052	0.25
502	2059	0.25
503	53	0.5
503	396	0.25
503	425	0.25
503	481	0.25
503	503	1
503	630	0.25
503	733	0.25
503	742	0.25
503	788	0.25
503	889	0.25
503	906	0.25
503	911	0.25
503	1000	0.25
503	1011	0.25
503	1199	0.25
503	1344	0.25
503	1521	0.25
503	1642	0.25
503	1651	0.25
503	1731	0.25
503	2043	0.25
504	6	0.5
504	180	0.25
504	436	0.25
504	504	1
504	880	0.25
504	1041	0.25
504	1091	0.25
504	1142	0.25
504	1145	0.25
504	1165	0.25
504	1212	0.25
504	1221	0.25
504	1253	0.25
504	1368	0.25
504	1433	0.25
504	1574	0.25
504	1614	0.25
504	1663	0.25
504	1672	0.25
504	1772	0.25
504	1848	0.25
505	4	0.5
505	188	0.25
505	505	1
505	527	0.25
505	570	0.25
505	655	0.25
505	1066	0.25
505	1217	0.25
505	1251	0.25
505	1304	0.25
505	1438	0.25
505	1473	0.25
505	1588	0.25
505	1621	0.25
505	1647	0.25
505	1787	0.25
505	1849	0.25
505	1908	0.25
505	1951	0.25
505	2000	0.25
505	2096	0.25
506	54	0.5
506	223	0.25
506	294	0.25
506	314	0.25
506	506	1
506	561	0.25
506	602	0.25
506	700	0.25
506	810	0.25
506	836	0.25
506	1001	0.25
506	1036	0.25
506	1084	0.25
506	1106	0.25
506	1269	0.25
506	1307	0.25
506	1415	0.25
506	1439	0.25
506	1624	0.25
506	1786	0.25
506	1863	0.25
507	7	0.5
507	182	0.25
507	295	0.25
507	424	0.25
507	507	1
507	633	0.25
507	638	0.25
507	665	0.25
507	744	0.25
507	879	0.25
507	902	0.25
507	1181	0.25
507	1261	0.25
507	1371	0.25
507	1458	0.25
507	1581	0.25
507	1586	0.25
507	1606	0.25
507	1798	0.25
507	1893	0.25
507	1906	0.25
508	45	0.5
508	264	0.25
508	361	0.25
508	438	0.25
508	493	0.25
508	508	1
508	524	0.25
508	532	0.25
508	671	0.25
508	823	0.25
508	998	0.25
508	1048	0.25
508	1147	0.25
508	1164	0.25
508	1294	0.25
508	1519	0.25
508	1573	0.25
508	1667	0.25
508	1825	0.25
508	1970	0.25
508	2091	0.25
509	66	0.5
509	241	0.25
509	244	0.25
509	446	0.25
509	509	1
509	614	0.25
509	1013	0.25
509	1073	0.25
509	1081	0.25
509	1220	0.25
509	1223	0.25
509	1268	0.25
509	1357	0.25
509	1365	0.25
509	1602	0.25
509	1610	0.25
509	1615	0.25
509	1696	0.25
509	1924	0.25
509	2076	0.25
509	2078	0.25
510	90	0.5
510	268	0.25
510	302	0.25
510	510	1
510	548	0.25
510	607	0.25
510	747	0.25
510	814	0.25
510	1059	0.25
510	1159	0.25
510	1211	0.25
510	1271	0.25
510	1331	0.25
510	1474	0.25
510	1537	0.25
510	1694	0.25
510	1706	0.25
510	1738	0.25
510	1743	0.25
510	1864	0.25
510	2074	0.25
511	24	0.5
511	178	0.25
511	219	0.25
511	452	0.25
511	511	1
511	860	0.25
511	981	0.25
511	1101	0.25
511	1153	0.25
511	1178	0.25
511	1322	0.25
511	1324	0.25
511	1399	0.25
511	1403	0.25
511	1429	0.25
511	1595	0.25
511	1740	0.25
511	1830	0.25
511	1904	0.25
511	1958	0.25
511	2085	0.25
512	20	0.5
512	185	0.25
512	216	0.25
512	309	0.25
512	357	0.25
512	393	0.25
512	415	0.25
512	512	1
512	732	0.25
512	945	0.25
512	1010	0.25
512	1467	0.25
512	1504	0.25
512	1513	0.25
512	1611	0.25
512	1701	0.25
512	1726	0.25
512	1728	0.25
512	1910	0.25
512	1919	0.25
512	2058	0.25
513	91	0.5
513	113	0.25
513	339	0.25
513	378	0.25
513	513	1
513	789	0.25
513	900	0.25
513	949	0.25
513	1008	0.25
513	1069	0.25
513	1187	0.25
513	1208	0.25
513	1224	0.25
513	1302	0.25
513	1376	0.25
513	1482	0.25
513	1601	0.25
513	1769	0.25
513	1784	0.25
513	1880	0.25
513	2002	0.25
514	25	0.5
514	196	0.25
514	316	0.25
514	514	1
514	592	0.25
514	662	0.25
514	683	0.25
514	857	0.25
514	924	0.25
514	1129	0.25
514	1317	0.25
514	1353	0.25
514	1405	0.25
514	1452	0.25
514	1637	0.25
514	1817	0.25
514	1932	0.25
514	1976	0.25
514	2006	0.25
514	2069	0.25
514	2072	0.25
515	84	0.5
515	157	0.25
515	233	0.25
515	243	0.25
515	248	0.25
515	269	0.25
515	488	0.25
515	515	1
515	571	0.25
515	623	0.25
515	774	0.25
515	1103	0.25
515	1124	0.25
515	1193	0.25
515	1216	0.25
515	1266	0.25
515	1277	0.25
515	1564	0.25
515	1883	0.25
515	2018	0.25
515	2055	0.25
516	59	0.5
516	140	0.25
516	366	0.25
516	369	0.25
516	403	0.25
516	459	0.25
516	516	1
516	517	0.25
516	538	0.25
516	590	0.25
516	620	0.25
516	628	0.25
516	870	0.25
516	1298	0.25
516	1460	0.25
516	1532	0.25
516	1576	0.25
516	1669	0.25
516	1988	0.25
516	1995	0.25
516	2036	0.25
517	59	0.5
517	140	0.25
517	366	0.25
517	369	0.25
517	403	0.25
517	459	0.25
517	516	0.25
517	517	1
517	538	0.25
517	590	0.25
517	620	0.25
517	628	0.25
517	870	0.25
517	1298	0.25
517	1460	0.25
517	1532	0.25
517	1576	0.25
517	1669	0.25
517	1988	0.25
517	1995	0.25
517	2036	0.25
518	12	0.5
518	154	0.25
518	215	0.25
518	229	0.25
518	346	0.25
518	392	0.25
518	445	0.25
518	518	1
518	731	0.25
518	767	0.25
518	832	0.25
518	974	0.25
518	1435	0.25
518	1506	0.25
518	1533	0.25
518	1702	0.25
518	1720	0.25
518	1776	0.25
518	1795	0.25
518	1944	0.25
518	2049	0.25
519	43	0.5
519	109	0.25
519	110	0.25
519	260	0.25
519	293	0.25
519	410	0.25
519	519	1
519	550	0.25
519	693	0.25
519	785	0.25
519	1050	0.25
519	1130	0.25
519	1152	0.25
519	1289	0.25
519	1486	0.25
519	1497	0.25
519	1572	0.25
519	1658	0.25
519	1846	0.25
519	1935	0.25
519	2073	0.25
520	86	0.5
520	135	0.25
520	198	0.25
520	247	0.25
520	356	0.25
520	500	0.25
520	520	1
520	564	0.25
520	660	0.25
520	884	0.25
520	893	0.25
520	932	0.25
520	1188	0.25
520	1290	0.25
520	1293	0.25
520	1312	0.25
520	1577	0.25
520	1662	0.25
520	1774	0.25
520	2005	0.25
520	2019	0.25
521	0	0.5
521	105	0.25
521	213	0.25
521	338	0.25
521	395	0.25
521	439	0.25
521	475	0.25
521	476	0.25
521	521	1
521	523	0.25
521	552	0.25
521	966	0.25
521	1058	0.25
521	1115	0.25
521	1404	0.25
521	1525	0.25
521	1739	0.25
521	1766	0.25
521	1879	0.25
521	1931	0.25
521	2056	0.25
522	37	0.5
522	129	0.25
522	150	0.25
522	203	0.25
522	212	0.25
522	287	0.25
522	522	1
522	761	0.25
522	809	0.25
522	1197	0.25
522	1215	0.25
522	1287	0.25
522	1321	0.25
522	1527	0.25
522	1554	0.25
522	1592	0.25
522	1838	0.25
522	1862	0.25
522	1961	0.25
522	1993	0.25
522	2048	0.25
523	0	0.5
523	105	0.25
523	213	0.25
523	338	0.25
523	395	0.25
523	439	0.25
523	475	0.25
523	476	0.25
523	521	0.25
523	523	1
523	552	0.25
523	966	0.25
523	1058	0.25
523	1115	0.25
523	1404	0.25
523	1525	0.25
523	1739	0.25
523	1766	0.25
523	1879	0.25
523	1931	0.25
523	2056	0.25
524	45	0.5
524	264	0.25
524	361	0.25
524	438	0.25
524	493	0.25
524	508	0.25
524	524	1
524	532	0.25
524	671	0.25
524	823	0.25
524	998	0.25
524	1048	0.25
524	1147	0.25
524	1164	0.25
524	1294	0.25
524	1519	0.25
524	1573	0.25
524	1667	0.25
524	1825	0.25
524	1970	0.25
524	2091	0.25
525	13	0.5
525	115	0.25
525	153	0.25
525	175	0.25
525	190	0.25
525	208	0.25
525	263	0.25
525	465	0.25
525	525	1
525	846	0.25
525	1076	0.25
525	1226	0.25
525	1250	0.25
525	1267	0.25
525	1515	0.25
525	1756	0.25
525	1778	0.25
525	1844	0.25
525	1865	0.25
525	1960	0.25
525	2003	0.25
526	78	0.5
526	174	0.25
526	383	0.25
526	404	0.25
526	469	0.25
526	526	1
526	566	0.25
526	612	0.25
526	883	0.25
526	896	0.25
526	935	0.25
526	1016	0.25
526	1093	0.25
526	1174	0.25
526	1175	0.25
526	1280	0.25
526	1487	0.25
526	1523	0.25
526	1625	0.25
526	1775	0.25
526	1789	0.25
527	4	0.5
527	188	0.25
527	505	0.25
527	527	1
527	570	0.25
527	655	0.25
527	1066	0.25
527	1217	0.25
527	1251	0.25
527	1304	0.25
527	1438	0.25
527	1473	0.25
527	1588	0.25
527	1621	0.25
527	1647	0.25
527	1787	0.25
527	1849	0.25
527	1908	0.25
527	1951	0.25
527	2000	0.25
527	2096	0.25
528	21	0.5
528	112	0.25
528	277	0.25
528	528	1
528	586	0.25
528	610	0.25
528	736	0.25
528	790	0.25
528	833	0.25
528	963	0.25
528	1237	0.25
528	1240	0.25
528	1273	0.25
528	1495	0.25
528	1555	0.25
528	1600	0.25
528	1653	0.25
528	1681	0.25
528	1711	0.25
528	1742	0.25
528	1819	0.25
529	26	0.5
529	119	0.25
529	204	0.25
529	226	0.25
529	236	0.25
529	437	0.25
529	529	1
529	817	0.25
529	1218	0.25
529	1442	0.25
529	1446	0.25
529	1451	0.25
529	1552	0.25
529	1582	0.25
529	1710	0.25
529	1721	0.25
529	1757	0.25
529	1793	0.25
529	1816	0.25
529	1928	0.25
529	1953	0.25
530	3	0.5
530	278	0.25
530	350	0.25
530	530	1
530	543	0.25
530	685	0.25
530	748	0.25
530	779	0.25
530	907	0.25
530	927	0.25
530	957	0.25
530	1012	0.25
530	1428	0.25
530	1465	0.25
530	1484	0.25
530	1503	0.25
530	1508	0.25
530	1584	0.25
530	1656	0.25
530	1801	0.25
530	1822	0.25
531	8	0.5
531	159	0.25
531	460	0.25
531	497	0.25
531	531	1
531	582	0.25
531	609	0.25
531	653	0.25
531	704	0.25
531	757	0.25
531	1029	0.25
531	1133	0.25
531	1151	0.25
531	1239	0.25
531	1278	0.25
531	1305	0.25
531	1598	0.25
531	1754	0.25
531	1810	0.25
531	1936	0.25
531	2061	0.25
532	45	0.5
532	264	0.25
532	361	0.25
532	438	0.25
532	493	0.25
532	508	0.25
532	524	0.25
532	532	1
532	671	0.25
532	823	0.25
532	998	0.25
532	1048	0.25
532	1147	0.25
532	1164	0.25
532	1294	0.25
532	1519	0.25
532	1573	0.25
532	1667	0.25
532	1825	0.25
532	1970	0.25
532	2091	0.25
533	32	0.5
533	133	0.25
533	136	0.25
533	331	0.25
533	354	0.25
533	385	0.25
533	466	0.25
533	533	1
533	798	0.25
533	805	0.25
533	929	0.25
533	1061	0.25
533	1214	0.25
533	1296	0.25
533	1329	0.25
533	1659	0.25
533	1735	0.25
533	1759	0.25
533	1839	0.25
533	1963	0.25
533	2028	0.25
534	62	0.5
534	202	0.25
534	253	0.25
534	282	0.25
534	286	0.25
534	292	0.25
534	377	0.25
534	409	0.25
534	534	1
534	874	0.25
534	980	0.25
534	1026	0.25
534	1102	0.25
534	1127	0.25
534	1275	0.25
534	1309	0.25
534	1511	0.25
534	1853	0.25
534	1890	0.25
534	1950	0.25
534	2089	0.25
535	52	0.5
535	197	0.25
535	299	0.25
535	388	0.25
535	535	1
535	643	0.25
535	758	0.25
535	815	0.25
535	847	0.25
535	901	0.25
535	1004	0.25
535	1347	0.25
535	1349	0.25
535	1683	0.25
535	1707	0.25
535	1782	0.25
535	1858	0.25
535	1925	0.25
535	2015	0.25
535	2025	0.25
535	2044	0.25
536	36	0.5
536	280	0.25
536	420	0.25
536	536	1
536	680	0.25
536	743	0.25
536	773	0.25
536	786	0.25
536	863	0.25
536	925	0.25
536	1033	0.25
536	1160	0.25
536	1161	0.25
536	1337	0.25
536	1444	0.25
536	1457	0.25
536	1468	0.25
536	1590	0.25
536	1892	0.25
536	1967	0.25
536	2080	0.25
537	16	0.5
537	125	0.25
537	306	0.25
537	317	0.25
537	411	0.25
537	457	0.25
537	537	1
537	624	0.25
537	819	0.25
537	869	0.25
537	1035	0.25
537	1077	0.25
537	1131	0.25
537	1363	0.25
537	1477	0.25
537	1530	0.25
537	1741	0.25
537	1851	0.25
537	1873	0.25
537	1929	0.25
537	2035	0.25
538	59	0.5
538	140	0.25
538	366	0.25
538	369	0.25
538	403	0.25
538	459	0.25
538	516	0.25
538	517	0.25
538	538	1
538	590	0.25
538	620	0.25
538	628	0.25
538	870	0.25
538	1298	0.25
538	1460	0.25
538	1532	0.25
538	1576	0.25
538	1669	0.25
538	1988	0.25
538	1995	0.25
538	2036	0.25
539	82	0.5
539	145	0.25
539	164	0.25
539	169	0.25
539	283	0.25
539	479	0.25
539	539	1
539	560	0.25
539	593	0.25
539	606	0.25
539	634	0.25
539	716	0.25
539	770	0.25
539	938	0.25
539	969	0.25
539	992	0.25
539	1071	0.25
539	1099	0.25
539	1176	0.25
539	1301	0.25
539	2093	0.25
540	83	0.5
540	328	0.25
540	394	0.25
540	540	1
540	627	0.25
540	909	0.25
540	1043	0.25
540	1088	0.25
540	1113	0.25
540	1150	0.25
540	1364	0.25
540	1375	0.25
540	1397	0.25
540	1410	0.25
540	1640	0.25
540	1649	0.25
540	1802	0.25
540	1826	0.25
540	1954	0.25
540	2009	0.25
540	2047	0.25
541	49	0.5
541	161	0.25
541	374	0.25
541	379	0.25
541	387	0.25
541	541	1
541	664	0.25
541	718	0.25
541	760	0.25
541	781	0.25
541	1231	0.25
541	1339	0.25
541	1380	0.25
541	1629	0.25
541	1808	0.25
541	1983	0.25
541	1984	0.25
541	2024	0.25
541	2060	0.25
541	2067	0.25
541	2082	0.25
542	5	0.5
542	166	0.25
542	187	0.25
542	254	0.25
542	542	1
542	899	0.25
542	1002	0.25
542	1107	0.25
542	1121	0.25
542	1162	0.25
542	1272	0.25
542	1454	0.25
542	1665	0.25
542	1715	0.25
542	1870	0.25
542	1885	0.25
542	1886	0.25
542	1959	0.25
542	1962	0.25
542	2066	0.25
542	2094	0.25
543	3	0.5
543	278	0.25
543	350	0.25
543	530	0.25
543	543	1
543	685	0.25
543	748	0.25
543	779	0.25
543	907	0.25
543	927	0.25
543	957	0.25
543	1012	0.25
543	1428	0.25
543	1465	0.25
543	1484	0.25
543	1503	0.25
543	1508	0.25
543	1584	0.25
543	1656	0.25
543	1801	0.25
543	1822	0.25
544	40	0.5
544	118	0.25
544	468	0.25
544	544	1
544	719	0.25
544	729	0.25
544	796	0.25
544	921	0.25
544	953	0.25
544	1122	0.25
544	1135	0.25
544	1232	0.25
544	1367	0.25
544	1498	0.25
544	1626	0.25
544	1644	0.25
544	1684	0.25
544	1749	0.25
544	1884	0.25
544	2001	0.25
544	2053	0.25
545	31	0.5
545	221	0.25
545	257	0.25
545	334	0.25
545	405	0.25
545	455	0.25
545	545	1
545	579	0.25
545	824	0.25
545	849	0.25
545	914	0.25
545	948	0.25
545	952	0.25
545	1030	0.25
545	1062	0.25
545	1488	0.25
545	1628	0.25
545	1747	0.25
545	1955	0.25
545	1964	0.25
545	2023	0.25
546	87	0.5
546	162	0.25
546	360	0.25
546	364	0.25
546	461	0.25
546	473	0.25
546	546	1
546	572	0.25
546	872	0.25
546	996	0.25
546	1063	0.25
546	1100	0.25
546	1163	0.25
546	1233	0.25
546	1300	0.25
546	1441	0.25
546	1450	0.25
546	1737	0.25
546	1765	0.25
546	1799	0.25
546	1877	0.25
547	99	0.5
547	116	0.25
547	214	0.25
547	303	0.25
547	327	0.25
547	499	0.25
547	547	1
547	549	0.25
547	694	0.25
547	756	0.25
547	766	0.25
547	776	0.25
547	1017	0.25
547	1052	0.25
547	1114	0.25
547	1192	0.25
547	1209	0.25
547	1262	0.25
547	1539	0.25
547	1942	0.25
547	1994	0.25
548	90	0.5
548	268	0.25
548	302	0.25
548	510	0.25
548	548	1
548	607	0.25
548	747	0.25
548	814	0.25
548	1059	0.25
548	1159	0.25
548	1211	0.25
548	1271	0.25
548	1331	0.25
548	1474	0.25
548	1537	0.25
548	1694	0.25
548	1706	0.25
548	1738	0.25
548	1743	0.25
548	1864	0.25
548	2074	0.25
549	99	0.5
549	116	0.25
549	214	0.25
549	303	0.25
549	327	0.25
549	499	0.25
549	547	0.25
549	549	1
549	694	0.25
549	756	0.25
549	766	0.25
549	776	0.25
549	1017	0.25
549	1052	0.25
549	1114	0.25
549	1192	0.25
549	1209	0.25
549	1262	0.25
549	1539	0.25
549	1942	0.25
549	1994	0.25
550	43	0.5
550	109	0.25
550	110	0.25
550	260	0.25
550	293	0.25
550	410	0.25
550	519	0.25
550	550	1
550	693	0.25
550	785	0.25
550	1050	0.25
550	1130	0.25
550	1152	0.25
550	1289	0.25
550	1486	0.25
550	1497	0.25
550	1572	0.25
550	1658	0.25
550	1846	0.25
550	1935	0.25
550	2073	0.25
551	76	0.5
551	122	0.25
551	138	0.25
551	284	0.25
551	551	1
551	554	0.25
551	709	0.25
551	875	0.25
551	877	0.25
551	1083	0.25
551	1423	0.25
551	1456	0.25
551	1499	0.25
551	1534	0.25
551	1635	0.25
551	1690	0.25
551	1791	0.25
551	1845	0.25
551	1914	0.25
551	1945	0.25
551	2064	0.25
552	0	0.5
552	105	0.25
552	213	0.25
552	338	0.25
552	395	0.25
552	439	0.25
552	475	0.25
552	476	0.25
552	521	0.25
552	523	0.25
552	552	1
552	966	0.25
