ID	Group	Init. Comp.	It	Rt	g_a
Ind624	53	S	no	no	-0.397565
Ind625	53	S	0.331691	2.73125	1.62097
Ind626	53	S	no	no	0.327279
Ind627	53	S	0.447733	6.12506	0.581194
Ind628	53	S	11.7733	17.3301	0.717715
Ind629	53	S	1.06432	14.7854	0.245671
Ind630	54	I	no	1.18286	1.79657
Ind631	54	I	no	2.71034	0.139962
Ind632	54	S	1.58019	17.2443	0.53604
Ind633	54	S	no	no	-1.08762
Ind634	54	S	0.772268	4.33075	0.571882
Ind635	54	S	no	no	-0.57996
Ind636	54	S	11.4555	11.573	-0.33567
Ind637	54	S	6.79421	12.181	0.0576537
Ind638	54	S	4.8356	11.2754	-0.127146
Ind639	54	S	5.0404	9.46628	-1.57513
Ind640	55	I	no	3.3418	-0.327537
Ind641	55	I	no	5.19711	1.15531
Ind642	55	S	no	no	0.156643
Ind643	55	S	no	no	-1.35328
Ind644	55	S	no	no	-1.0204
Ind645	55	S	3.69778	6.77474	1.56534
Ind646	55	S	1.85457	4.30587	1.04752
Ind647	55	S	no	no	0.484393
Ind648	55	S	no	no	-0.180148
Ind649	55	S	no	no	-0.0556864
Ind650	56	I	no	8.28079	1.52523
Ind651	56	I	no	5.18514	-0.347449
Ind652	56	S	no	no	1.03398
Ind653	56	S	3.77711	6.2829	-0.612445
Ind654	56	S	no	no	-0.482833
Ind655	56	S	no	no	-0.694982
Ind656	56	S	1.06584	4.25187	1.1945
Ind657	56	S	no	no	-0.110859
Ind658	56	S	no	no	0.543987
Ind659	56	S	no	no	-0.809604
Ind660	57	I	no	3.57842	-0.657959
Ind661	57	I	no	3.678	-0.137259
Ind662	57	S	7.4316	9.74661	-0.34576
Ind663	57	S	3.02203	4.98338	0.250339
Ind664	57	S	4.84641	5.30174	-0.374085
Ind665	57	S	no	no	-0.786433
Ind666	57	S	2.63286	3.26463	0.383519
Ind667	57	S	0.870686	4.39109	-0.0286882
Ind668	57	S	0.751185	0.801992	0.396288
Ind669	57	S	0.0876179	14.9988	0.596517
Ind670	58	I	no	5.47812	-0.555041
Ind671	58	I	no	0.320041	-0.459058
Ind672	58	S	no	no	-0.648232
Ind673	58	S	no	no	-1.05131
Ind674	58	S	no	no	-1.04682
Ind675	58	S	no	no	-0.213992
Ind676	58	S	no	no	0.323888
Ind677	58	S	2.62717	3.58501	-0.278875
Ind678	58	S	5.37039	5.98582	1.09863
Ind679	58	S	no	no	-3.14509
Ind680	59	I	no	1.56434	-1.06971
Ind681	59	I	no	6.28178	1.8857
Ind682	59	S	7.77397	9.19585	-1.05274
Ind683	59	S	5.58307	6.71912	0.526717
Ind684	59	S	3.19192	32.9654	1.25997
Ind685	59	S	2.67837	7.32068	0.0355009
Ind686	59	S	1.16172	2.87582	0.190222
Ind687	59	S	no	no	-1.55646
Ind688	59	S	no	no	-0.580416
Ind689	59	S	20.3862	21.0066	0.33952
Ind690	60	I	no	8.70434	-1.40997
Ind691	60	I	no	11.7004	0.825936
Ind692	60	S	1.32465	8.42302	0.88647
Ind693	60	S	15.9543	20.1477	-0.673895
Ind694	60	S	1.26699	4.87729	0.72229
Ind695	60	S	4.19375	8.48474	0.325529
Ind696	60	S	no	no	-2.1749
Ind697	60	S	2.70612	24.4776	0.982625
Ind698	60	S	1.81474	17.9153	-0.450303
Ind699	60	S	0.526966	6.22006	2.54182
Ind700	61	I	no	1.05564	0.041342
Ind701	61	I	no	10.5432	-0.74678
Ind702	61	S	7.27121	18.8112	0.038555
Ind703	61	S	2.08603	17.2278	2.0015
Ind704	61	S	5.54375	11.4825	1.08659
Ind705	61	S	0.827474	3.76114	0.576861
Ind706	61	S	1.33788	11.7094	0.812965
Ind707	61	S	2.61612	20.6263	1.19001
Ind708	61	S	7.13845	11.3671	-0.0590766
Ind709	61	S	6.44474	7.06996	-0.671105
Ind710	62	I	no	5.51625	0.924247
Ind711	62	I	no	0.72193	-1.88969
Ind712	62	S	0.34082	5.99461	1.85457
Ind713	62	S	11.2682	29.4387	-0.0978257
Ind714	62	S	1.38628	9.98749	-1.17944
Ind715	62	S	1.92317	12.0155	0.373673
Ind716	62	S	3.60713	4.85961	0.737885
Ind717	62	S	0.460036	1.60558	-0.225231
Ind718	62	S	3.93751	11.429	0.59835
Ind719	62	S	8.51308	23.6845	-0.942601
Ind720	63	I	no	4.13713	-2.02309
Ind721	63	I	no	4.53353	-0.145539
Ind722	63	S	2.4805	15.3142	0.86538
Ind723	63	S	7.23804	7.51803	-1.59401
Ind724	63	S	3.55301	27.7493	0.820781
Ind725	63	S	no	no	-0.566058
Ind726	63	S	2.30254	11.8949	0.943705
Ind727	63	S	0.347857	6.06829	2.02186
Ind728	63	S	4.34755	4.92085	0.0839256
Ind729	63	S	0.759276	1.44386	0.604552
Ind730	64	I	no	14.2414	-1.82587
Ind731	64	I	no	20.4434	-1.38118
Ind732	64	S	11.2008	18.7055	-0.626674
Ind733	64	S	2.5915	11.1521	0.10589
Ind734	64	S	1.90346	7.73181	0.484848
Ind735	64	S	1.59642	5.74561	0.924903
Ind736	64	S	0.481439	3.66034	-1.48522
Ind737	64	S	3.42291	12.8585	0.0116517
Ind738	64	S	4.2914	7.27266	0.482282
Ind739	64	S	3.52988	6.16149	1.15504
Ind740	65	I	no	8.23882	-0.964405
Ind741	65	I	no	8.10441	-1.62604
Ind742	65	S	2.13177	3.73103	0.537469
Ind743	65	S	1.62465	5.12836	0.0428788
Ind744	65	S	7.5253	15.1674	-1.01455
Ind745	65	S	9.41345	9.66697	-0.179855
Ind746	65	S	2.07565	3.8755	1.51745
Ind747	65	S	no	no	-2.32358
Ind748	65	S	0.374724	17.339	0.553116
Ind749	65	S	1.7852	4.37664	2.10373
Ind750	66	I	no	16.2858	-0.0259674
Ind751	66	I	no	6.02085	0.368198
Ind752	66	S	2.19432	3.43865	-0.339749
Ind753	66	S	no	no	-0.294358
Ind754	66	S	1.99245	2.85275	0.632086
Ind755	66	S	no	no	-0.841533
Ind756	66	S	no	no	-0.597205
Ind757	66	S	no	no	-0.151918
Ind758	66	S	1.64486	7.25257	0.264049
Ind759	66	S	5.93161	10.3324	-1.91614
Ind760	67	I	no	7.63375	-0.322755
Ind761	67	I	no	2.50837	-3.65412
Ind762	67	S	no	no	-1.45931
Ind763	67	S	no	no	-2.01156
Ind764	67	S	no	no	0.318033
Ind765	67	S	6.26676	6.32773	0.739872
Ind766	67	S	4.62258	5.83843	1.31014
Ind767	67	S	0.669992	1.63728	0.612139
Ind768	67	S	no	no	-0.55112
Ind769	67	S	7.32496	22.4488	-0.965257
Ind770	68	I	no	2.26951	0.811221
Ind771	68	I	no	6.67655	1.39776
Ind772	68	S	4.05989	7.1683	-0.711111
Ind773	68	S	no	no	-0.697754
Ind774	68	S	no	no	-0.684277
Ind775	68	S	3.43185	7.62175	0.714785
Ind776	68	S	0.894989	6.3244	0.681235
Ind777	68	S	no	no	-1.16061
Ind778	68	S	no	no	-1.38516
Ind779	68	S	1.49788	3.78399	1.1797
Ind780	69	I	no	1.70853	-0.94332
Ind781	69	I	no	4.13334	0.482049
Ind782	69	S	no	no	0.0778515
Ind783	69	S	2.69384	8.83575	-0.436116
Ind784	69	S	no	no	0.0790031
Ind785	69	S	1.082	8.99899	0.18234
Ind786	69	S	2.73646	3.44777	0.731112
Ind787	69	S	1.35196	17.2709	1.50879
Ind788	69	S	1.1391	3.42678	1.86254
Ind789	69	S	2.30664	3.12836	0.666941
Ind790	70	I	no	9.95977	-1.62389
Ind791	70	I	no	7.76078	-1.46997
Ind792	70	S	1.44325	10.1538	0.347538
Ind793	70	S	5.17163	14.0611	-0.531485
Ind794	70	S	12.2289	18.8142	0.645735
Ind795	70	S	no	no	-0.262361
Ind796	70	S	1.29054	17.9221	1.79189
Ind797	70	S	1.43585	13.8035	2.0874
Ind798	70	S	4.51869	8.68925	1.14273
Ind799	70	S	1.92991	5.04128	-0.277989
Ind800	71	I	no	2.44497	2.01491
Ind801	71	I	no	2.17257	0.347185
Ind802	71	S	2.07318	2.30709	-0.143617
Ind803	71	S	16.4843	43.2953	0.0180327
Ind804	71	S	8.84112	10.5711	-1.32926
Ind805	71	S	9.23203	9.34655	1.01098
Ind806	71	S	1.29777	1.35541	0.865722
Ind807	71	S	21.8651	24.5282	-0.396546
Ind808	71	S	9.0456	23.7364	1.49088
Ind809	71	S	1.17774	10.0409	-0.306758
Ind810	72	I	no	10.5121	1.26598
Ind811	72	I	no	1.66006	0.396755
Ind812	72	S	4.50698	17.9957	-0.12046
Ind813	72	S	no	no	-1.22497
Ind814	72	S	5.38115	11.5583	-0.0345372
Ind815	72	S	no	no	-0.575351
Ind816	72	S	no	no	-0.311023
Ind817	72	S	no	no	-1.28074
Ind818	72	S	7.16789	10.052	0.640962
Ind819	72	S	3.69481	18.1462	1.18219
Ind820	73	I	no	1.44572	2.07988
Ind821	73	I	no	1.98968	0.591657
Ind822	73	S	9.64881	18.6311	-0.650843
Ind823	73	S	no	no	-0.556644
Ind824	73	S	0.0605684	5.99808	1.24069
Ind825	73	S	9.87012	9.98863	0.0792232
Ind826	73	S	no	no	1.37926
Ind827	73	S	4.02352	6.19766	-0.0185954
Ind828	73	S	no	no	0.808096
Ind829	73	S	1.66188	19.6128	1.46059
Ind830	74	I	no	6.04116	-0.203502
Ind831	74	I	no	9.14525	0.611562
Ind832	74	S	1.90601	6.82378	-0.248741
Ind833	74	S	0.158735	0.659445	0.159339
Ind834	74	S	1.10226	5.01868	-0.958739
Ind835	74	S	1.0966	2.89907	1.39229
Ind836	74	S	0.340395	2.94668	0.780576
Ind837	74	S	no	no	-1.20648
Ind838	74	S	1.91771	34.5053	0.131884
Ind839	74	S	0.354647	9.21064	1.89841
Ind840	75	I	no	10.6665	-0.69613
Ind841	75	I	no	6.03171	-1.59375
Ind842	75	S	6.33144	25.3636	-0.539045
Ind843	75	S	1.70048	2.78771	1.54591
Ind844	75	S	1.53585	3.12798	-0.950953
Ind845	75	S	5.64396	19.4459	-0.573195
Ind846	75	S	no	no	-0.894398
Ind847	75	S	2.3528	11.7385	-0.147473
Ind848	75	S	15.7853	23.2312	0.150957
Ind849	75	S	14.2751	21.0102	-0.650186
Ind850	76	I	no	0.374669	0.733604
Ind851	76	I	no	7.48346	-0.536272
Ind852	76	S	no	no	2.66268
Ind853	76	S	0.115634	0.785202	-0.577025
Ind854	76	S	2.28659	6.29522	2.28179
Ind855	76	S	no	no	0.168217
Ind856	76	S	6.13758	6.79477	0.4994
Ind857	76	S	no	no	0.315213
Ind858	76	S	no	no	0.423757
Ind859	76	S	no	no	0.515192
Ind860	77	I	no	8.52575	1.54817
Ind861	77	I	no	10.3768	-0.919937
Ind862	77	S	no	no	-1.46815
Ind863	77	S	0.455262	3.49955	0.353041
Ind864	77	S	0.297233	9.57082	1.61876
Ind865	77	S	0.609736	11.6551	1.24955
Ind866	77	S	1.89617	4.71089	-0.86485
Ind867	77	S	0.254061	21.7933	1.39019
Ind868	77	S	1.05463	18.4143	0.163023
Ind869	77	S	0.469854	8.55759	-0.349399
Ind870	78	I	no	11.5748	0.133802
Ind871	78	I	no	5.32503	1.02745
Ind872	78	S	4.62117	32.1192	-0.489649
Ind873	78	S	3.15298	15.6608	0.817035
Ind874	78	S	3.93491	6.35249	-0.898153
Ind875	78	S	no	no	-1.34686
Ind876	78	S	3.3129	18.0637	-0.867869
Ind877	78	S	4.6342	12.3193	-0.220802
Ind878	78	S	4.06148	8.3063	0.0687038
Ind879	78	S	9.13413	18.8163	-1.61838
Ind880	79	I	no	1.95851	-0.693168
Ind881	79	I	no	0.0240924	0.215534
Ind882	79	S	no	no	-0.319209
Ind883	79	S	no	no	-0.877298
Ind884	79	S	no	no	0.738452
Ind885	79	S	0.0159521	4.74755	-0.140229
Ind886	79	S	no	no	0.261073
Ind887	79	S	0.701277	2.72845	1.16437
Ind888	79	S	no	no	0.211803
Ind889	79	S	no	no	0.244344
Ind890	80	I	no	3.91909	-1.38568
Ind891	80	I	no	16.8867	-0.859559
Ind892	80	S	1.03036	16.42	-0.443452
Ind893	80	S	10.5134	11.6691	-1.11793
Ind894	80	S	no	no	-0.819245
Ind895	80	S	1.05689	27.1511	1.80925
Ind896	80	S	0.115284	9.77641	-0.287334
Ind897	80	S	4.15952	9.49534	0.1973
Ind898	80	S	3.30827	10.2465	0.0283955
Ind899	80	S	9.18488	10.8278	-1.14719
Ind900	81	I	no	9.7582	0.685293
Ind901	81	I	no	2.57272	0.120624
Ind902	81	S	23.806	29.537	-1.79652
Ind903	81	S	3.08947	10.3329	-0.488206
Ind904	81	S	15.0936	17.2965	-1.95648
Ind905	81	S	13.8688	36.4916	-0.725482
Ind906	81	S	0.922639	7.343	1.57678
Ind907	81	S	1.5132	3.21047	1.84352
Ind908	81	S	2.03391	26.3433	0.736421
Ind909	81	S	4.31714	6.51731	1.12261
Ind910	82	I	no	3.04467	0.192906
Ind911	82	I	no	10.652	-0.268823
Ind912	82	S	10.8811	11.934	-0.429862
Ind913	82	S	0.751762	12.8291	-1.1241
Ind914	82	S	6.42658	14.9419	-0.160318
Ind915	82	S	0.0591101	1.60455	1.23961
Ind916	82	S	no	no	-0.866507
Ind917	82	S	no	no	-0.369271
Ind918	82	S	no	no	0.343818
Ind919	82	S	no	no	0.253304
Ind920	83	I	no	0.109833	0.947668
Ind921	83	I	no	15.4962	0.608805
Ind922	83	S	9.21824	10.4722	0.975283
Ind923	83	S	3.68753	9.95286	0.246954
Ind924	83	S	11.7544	21.9409	0.73052
Ind925	83	S	1.01219	3.79071	1.66519
Ind926	83	S	5.48829	11.6014	-0.0378652
Ind927	83	S	2.62123	5.8444	1.2237
Ind928	83	S	no	no	-0.463967
Ind929	83	S	16.4257	20.0474	1.36279
Ind930	84	I	no	6.75381	-0.51302
Ind931	84	I	no	4.39195	0.351714
Ind932	84	S	0.780013	4.85281	0.957648
Ind933	84	S	0.706551	11.1628	0.601355
Ind934	84	S	5.53607	18.9735	0.186456
Ind935	84	S	2.32731	10.0248	-0.436489
Ind936	84	S	1.16767	3.0235	-0.089703
Ind937	84	S	0.707311	1.37937	0.33994
Ind938	84	S	3.43465	8.1312	-1.04033
Ind939	84	S	3.41344	24.4357	-0.749961
Ind940	85	I	no	0.995492	-0.640098
Ind941	85	I	no	23.6155	-0.197116
Ind942	85	S	3.79245	7.22908	0.191262
Ind943	85	S	19.6084	23.2	-0.260941
Ind944	85	S	1.93215	17.3692	-1.20021
Ind945	85	S	4.21251	6.84632	-1.16419
Ind946	85	S	3.52131	8.76859	0.0634408
Ind947	85	S	15.7725	16.6001	0.686553
Ind948	85	S	4.93859	7.77483	-0.00418815
Ind949	85	S	0.767706	3.96104	1.36728
Ind950	86	I	no	5.91098	-0.114268
Ind951	86	I	no	7.15752	-0.631834
Ind952	86	S	0.30551	0.40518	2.18571
Ind953	86	S	0.186954	7.21471	0.699917
Ind954	86	S	0.26946	2.67783	1.08779
Ind955	86	S	3.88584	9.04802	-0.713856
Ind956	86	S	7.06678	33.4266	-0.233163
Ind957	86	S	0.395529	13.637	1.5961
Ind958	86	S	3.5032	9.89348	0.311408
Ind959	86	S	18.4714	18.7457	-0.489018
Ind960	87	I	no	3.08385	-1.40446
Ind961	87	I	no	2.13751	0.243222
Ind962	87	S	17.7494	20.4869	-0.711307
Ind963	87	S	6.14168	23.9017	-1.00987
Ind964	87	S	2.21549	11.2388	-0.566901
Ind965	87	S	3.6055	7.67093	-0.236061
Ind966	87	S	no	no	-0.875184
Ind967	87	S	3.6509	4.63923	0.454508
Ind968	87	S	4.60502	26.2308	-0.767471
Ind969	87	S	2.51491	27.2561	1.53715
Ind970	88	I	no	0.964615	-1.47137
Ind971	88	I	no	3.12045	1.60816
Ind972	88	S	0.612071	4.54609	-0.521403
Ind973	88	S	no	no	-1.03364
Ind974	88	S	no	no	-1.31464
Ind975	88	S	no	no	0.0532579
Ind976	88	S	no	no	0.756822
Ind977	88	S	no	no	-0.564393
Ind978	88	S	no	no	0.560475
Ind979	88	S	no	no	-0.132459
Ind980	89	I	no	0.25357	0.0163052
Ind981	89	I	no	3.46899	-0.417715
Ind982	89	S	no	no	0.0103597
Ind983	89	S	no	no	0.930871
Ind984	89	S	no	no	-0.213687
Ind985	89	S	no	no	0.687947
Ind986	89	S	no	no	-0.564854
Ind987	89	S	no	no	0.130307
Ind988	89	S	no	no	-0.230707
Ind989	89	S	no	no	0.340817
Ind990	90	I	no	3.39351	-0.178293
Ind991	90	I	no	1.83017	-2.8508
Ind992	90	S	0.00865144	29.7616	1.42017
Ind993	90	S	no	no	-1.01678
Ind994	90	S	0.0993725	7.06886	1.48688
Ind995	90	S	9.22059	22.9908	0.976444
Ind996	90	S	no	no	-1.25796
Ind997	90	S	2.0085	2.1488	1.21754
Ind998	90	S	0.482758	10.4418	1.23098
Ind999	90	S	no	no	0.317562
Ind1000	91	I	no	2.15225	1.99854
Ind1001	91	I	no	5.60313	-1.11177
Ind1002	91	S	no	no	-1.11517
Ind1003	91	S	9.07647	10.9426	1.04029
Ind1004	91	S	0.25063	2.01014	-0.221257
Ind1005	91	S	no	no	-1.17382
Ind1006	91	S	9.50005	10.2534	-1.17451
Ind1007	91	S	no	no	-0.668815
Ind1008	91	S	0.360388	13.6747	1.63384
Ind1009	91	S	1.09342	2.94544	0.947372
Ind1010	92	I	no	3.42853	-0.601649
Ind1011	92	I	no	0.155565	3.48103
Ind1012	92	S	2.01035	7.69456	1.99136
Ind1013	92	S	12.0276	13.0031	-1.10451
Ind1014	92	S	9.24118	38.6888	0.091014
Ind1015	92	S	2.12431	4.86617	0.62359
Ind1016	92	S	2.80713	14.4538	-0.515979
Ind1017	92	S	6.88186	8.49725	0.658205
Ind1018	92	S	5.94184	13.0887	-0.233532
Ind1019	92	S	1.87954	10.6585	0.058262
Ind1020	93	I	no	10.1205	0.422431
Ind1021	93	I	no	1.94213	-0.117948
Ind1022	93	S	no	no	-1.42337
Ind1023	93	S	no	no	-0.661996
Ind1024	93	S	no	no	0.0563237
Ind1025	93	S	5.61051	5.9379	-0.17096
Ind1026	93	S	2.94239	4.99523	-0.090913
Ind1027	93	S	6.12434	8.42335	0.409614
Ind1028	93	S	3.59973	6.7287	0.631367
Ind1029	93	S	3.9297	16.569	0.373733
Ind1030	94	I	no	0.877445	-0.283043
Ind1031	94	I	no	17.5982	0.0361304
Ind1032	94	S	no	no	-1.2443
Ind1033	94	S	3.46153	5.91357	1.46871
Ind1034	94	S	no	no	-1.75424
Ind1035	94	S	4.54801	12.8799	-0.86574
Ind1036	94	S	18.2916	21.0983	-1.04942
Ind1037	94	S	8.75145	16.797	-1.61234
Ind1038	94	S	2.20091	37.1698	-1.47537
Ind1039	94	S	3.80582	11.1134	-1.61067
Ind1040	95	I	no	0.533116	0.123368
Ind1041	95	I	no	0.395092	0.537022
Ind1042	95	S	no	no	-0.609105
Ind1043	95	S	no	no	0.100443
Ind1044	95	S	no	no	0.000368722
Ind1045	95	S	no	no	0.0895469
Ind1046	95	S	no	no	0.834824
Ind1047	95	S	no	no	0.209954
Ind1048	95	S	no	no	1.08049
Ind1049	95	S	no	no	0.194763
Ind1050	96	I	no	15.9317	0.306907
Ind1051	96	I	no	0.754534	0.218873
Ind1052	96	S	4.34582	6.89025	0.935823
Ind1053	96	S	0.380284	1.22309	-0.203751
Ind1054	96	S	no	no	-1.46087
Ind1055	96	S	1.52783	1.59569	-0.752848
Ind1056	96	S	4.20352	6.53593	0.13458
Ind1057	96	S	5.79352	15.0849	-0.101311
Ind1058	96	S	1.16401	2.79492	-0.415202
Ind1059	96	S	no	no	-1.15164
Ind1060	97	I	no	4.80524	2.56884
Ind1061	97	I	no	2.54482	0.427186
Ind1062	97	S	no	no	-0.0346126
Ind1063	97	S	no	no	-0.721867
Ind1064	97	S	0.478982	3.15146	-0.104815
Ind1065	97	S	no	no	0.413483
Ind1066	97	S	4.44004	5.04922	1.20046
Ind1067	97	S	0.419011	5.78835	-0.494556
Ind1068	97	S	no	no	-0.38001
Ind1069	97	S	0.237742	0.490242	0.2269
Ind1070	98	I	no	8.28671	-0.00723653
Ind1071	98	I	no	6.48652	1.86374
Ind1072	98	S	1.23381	1.68414	0.648336
Ind1073	98	S	2.73825	3.78318	-0.348101
Ind1074	98	S	0.157916	5.80569	2.37091
Ind1075	98	S	1.0068	5.93391	0.07954
Ind1076	98	S	no	no	-0.734934
Ind1077	98	S	0.389335	1.3561	1.81598
Ind1078	98	S	0.77919	4.38835	0.0790602
Ind1079	98	S	0.872562	14.6571	0.0308098
Ind1080	99	I	no	1.86496	-1.32653
Ind1081	99	I	no	2.25637	0.214453
Ind1082	99	S	no	no	-0.882459
Ind1083	99	S	1.39044	5.07057	-0.154988
Ind1084	99	S	no	no	-0.515662
Ind1085	99	S	no	no	-2.50006
Ind1086	99	S	no	no	-0.724378
Ind1087	99	S	no	no	-1.38709
Ind1088	99	S	0.790917	4.81429	2.07789
Ind1089	99	S	3.79963	4.43365	0.979898
Ind1090	100	I	no	2.63489	1.26932
Ind1091	100	I	no	0.0832975	-0.468279
Ind1092	100	S	1.18808	39.5939	1.40868
Ind1093	100	S	no	no	-1.01568
Ind1094	100	S	37.9827	53.3296	-0.378666
Ind1095	100	S	3.99914	8.30589	0.787872
Ind1096	100	S	1.11913	13.1099	0.646225
Ind1097	100	S	0.366729	1.45722	-1.39966
Ind1098	100	S	4.86417	7.3544	-0.222653
Ind1099	100	S	29.5105	42.4997	-0.0456601
Ind1100	101	I	no	27.6096	-0.728707
Ind1101	101	I	no	0.834395	0.393177
Ind1102	101	S	3.68544	8.0445	0.0697645
Ind1103	101	S	4.61679	6.20479	-0.228014
Ind1104	101	S	no	no	0.617978
Ind1105	101	S	3.21982	9.16486	0.925626
Ind1106	101	S	3.84075	9.67633	1.05893
Ind1107	101	S	24.009	30.7354	0.386983
Ind1108	101	S	7.59908	9.75931	-0.410048
Ind1109	101	S	no	no	-0.347847
Ind1110	102	I	no	15.0786	-0.72079
Ind1111	102	I	no	15.596	1.83672
Ind1112	102	S	0.752592	13.9023	-0.55137
Ind1113	102	S	0.40531	6.09032	1.70061
Ind1114	102	S	9.2405	11.0888	0.277466
Ind1115	102	S	0.345851	10.0616	0.978403
Ind1116	102	S	17.9277	21.5556	-0.998203
Ind1117	102	S	8.40557	21.7473	-1.34758
Ind1118	102	S	2.27433	2.41724	-0.343681
Ind1119	102	S	13.7883	29.0885	0.404243
Ind1120	103	I	no	4.30851	-0.128953
Ind1121	103	I	no	3.36387	-0.973619
Ind1122	103	S	2.02197	4.42714	1.03823
Ind1123	103	S	no	no	-1.33842
Ind1124	103	S	1.52925	2.47304	1.5953
Ind1125	103	S	no	no	0.0742568
Ind1126	103	S	1.14621	14.8799	-0.292115
Ind1127	103	S	no	no	-0.910292
Ind1128	103	S	6.52022	30.9381	0.703659
Ind1129	103	S	no	no	-0.335602
Ind1130	104	I	no	0.608841	-0.889344
Ind1131	104	I	no	3.10127	1.31832
Ind1132	104	S	0.798252	3.14939	-0.485768
Ind1133	104	S	3.07387	4.65799	1.40814
Ind1134	104	S	2.40797	8.09492	-0.416917
Ind1135	104	S	0.113304	6.15054	0.356397
Ind1136	104	S	0.391638	7.86832	0.64608
Ind1137	104	S	no	no	-1.20094
Ind1138	104	S	2.87841	12.1609	-0.415643
Ind1139	104	S	1.36978	3.19646	0.679323
Ind1140	105	I	no	4.37934	0.40827
Ind1141	105	I	no	4.0625	1.24089
Ind1142	105	S	2.42762	3.17815	0.701177
Ind1143	105	S	2.69557	8.71688	1.81836
Ind1144	105	S	4.75098	4.92653	-1.48355
Ind1145	105	S	1.51942	4.25078	0.279936
Ind1146	105	S	1.60199	5.68035	1.75365
Ind1147	105	S	no	no	-0.66321
Ind1148	105	S	2.7758	6.92536	1.01556
Ind1149	105	S	1.91013	6.29715	-0.633338
Ind1150	106	I	no	13.0575	-0.689974
Ind1151	106	I	no	13.4764	0.656757
Ind1152	106	S	no	no	-1.06057
Ind1153	106	S	no	no	-1.29831
Ind1154	106	S	no	no	-0.51827
Ind1155	106	S	4.62088	7.6054	0.185727
Ind1156	106	S	2.77277	3.1106	0.458775
Ind1157	106	S	6.0706	23.2788	-0.0241099
Ind1158	106	S	6.91495	7.16301	0.744843
Ind1159	106	S	6.66922	18.0467	-1.1519
Ind1160	107	I	no	5.61394	-0.0192126
Ind1161	107	I	no	6.13817	-0.199723
Ind1162	107	S	41.291	44.378	-0.261351
Ind1163	107	S	19.9783	23.0654	-0.905049
Ind1164	107	S	1.00743	2.44006	0.998223
Ind1165	107	S	2.45494	24.241	0.842196
Ind1166	107	S	17.1077	42.15	0.0545164
Ind1167	107	S	11.695	16.7135	0.59422
Ind1168	107	S	8.75947	9.17678	-1.14654
Ind1169	107	S	5.15265	6.89189	-0.313826
Ind1170	108	I	no	5.29421	-0.713069
Ind1171	108	I	no	7.45497	-0.318939
Ind1172	108	S	no	no	-1.43789
Ind1173	108	S	2.47715	4.9455	-0.132113
Ind1174	108	S	0.421448	5.69849	1.50869
Ind1175	108	S	0.456884	2.58115	0.433207
Ind1176	108	S	0.105716	8.81542	1.59265
Ind1177	108	S	no	no	-0.236638
Ind1178	108	S	3.50283	15.9925	-1.40671
Ind1179	108	S	1.73916	5.18654	1.71656
Ind1180	109	I	no	3.71874	-2.3414
Ind1181	109	I	no	6.92804	-1.36171
Ind1182	109	S	9.99517	12.8209	0.630411
Ind1183	109	S	no	no	0.580001
Ind1184	109	S	0.77989	7.68272	1.84147
Ind1185	109	S	0.783939	11.6823	0.201495
Ind1186	109	S	8.04055	11.2004	-0.108296
Ind1187	109	S	3.37768	5.154	0.0224587
Ind1188	109	S	1.5413	18.8555	-0.15253
Ind1189	109	S	0.209827	0.850035	1.7473
Ind1190	110	I	no	13.549	0.169402
Ind1191	110	I	no	2.94971	-0.556213
Ind1192	110	S	no	no	-0.18502
Ind1193	110	S	no	no	-0.175634
Ind1194	110	S	no	no	-1.43827
Ind1195	110	S	no	no	-1.17668
Ind1196	110	S	10.7197	13.187	0.557918
Ind1197	110	S	no	no	-1.57162
Ind1198	110	S	no	no	-0.184186
Ind1199	110	S	12.4402	13.6486	-0.501994
Ind1200	111	I	no	2.07461	0.730781
Ind1201	111	I	no	3.27758	-1.1958
Ind1202	111	S	15.6497	27.7597	-0.0695103
Ind1203	111	S	no	no	-1.14739
Ind1204	111	S	13.9487	16.3175	-0.473593
Ind1205	111	S	5.80573	7.98451	-0.0486749
Ind1206	111	S	6.61518	8.12185	-0.299892
Ind1207	111	S	19.2782	23.3746	1.01208
Ind1208	111	S	0.354236	3.77105	-0.168541
Ind1209	111	S	0.602147	15.6361	1.67551
Ind1210	112	I	no	0.204436	-0.0071859
Ind1211	112	I	no	7.50658	0.735273
Ind1212	112	S	2.52408	27.1044	0.762834
Ind1213	112	S	3.60293	9.78581	0.63936
Ind1214	112	S	0.941226	12.5298	1.77773
Ind1215	112	S	2.84354	2.90416	-0.253831
Ind1216	112	S	10.8369	12.2157	-0.793317
Ind1217	112	S	1.42043	9.45905	0.95417
Ind1218	112	S	3.07038	3.87958	0.222614
Ind1219	112	S	2.33814	5.72925	-0.0914496
Ind1220	113	I	no	1.53865	0.395427
Ind1221	113	I	no	1.84682	0.589096
Ind1222	113	S	no	no	-0.699896
Ind1223	113	S	no	no	1.25977
Ind1224	113	S	no	no	0.355564
Ind1225	113	S	no	no	-1.80295
Ind1226	113	S	no	no	-0.652053
Ind1227	113	S	no	no	-0.322546
Ind1228	113	S	no	no	-0.159394
Ind1229	113	S	no	no	0.773525
Ind1230	114	I	no	0.528373	0.977462
Ind1231	114	I	no	7.40022	-0.0720757
Ind1232	114	S	0.154045	9.63402	0.645617
Ind1233	114	S	7.75669	17.0469	-0.769632
Ind1234	114	S	5.73498	12.1746	0.850205
