ID	Group	Init. Comp.	It	Rt	g_a	f_a	r_a
Ind433	34	S	no	no	-0.112935	-0.998951	0.0830358
Ind434	34	S	no	no	0.900325	1.84555	-0.97444
Ind435	34	S	no	no	-1.82869	-0.500105	0.726484
Ind436	34	S	no	no	-0.917253	0.451774	0.0741048
Ind437	34	S	0.203193	1.72884	0.23284	-1.09559	-2.07649
Ind438	34	S	no	no	-1.48449	-1.24303	-0.0997997
Ind439	34	S	no	no	0.928561	0.327603	-0.812943
Ind440	35	I	no	2.51528	0.752288	-0.615946	-0.487051
Ind441	35	I	no	0.913639	2.15251	1.23093	-0.530386
Ind442	35	S	no	no	-1.16519	-0.547031	-0.525261
Ind443	35	S	1.40323	5.45632	-0.0884728	1.08082	0.163676
Ind444	35	S	no	no	-0.485052	-0.969538	0.425721
Ind445	35	S	no	no	0.388847	0.0550649	-0.322151
Ind446	35	S	no	no	-0.785921	0.628769	0.862322
Ind447	35	S	no	no	-0.182359	0.688257	-0.520686
Ind448	35	S	no	no	-0.317701	-0.515186	0.477088
Ind449	35	S	no	no	-0.176253	-0.66972	-0.588522
Ind450	36	I	no	7.68747	-2.21798	-0.788166	-0.0807168
Ind451	36	I	no	3.61572	0.0169968	0.67366	-0.322438
Ind452	36	S	no	no	-0.0980988	0.752948	0.659164
Ind453	36	S	no	no	-0.849881	-0.278957	0.536358
Ind454	36	S	no	no	0.810093	0.464188	-0.0534932
Ind455	36	S	no	no	0.14244	0.517192	-0.0582144
Ind456	36	S	no	no	0.749407	-0.963916	-0.268888
Ind457	36	S	no	no	0.519683	0.981704	-1.06076
Ind458	36	S	no	no	-0.151548	-0.0807787	0.406211
Ind459	36	S	1.43305	3.14923	-0.245785	2.13537	-0.34607
Ind460	37	I	no	6.94126	-0.42994	-0.991274	0.744842
Ind461	37	I	no	57.731	1.54307	3.00363	1.65811
Ind462	37	S	5.3496	8.56108	0.146055	1.26072	-0.323701
Ind463	37	S	9.7394	24.2105	-0.0568783	0.269481	0.388184
Ind464	37	S	no	no	-0.670479	-1.80185	-1.35955
Ind465	37	S	4.01791	13.4539	0.0424653	-0.303331	0.335332
Ind466	37	S	3.4987	31.517	-0.458602	-0.587787	0.521205
Ind467	37	S	8.0087	9.06087	-1.0035	-1.12005	-0.422406
Ind468	37	S	0.623712	2.44773	2.2935	1.31794	-1.16337
Ind469	37	S	7.77937	8.30577	0.27072	-0.596745	0.3041
Ind470	38	I	no	0.250651	1.16456	0.0390939	-1.26272
Ind471	38	I	no	24.6929	-1.84597	-1.31284	-0.491206
Ind472	38	S	no	no	0.846897	-0.208657	-0.851241
Ind473	38	S	no	no	0.0335112	-1.17494	-0.00658186
Ind474	38	S	no	no	3.33983	1.51649	-1.3277
Ind475	38	S	no	no	0.141167	-0.0723089	-0.452806
Ind476	38	S	no	no	1.6339	1.26299	0.7041
Ind477	38	S	no	no	0.715442	0.509322	-0.346934
Ind478	38	S	no	no	0.204217	-1.63597	-0.320598
Ind479	38	S	no	no	-0.290939	0.159498	-0.174911
Ind480	39	I	no	2.099	1.3106	-0.0321433	-0.585892
Ind481	39	I	no	2.1723	-0.322263	-0.170739	0.183929
Ind482	39	S	no	no	-0.394865	0.23878	1.12851
Ind483	39	S	no	no	0.51169	1.36543	-1.01832
Ind484	39	S	no	no	0.717781	1.34763	1.05435
Ind485	39	S	no	no	0.522452	-0.394507	0.611678
Ind486	39	S	no	no	-1.11204	0.161535	0.276174
Ind487	39	S	no	no	0.162199	-0.211418	1.22763
Ind488	39	S	no	no	-1.13794	-1.66448	-0.380739
Ind489	39	S	no	no	0.328938	0.432782	-0.241429
Ind490	40	I	no	2.64078	0.0981703	1.01483	-0.0762334
Ind491	40	I	no	1.81349	-1.46776	-1.59725	-0.887629
Ind492	40	S	no	no	0.0834529	0.0912294	0.098074
Ind493	40	S	no	no	-1.28883	-1.54434	-0.682298
Ind494	40	S	no	no	-1.15583	-1.3635	-1.52127
Ind495	40	S	no	no	1.01294	-0.485473	0.532258
Ind496	40	S	no	no	-0.37477	-1.57468	-0.89081
Ind497	40	S	no	no	-0.496613	-0.0617855	1.32152
Ind498	40	S	no	no	0.498646	0.658227	1.15174
Ind499	40	S	no	no	-0.999291	-0.0193143	0.781803
Ind500	41	I	no	10.648	0.154652	-0.16093	-0.15119
Ind501	41	I	no	12.1604	-1.40071	-1.30259	0.0694066
Ind502	41	S	no	no	1.40806	-1.07971	-0.620435
Ind503	41	S	no	no	-2.87256	0.294566	0.438187
Ind504	41	S	no	no	0.763823	0.693437	0.222785
Ind505	41	S	no	no	-0.674039	-0.0722479	0.184245
Ind506	41	S	23.9274	25.3708	-0.449525	-0.0237785	-0.367668
Ind507	41	S	8.3905	12.0096	1.54354	-0.337453	-0.392662
Ind508	41	S	no	no	1.27332	-0.173378	-0.761546
Ind509	41	S	5.76403	45.284	-0.0540723	0.280821	1.562
Ind510	42	I	no	19.3663	1.16775	0.755938	0.16283
Ind511	42	I	no	5.21329	-2.4167	0.0169322	0.587507
Ind512	42	S	no	no	-0.00111992	-0.0714194	-0.587119
Ind513	42	S	no	no	-1.10372	-1.52738	-0.0539243
Ind514	42	S	no	no	1.34833	-1.13082	0.811975
Ind515	42	S	no	no	-1.53445	-0.820652	0.272749
Ind516	42	S	no	no	-1.18261	-1.80671	-0.885471
Ind517	42	S	6.19069	8.8078	0.922326	1.08244	-0.0241848
Ind518	42	S	no	no	1.17845	0.0251465	0.199949
Ind519	42	S	no	no	-0.440358	-0.290895	-0.787797
Ind520	43	I	no	1.62612	-0.272908	-0.978915	-1.2779
Ind521	43	I	no	4.56912	0.000360051	-1.01715	-0.162777
Ind522	43	S	18.3398	45.2837	1.52781	0.645849	-0.484094
Ind523	43	S	40.61	54.6713	0.754604	0.552194	-0.938523
Ind524	43	S	24.125	57.5737	0.0899416	-0.710728	0.544299
Ind525	43	S	0.00431377	50.0871	-0.376731	1.18443	1.14504
Ind526	43	S	no	no	0.813274	-1.96064	-0.0780205
Ind527	43	S	41.9956	44.6195	-0.992229	-0.383871	-0.500587
Ind528	43	S	no	no	0.604364	0.315412	-1.23059
Ind529	43	S	1.75613	40.819	0.87463	1.85855	0.224193
Ind530	44	I	no	2.6834	0.706174	-0.474247	-1.04693
Ind531	44	I	no	93.4054	-1.12301	-0.663179	0.954988
Ind532	44	S	no	no	0.255877	0.290917	0.309666
Ind533	44	S	no	no	0.56886	-0.936921	-0.273701
Ind534	44	S	no	no	-0.677538	-1.39957	0.0371522
Ind535	44	S	18.1319	19.0889	0.676704	0.835151	-1.46409
Ind536	44	S	89.4922	98.7898	-1.74521	-0.504651	0.630434
Ind537	44	S	no	no	1.58337	0.281923	-0.10211
Ind538	44	S	no	no	0.171753	1.43473	-0.506802
Ind539	44	S	no	no	-0.807432	-1.12769	0.298204
Ind540	45	I	no	14.328	1.99667	0.280631	0.481106
Ind541	45	I	no	14.6404	-1.12318	1.22024	-0.104019
Ind542	45	S	no	no	0.465115	-1.21141	0.112976
Ind543	45	S	3.45958	3.67244	-0.857241	-1.9468	-2.09632
Ind544	45	S	1.15656	4.74721	0.226752	-0.44561	-1.49034
Ind545	45	S	14.0028	16.0194	0.844592	-0.480832	0.196421
Ind546	45	S	0.437281	17.9773	-0.474847	2.57917	-0.34208
Ind547	45	S	no	no	-0.746293	0.10503	2.0823
Ind548	45	S	no	no	-0.673019	-0.662868	-0.124357
Ind549	45	S	2.89271	6.80945	-1.83408	-1.36328	-0.306279
Ind550	46	I	no	0.540186	-0.241811	0.409553	-0.577946
Ind551	46	I	no	8.02435	-0.00253168	-1.09821	0.103101
Ind552	46	S	no	no	-0.668426	-0.707118	0.524828
Ind553	46	S	no	no	-2.0081	0.44539	0.221235
Ind554	46	S	no	no	-1.21987	0.53069	0.774847
Ind555	46	S	8.02345	8.78855	-0.588524	-0.332582	0.943569
Ind556	46	S	no	no	-0.34395	-0.199005	-1.01528
Ind557	46	S	no	no	1.96376	0.806792	-0.0411417
Ind558	46	S	no	no	-0.51039	0.229674	-0.191349
Ind559	46	S	no	no	0.0962855	-0.487572	-0.16044
Ind560	47	I	no	23.8443	0.26974	1.36178	0.191863
Ind561	47	I	no	1.53172	0.786285	0.281081	-1.44446
Ind562	47	S	no	no	-0.667153	-3.0885	-0.760159
Ind563	47	S	no	no	0.235735	0.798458	0.42822
Ind564	47	S	no	no	0.50596	-0.111615	-1.12044
Ind565	47	S	no	no	0.391974	0.868519	0.237052
Ind566	47	S	no	no	-0.325416	-0.856946	-0.283315
Ind567	47	S	no	no	1.66986	-0.787536	-1.65032
Ind568	47	S	10.5779	12.6773	0.863791	1.38148	0.111968
Ind569	47	S	22.7095	25.793	-0.561145	-1.31066	1.10428
Ind570	48	I	no	12.9229	0.760131	0.786239	0.0574258
Ind571	48	I	no	10.7278	0.353233	-0.886921	0.509123
Ind572	48	S	no	no	2.94483	1.02655	0.505706
Ind573	48	S	no	no	-0.816393	-0.888139	1.10979
Ind574	48	S	no	no	1.92986	0.527787	-0.0549908
Ind575	48	S	6.72528	9.76202	-0.519323	1.2179	0.154792
Ind576	48	S	no	no	-0.210987	0.678808	-0.436943
Ind577	48	S	no	no	-0.575733	-0.235684	-0.0760648
Ind578	48	S	0.599571	1.23291	-0.0140098	2.49719	-0.776885
Ind579	48	S	no	no	1.56597	0.0499475	-0.130753
Ind580	49	I	no	55.0338	-1.80254	-0.741249	0.116126
Ind581	49	I	no	5.96505	0.350965	0.854833	0.252657
Ind582	49	S	no	no	-1.98125	-0.875843	-0.920944
Ind583	49	S	2.84886	6.08768	1.13121	0.724866	0.91901
Ind584	49	S	no	no	0.0269852	-0.387964	-0.047038
Ind585	49	S	3.81232	6.0116	1.35881	-0.231677	-1.58222
Ind586	49	S	0.487195	4.97611	0.724662	0.143422	-0.0133665
Ind587	49	S	6.04527	8.3649	-0.437974	-2.41546	-0.950136
Ind588	49	S	no	no	-1.79958	-0.587113	-0.437677
Ind589	49	S	0.533565	9.39519	-1.8004	0.143023	0.06614
Ind590	50	I	no	28.3264	0.0256232	-0.123003	0.369866
Ind591	50	I	no	9.36865	-0.483273	0.141547	0.770672
Ind592	50	S	17.055	30.4918	0.762128	-0.0357519	-0.372736
Ind593	50	S	14.6263	20.2311	-0.968058	0.522968	-0.0170021
Ind594	50	S	5.34446	80.2801	2.56254	1.34554	1.10964
Ind595	50	S	23.4957	30.5236	2.20559	1.20052	-0.410599
Ind596	50	S	34.1954	36.1974	0.0109758	-1.79133	0.679451
Ind597	50	S	no	no	-0.543055	-1.42438	0.280651
Ind598	50	S	19.9646	65.274	-0.811753	-0.766195	1.09864
Ind599	50	S	28.9637	29.1408	0.638974	-0.698597	-0.053519
Ind600	51	I	no	12.4374	-0.363363	-0.390328	-0.627191
Ind601	51	I	no	12.931	1.25761	-0.638308	-0.650154
Ind602	51	S	no	no	-1.43217	-0.923197	0.534899
Ind603	51	S	no	no	0.341892	0.503358	-0.38631
Ind604	51	S	no	no	1.72694	0.279508	-0.296082
Ind605	51	S	no	no	1.47441	0.187833	0.748638
Ind606	51	S	no	no	-1.05164	0.417052	0.0842843
Ind607	51	S	no	no	0.975683	0.482864	1.53771
Ind608	51	S	no	no	-0.620184	-2.39396	-0.818353
Ind609	51	S	no	no	0.902016	-1.45118	-0.573255
Ind610	52	I	no	3.00238	0.443465	-0.946482	-0.362228
Ind611	52	I	no	1.65191	-0.0319036	0.277996	-0.452119
Ind612	52	S	0.505075	9.26538	1.12586	-1.49068	-0.0930159
Ind613	52	S	0.717264	16.5993	-1.97054	-0.575218	0.585899
Ind614	52	S	no	no	1.79167	0.392069	0.375787
Ind615	52	S	no	no	-1.6717	-2.09361	-0.434416
Ind616	52	S	no	no	-1.23425	-0.27291	1.25135
Ind617	52	S	no	no	2.36801	-0.257387	0.503978
Ind618	52	S	0.439953	2.36127	0.349252	0.0014163	-0.227873
Ind619	52	S	0.658341	3.70981	-0.99559	0.889682	0.601964
Ind620	53	I	no	10.2409	0.562475	-0.0596914	0.739953
Ind621	53	I	no	97.4527	0.667587	1.09336	-0.190061
Ind622	53	S	no	no	1.57213	-0.982685	0.476898
Ind623	53	S	no	no	-2.00492	-1.74422	0.321675
Ind624	53	S	no	no	-1.99797	-0.551728	0.462632
Ind625	53	S	no	no	-0.196875	-0.724685	0.0508199
Ind626	53	S	no	no	1.29872	-0.0432684	-0.0826621
Ind627	53	S	no	no	-0.221308	0.123555	-1.20135
Ind628	53	S	6.67003	8.55296	1.38584	0.998706	-0.546337
Ind629	53	S	no	no	-0.74399	0.0424179	-1.31129
Ind630	54	I	no	9.8819	-2.03214	-1.24403	1.21504
Ind631	54	I	no	3.7732	-0.759136	1.07004	0.665693
Ind632	54	S	no	no	-0.62897	-1.48869	-0.287135
Ind633	54	S	no	no	1.65692	0.0670711	-0.397924
Ind634	54	S	no	no	-0.104699	-0.0458427	-0.158006
Ind635	54	S	no	no	-0.0628957	0.0502294	-0.0862317
Ind636	54	S	no	no	0.918639	1.54869	-0.208076
Ind637	54	S	no	no	1.55929	0.386393	0.0226502
Ind638	54	S	no	no	0.266366	-0.129707	-0.598279
Ind639	54	S	no	no	-0.501665	-0.0485183	-0.648164
Ind640	55	I	no	1.8877	-0.11718	0.0591808	-0.162226
Ind641	55	I	no	48.2982	-0.0741464	-1.05948	0.659874
Ind642	55	S	no	no	-2.09528	-2.37618	-0.715539
Ind643	55	S	22.2642	57.5938	-0.840937	-0.0368453	-0.43362
Ind644	55	S	1.22495	27.7316	-1.18172	-0.703254	0.623854
Ind645	55	S	no	no	-0.488707	-0.545616	-1.20461
Ind646	55	S	no	no	-2.69254	-1.09321	1.34153
Ind647	55	S	5.73332	34.584	-0.232213	1.02287	-0.0581301
Ind648	55	S	17.5918	20.9413	0.484777	0.533897	0.511142
Ind649	55	S	10.5379	48.2958	0.49229	1.11524	0.0142431
Ind650	56	I	no	16.4064	-0.728736	-0.289005	1.15024
Ind651	56	I	no	0.93051	0.58198	-0.260463	-1.32234
Ind652	56	S	no	no	0.362049	-0.145686	-0.0454075
Ind653	56	S	no	no	-2.47935	-0.628428	0.392156
Ind654	56	S	no	no	-2.45665	-1.91719	0.197104
Ind655	56	S	no	no	-0.904014	-0.883339	-0.860016
Ind656	56	S	no	no	1.47624	-0.0628735	1.27624
Ind657	56	S	no	no	-0.466486	0.12214	-0.252549
Ind658	56	S	no	no	0.242529	1.18441	-0.228107
Ind659	56	S	9.90653	11.301	0.274454	-1.27198	-0.914247
Ind660	57	I	no	2.64739	-0.502503	-1.05273	-1.19194
Ind661	57	I	no	1.43018	-1.4895	-1.03658	-0.107087
Ind662	57	S	no	no	2.39312	0.58613	-0.39651
Ind663	57	S	no	no	1.92248	2.18647	-0.335742
Ind664	57	S	no	no	-0.917342	-0.300715	0.748635
Ind665	57	S	no	no	1.69803	-0.74377	0.0811081
Ind666	57	S	no	no	0.734555	0.0182746	-0.632587
Ind667	57	S	no	no	-0.184613	-1.50893	2.4108
Ind668	57	S	no	no	0.381797	-0.0805469	-1.00666
Ind669	57	S	no	no	-2.07636	-0.897843	0.620359
Ind670	58	I	no	25.7671	1.44934	-0.00335487	0.16095
Ind671	58	I	no	8.56253	-0.569708	0.616978	0.160861
Ind672	58	S	2.67831	20.1056	1.96176	-0.595412	0.271324
Ind673	58	S	13.8354	21.2926	0.980626	-0.946255	0.258339
Ind674	58	S	2.79279	18.0233	1.20388	-0.572693	-0.0653377
Ind675	58	S	no	no	0.316603	-1.50194	0.762806
Ind676	58	S	1.8285	6.26867	1.27172	0.359031	0.20068
Ind677	58	S	0.926746	5.45716	0.67014	0.616072	0.751862
Ind678	58	S	no	no	-0.0199928	-1.20181	0.946948
Ind679	58	S	11.0405	35.0165	-0.950671	-0.415916	0.576705
Ind680	59	I	no	3.31311	-0.786883	0.760114	0.30433
Ind681	59	I	no	25.3884	-0.573373	0.394479	-0.552498
Ind682	59	S	0.245582	5.11458	-0.346298	0.660871	-0.0967819
Ind683	59	S	no	no	0.349053	0.351195	0.40938
Ind684	59	S	no	no	-0.962392	-0.427784	-0.126139
Ind685	59	S	no	no	-2.39006	-1.80987	0.0917795
Ind686	59	S	no	no	0.308945	-0.349868	0.039008
Ind687	59	S	no	no	-0.527276	-1.45957	0.3022
Ind688	59	S	no	no	-2.80541	-2.21417	-0.270805
Ind689	59	S	no	no	0.132744	0.676395	-0.354595
Ind690	60	I	no	26.4861	0.385332	1.24899	0.343247
Ind691	60	I	no	17.2552	0.768393	0.0502335	-1.10595
Ind692	60	S	23.758	29.9601	0.744102	-1.114	0.014021
Ind693	60	S	6.7307	9.59393	0.494995	1.69569	-0.595132
Ind694	60	S	16.7229	45.1813	-1.60568	0.282063	0.570465
Ind695	60	S	9.05778	19.3228	-1.78072	-0.791312	0.225656
Ind696	60	S	16.2811	37.2015	2.71273	-0.205902	0.156113
Ind697	60	S	9.41703	18.1989	1.20487	0.708917	0.14891
Ind698	60	S	24.1826	27.0501	-0.793373	-1.32348	-0.740431
Ind699	60	S	no	no	-0.529128	-0.694672	0.384236
Ind700	61	I	no	1.6055	1.02707	-0.835068	-0.68859
Ind701	61	I	no	10.837	-2.03563	-0.752247	0.594777
Ind702	61	S	no	no	0.898323	0.819134	-0.0692738
Ind703	61	S	no	no	-1.28629	-0.467507	-0.857764
Ind704	61	S	no	no	-0.804237	0.98605	2.55837
Ind705	61	S	no	no	-0.611329	1.08345	-0.159862
Ind706	61	S	no	no	-0.412494	-0.125101	0.354334
Ind707	61	S	no	no	0.500592	1.13933	0.403249
Ind708	61	S	no	no	1.33671	1.66471	-0.387432
Ind709	61	S	1.55792	7.83627	-1.47996	0.305484	-0.304317
Ind710	62	I	no	1.36451	-1.03396	-2.23589	-1.03108
Ind711	62	I	no	0.0402542	0.696949	-0.589973	-0.767365
Ind712	62	S	no	no	0.919269	0.178145	0.692246
Ind713	62	S	no	no	1.45439	-0.234204	0.0857646
Ind714	62	S	no	no	-1.0756	-0.37192	-0.338087
Ind715	62	S	no	no	0.490363	-0.890041	-0.535904
Ind716	62	S	no	no	-1.70923	0.144983	-0.129807
Ind717	62	S	no	no	-0.804867	-1.48439	-1.64868
Ind718	62	S	no	no	-1.63148	-0.101029	1.71065
Ind719	62	S	no	no	1.80907	1.85587	-1.05661
Ind720	63	I	no	29.1588	-0.651601	-2.44909	0.684865
Ind721	63	I	no	0.853275	0.278642	1.37468	-0.269896
Ind722	63	S	no	no	-0.157788	-0.500324	-0.848022
Ind723	63	S	no	no	-0.11053	0.957283	-0.563566
Ind724	63	S	no	no	0.436615	0.735655	0.568622
Ind725	63	S	no	no	-0.0517513	-0.74054	-1.47623
Ind726	63	S	no	no	-1.11331	-1.41334	0.658648
Ind727	63	S	no	no	-1.03308	0.705397	1.15886
Ind728	63	S	no	no	-0.434208	-0.578161	1.65817
Ind729	63	S	no	no	0.823724	-0.00231743	-0.894165
Ind730	64	I	no	3.376	0.845145	0.29479	0.138267
Ind731	64	I	no	4.79838	-0.365107	-0.114185	-0.577112
Ind732	64	S	3.02706	14.1424	1.17915	-0.107463	-1.69335
Ind733	64	S	no	no	-1.11916	-1.10883	0.425962
Ind734	64	S	2.02681	4.90504	2.13601	1.74937	-0.11708
Ind735	64	S	3.97749	5.6412	-0.147837	0.28841	-0.468937
Ind736	64	S	no	no	2.18116	-0.254673	-0.00275649
Ind737	64	S	0.169862	92.6368	0.558429	0.576903	0.870446
Ind738	64	S	2.97282	102.461	0.376044	2.04453	0.4466
Ind739	64	S	0.734554	1.07799	-3.2395	0.206959	0.242239
Ind740	65	I	no	0.576374	0.226129	0.355913	-1.38024
Ind741	65	I	no	0.206673	-0.307708	-1.34688	-1.1481
Ind742	65	S	no	no	-2.41888	-1.69718	1.35309
Ind743	65	S	no	no	1.33911	0.452822	0.170449
Ind744	65	S	no	no	2.52791	1.45867	-0.736609
Ind745	65	S	no	no	-0.634916	-2.45179	-1.00778
Ind746	65	S	no	no	2.63671	1.13656	0.163905
Ind747	65	S	no	no	0.878632	0.190828	0.30825
Ind748	65	S	no	no	-1.30358	-0.780848	-0.61455
Ind749	65	S	no	no	0.995926	0.295539	0.475312
Ind750	66	I	no	0.546191	-0.261442	-0.676576	-1.03188
Ind751	66	I	no	11.587	0.48026	0.658339	0.515304
Ind752	66	S	5.51007	22.8006	-0.337051	-0.23044	0.534872
Ind753	66	S	10.3082	48.592	-0.612125	0.705169	1.09559
Ind754	66	S	no	no	-0.126055	0.718567	0.682168
Ind755	66	S	no	no	0.218665	-1.47327	0.61569
Ind756	66	S	no	no	0.437598	-1.34062	-0.0391155
Ind757	66	S	no	no	-1.6709	-0.375832	1.13522
Ind758	66	S	13.7311	14.0511	0.867918	1.37555	-0.936459
Ind759	66	S	no	no	0.979778	-0.294639	0.291469
Ind760	67	I	no	2.19666	-0.0652479	1.69519	0.643046
Ind761	67	I	no	3.58952	0.484664	1.38626	-0.363417
Ind762	67	S	7.73239	11.7253	-0.0277066	0.720906	-0.550714
Ind763	67	S	2.93478	12.9216	1.24672	0.779825	-0.589131
Ind764	67	S	5.29327	34.3832	0.694661	1.20167	0.280499
Ind765	67	S	5.45096	9.11808	0.656239	-0.674603	-0.403007
Ind766	67	S	27.4521	38.9947	-1.33955	0.430411	0.47489
Ind767	67	S	1.79776	43.8983	2.00952	0.809104	0.511886
Ind768	67	S	6.25342	7.00438	-1.28363	-0.563234	-1.20608
Ind769	67	S	6.23424	13.2319	1.13846	-0.0953621	0.326415
Ind770	68	I	no	6.15088	0.262087	2.23089	0.136848
Ind771	68	I	no	2.47149	-1.09276	0.301905	0.71488
Ind772	68	S	no	no	0.908459	-1.29393	0.00857805
Ind773	68	S	no	no	-0.349916	-0.42306	0.730268
Ind774	68	S	no	no	1.68568	-0.965962	-0.362849
Ind775	68	S	no	no	-0.720996	-0.185178	-0.0788323
Ind776	68	S	no	no	-2.3716	-0.773896	1.36646
Ind777	68	S	no	no	0.960884	0.870357	0.400726
Ind778	68	S	no	no	-1.83624	-0.546844	-0.380826
Ind779	68	S	no	no	-0.711614	0.0450626	-0.159358
Ind780	69	I	no	0.144698	-2.15631	-2.271	-1.64532
Ind781	69	I	no	2.40965	-1.70008	0.150284	-0.377622
Ind782	69	S	no	no	1.3007	1.05542	-0.577171
Ind783	69	S	no	no	-1.09984	-0.674529	0.805843
Ind784	69	S	no	no	-1.61003	0.968414	-0.412737
Ind785	69	S	no	no	0.453374	0.526706	-0.15362
Ind786	69	S	no	no	-0.113427	0.097415	0.344158
Ind787	69	S	no	no	2.41601	1.74482	0.128965
Ind788	69	S	no	no	-1.28851	-1.28841	0.298696
Ind789	69	S	no	no	-0.480745	-0.31595	1.01511
Ind790	70	I	no	6.8654	1.49485	-0.579142	-0.32425
Ind791	70	I	no	2.26824	0.877741	0.0253844	-0.611467
Ind792	70	S	no	no	0.30446	-0.00303503	0.73727
Ind793	70	S	no	no	0.0117846	0.0166662	-0.0834432
Ind794	70	S	no	no	1.42929	0.532148	-1.71399
Ind795	70	S	no	no	-0.55992	0.126302	0.794799
Ind796	70	S	2.44973	4.31661	0.952619	-0.081342	-0.920106
Ind797	70	S	3.7571	23.3885	-1.6258	-0.0880753	0.37543
Ind798	70	S	0.353152	0.681916	0.139173	1.3938	-0.92693
Ind799	70	S	no	no	0.71123	1.13991	0.320593
Ind800	71	I	no	4.03629	-0.0986125	0.903974	-0.272688
Ind801	71	I	no	7.8139	0.697679	0.371627	-0.130577
Ind802	71	S	no	no	0.911314	-0.0352627	-0.744583
Ind803	71	S	2.13107	4.27411	0.388929	2.33898	0.11537
Ind804	71	S	no	no	2.69028	2.48774	0.338068
Ind805	71	S	no	no	0.905345	-0.143356	-1.13228
Ind806	71	S	no	no	0.00542466	-0.0237159	0.237012
Ind807	71	S	no	no	0.666193	-0.201779	-0.225537
Ind808	71	S	no	no	0.849436	0.274056	-1.46507
Ind809	71	S	no	no	0.872471	0.533475	0.43443
Ind810	72	I	no	0.511589	0.510822	0.539989	0.361589
Ind811	72	I	no	1.5381	-1.34965	-0.0182061	0.66258
Ind812	72	S	no	no	1.18579	1.01393	1.28114
Ind813	72	S	no	no	-1.37504	-0.619622	0.151523
Ind814	72	S	no	no	-2.19581	-0.682304	0.805319
Ind815	72	S	no	no	-0.0960454	-0.881821	-0.925305
Ind816	72	S	no	no	-0.476313	-0.751702	0.324107
Ind817	72	S	no	no	0.0828647	1.17165	-0.765461
Ind818	72	S	no	no	0.390165	-0.123897	-0.618525
Ind819	72	S	no	no	0.0759101	-0.545395	-1.37965
Ind820	73	I	no	3.7952	0.997673	0.226483	0.115279
Ind821	73	I	no	52.8721	-0.182345	-0.616491	1.1588
Ind822	73	S	no	no	-1.23672	-0.653287	0.454279
Ind823	73	S	2.9213	10.1075	-0.270247	-1.0783	-0.557979
Ind824	73	S	no	no	0.412563	-1.04674	-1.01574
Ind825	73	S	no	no	1.41207	-0.0500683	-1.64984
Ind826	73	S	2.27332	4.30757	0.621156	0.168638	-0.228214
Ind827	73	S	no	no	0.298051	-0.819638	0.65539
Ind828	73	S	no	no	-0.433375	-0.886875	-0.895242
Ind829	73	S	2.6171	5.47468	-0.77699	-0.130124	-1.2603
Ind830	74	I	no	1.59127	0.740151	0.12153	-1.09879
Ind831	74	I	no	17.6952	0.00631637	-0.0119597	0.770451
Ind832	74	S	no	no	1.64517	0.508805	-0.543914
Ind833	74	S	no	no	1.87323	0.387402	-1.51128
Ind834	74	S	no	no	-0.32432	0.966051	-1.58699
Ind835	74	S	no	no	0.09403	0.444605	0.362391
Ind836	74	S	no	no	0.730154	0.341702	-0.625261
Ind837	74	S	no	no	-0.21323	0.316061	0.349663
Ind838	74	S	no	no	-2.3873	0.674139	2.42637
Ind839	74	S	no	no	-1.50286	-0.759819	-0.449382
Ind840	75	I	no	5.9085	0.591653	-0.522807	-1.0099
Ind841	75	I	no	63.1763	0.543385	2.36078	0.969618
Ind842	75	S	52.068	65.9417	-0.515675	-1.04521	0.229913
Ind843	75	S	no	no	0.699135	0.72448	-0.342809
Ind844	75	S	41.0648	47.7704	2.56775	1.91619	-0.267978
Ind845	75	S	23.925	54.5369	0.137077	0.632965	0.652444
Ind846	75	S	29.7491	47.173	-0.352818	0.309315	0.270124
Ind847	75	S	no	no	0.349845	1.33067	-0.908597
Ind848	75	S	26.3506	29.7205	-0.73761	-0.739626	-0.558434
Ind849	75	S	1.92583	48.4816	0.364882	-0.355818	0.568948
Ind850	76	I	no	3.8575	0.276413	-1.89974	0.382912
Ind851	76	I	no	0.844416	0.024922	-0.456546	0.216002
Ind852	76	S	no	no	-1.15082	-2.76456	0.0549001
Ind853	76	S	no	no	0.661414	-0.346984	-1.26462
Ind854	76	S	no	no	-1.20571	-0.710974	0.208521
Ind855	76	S	no	no	0.106906	0.400485	-0.483065
Ind856	76	S	no	no	0.20508	-0.247167	0.402695
Ind857	76	S	no	no	1.80228	0.302176	0.526845
Ind858	76	S	no	no	-1.19697	0.333364	0.144946
Ind859	76	S	no	no	-0.501371	0.167826	0.0389787
Ind860	77	I	no	3.049	-0.581083	1.85077	1.39631
Ind861	77	I	no	4.9653	-1.55314	-1.26905	0.0239525
Ind862	77	S	no	no	-0.0509114	-1.03563	-0.345224
Ind863	77	S	no	no	-0.0182815	-0.966548	0.26019
Ind864	77	S	no	no	-1.86643	-1.33293	1.12658
Ind865	77	S	no	no	0.274128	-0.825103	-1.38786
Ind866	77	S	no	no	-0.854798	-1.76418	-0.347365
Ind867	77	S	no	no	-2.07952	-1.42862	-0.00526407
Ind868	77	S	no	no	1.88	-0.134393	-0.0129717
Ind869	77	S	no	no	-0.518698	0.366739	0.817824
Ind870	78	I	no	6.00158	0.644139	0.753074	0.0413957
Ind871	78	I	no	7.44247	0.527075	-0.0522605	0.692068
Ind872	78	S	no	no	1.07878	1.84958	0.791991
