ID	Parent 1	Parent 2
Ind1174	Ind78	.
Ind1175	Ind78	.
Ind1176	Ind82	.
Ind1177	Ind58	.
Ind1178	Ind24	.
Ind1179	Ind22	.
Ind1180	Ind98	.
Ind1181	Ind7	.
Ind1182	Ind30	.
Ind1183	Ind42	.
Ind1184	Ind30	.
Ind1185	Ind74	.
Ind1186	Ind71	.
Ind1187	Ind91	.
Ind1188	Ind86	.
Ind1189	Ind61	.
Ind1190	Ind77	.
Ind1191	Ind22	.
Ind1192	Ind99	.
Ind1193	Ind84	.
Ind1194	Ind9	.
Ind1195	Ind44	.
Ind1196	Ind92	.
Ind1197	Ind37	.
Ind1198	Ind28	.
Ind1199	Ind53	.
Ind1200	Ind11	.
Ind1201	Ind98	.
Ind1202	Ind51	.
Ind1203	Ind96	.
Ind1204	Ind73	.
Ind1205	Ind30	.
Ind1206	Ind74	.
Ind1207	Ind55	.
Ind1208	Ind91	.
Ind1209	Ind99	.
Ind1210	Ind77	.
Ind1211	Ind90	.
Ind1212	Ind6	.
Ind1213	Ind9	.
Ind1214	Ind32	.
Ind1215	Ind37	.
Ind1216	Ind84	.
Ind1217	Ind4	.
Ind1218	Ind26	.
Ind1219	Ind69	.
Ind1220	Ind66	.
Ind1221	Ind6	.
Ind1222	Ind93	.
Ind1223	Ind66	.
Ind1224	Ind91	.
Ind1225	Ind2	.
Ind1226	Ind13	.
Ind1227	Ind80	.
Ind1228	Ind39	.
Ind1229	Ind42	.
Ind1230	Ind34	.
Ind1231	Ind49	.
Ind1232	Ind40	.
Ind1233	Ind87	.
Ind1234	Ind46	.
Ind1235	Ind15	.
Ind1236	Ind18	.
Ind1237	Ind21	.
Ind1238	Ind70	.
Ind1239	Ind8	.
Ind1240	Ind21	.
Ind1241	Ind48	.
Ind1242	Ind98	.
Ind1243	Ind27	.
Ind1244	Ind58	.
Ind1245	Ind30	.
Ind1246	Ind65	.
Ind1247	Ind42	.
Ind1248	Ind35	.
Ind1249	Ind95	.
Ind1250	Ind13	.
Ind1251	Ind4	.
Ind1252	Ind2	.
Ind1253	Ind6	.
Ind1254	Ind71	.
Ind1255	Ind92	.
Ind1256	Ind9	.
Ind1257	Ind85	.
Ind1258	Ind72	.
Ind1259	Ind48	.
Ind1260	Ind27	.
Ind1261	Ind7	.
Ind1262	Ind99	.
Ind1263	Ind68	.
Ind1264	Ind95	.
Ind1265	Ind46	.
Ind1266	Ind84	.
Ind1267	Ind13	.
Ind1268	Ind66	.
Ind1269	Ind54	.
Ind1270	Ind22	.
Ind1271	Ind90	.
Ind1272	Ind5	.
Ind1273	Ind21	.
Ind1274	Ind18	.
Ind1275	Ind62	.
Ind1276	Ind51	.
Ind1277	Ind84	.
Ind1278	Ind8	.
Ind1279	Ind89	.
Ind1280	Ind78	.
Ind1281	Ind22	.
Ind1282	Ind93	.
Ind1283	Ind80	.
Ind1284	Ind28	.
Ind1285	Ind61	.
Ind1286	Ind71	.
Ind1287	Ind37	.
Ind1288	Ind47	.
Ind1289	Ind43	.
Ind1290	Ind86	.
Ind1291	Ind75	.
Ind1292	Ind51	.
Ind1293	Ind86	.
Ind1294	Ind45	.
Ind1295	Ind47	.
Ind1296	Ind32	.
Ind1297	Ind30	.
Ind1298	Ind59	.
Ind1299	Ind1	.
Ind1300	Ind87	.
Ind1301	Ind82	.
Ind1302	Ind91	.
Ind1303	Ind93	.
Ind1304	Ind4	.
Ind1305	Ind8	.
Ind1306	Ind55	.
Ind1307	Ind54	.
Ind1308	Ind94	.
Ind1309	Ind62	.
Ind1310	Ind42	.
Ind1311	Ind71	.
Ind1312	Ind86	.
Ind1313	Ind35	.
Ind1314	Ind51	.
Ind1315	Ind14	.
Ind1316	Ind98	.
Ind1317	Ind25	.
Ind1318	Ind50	.
Ind1319	Ind46	.
Ind1320	Ind69	.
Ind1321	Ind37	.
Ind1322	Ind24	.
Ind1323	Ind23	.
Ind1324	Ind24	.
Ind1325	Ind69	.
Ind1326	Ind71	.
Ind1327	Ind56	.
Ind1328	Ind2	.
Ind1329	Ind32	.
Ind1330	Ind58	.
Ind1331	Ind90	.
Ind1332	Ind15	.
Ind1333	Ind48	.
Ind1334	Ind79	.
Ind1335	Ind19	.
Ind1336	Ind56	.
Ind1337	Ind36	.
Ind1338	Ind74	.
Ind1339	Ind49	.
Ind1340	Ind1	.
Ind1341	Ind19	.
Ind1342	Ind22	.
Ind1343	Ind88	.
Ind1344	Ind53	.
Ind1345	Ind75	.
Ind1346	Ind2	.
Ind1347	Ind52	.
Ind1348	Ind2	.
Ind1349	Ind52	.
Ind1350	Ind2	.
Ind1351	Ind72	.
Ind1352	Ind94	.
Ind1353	Ind25	.
Ind1354	Ind96	.
Ind1355	Ind17	.
Ind1356	Ind96	.
Ind1357	Ind66	.
Ind1358	Ind74	.
Ind1359	Ind98	.
Ind1360	Ind1	.
Ind1361	Ind33	.
Ind1362	Ind89	.
Ind1363	Ind16	.
Ind1364	Ind83	.
Ind1365	Ind66	.
Ind1366	Ind35	.
Ind1367	Ind40	.
Ind1368	Ind6	.
Ind1369	Ind11	.
Ind1370	Ind93	.
Ind1371	Ind7	.
Ind1372	Ind29	.
Ind1373	Ind15	.
Ind1374	Ind95	.
Ind1375	Ind83	.
Ind1376	Ind91	.
Ind1377	Ind96	.
Ind1378	Ind38	.
Ind1379	Ind93	.
Ind1380	Ind49	.
Ind1381	Ind39	.
Ind1382	Ind63	.
Ind1383	Ind41	.
Ind1384	Ind64	.
Ind1385	Ind60	.
Ind1386	Ind58	.
Ind1387	Ind61	.
Ind1388	Ind28	.
Ind1389	Ind33	.
Ind1390	Ind60	.
Ind1391	Ind29	.
Ind1392	Ind67	.
Ind1393	Ind48	.
Ind1394	Ind46	.
Ind1395	Ind51	.
Ind1396	Ind19	.
Ind1397	Ind83	.
Ind1398	Ind94	.
Ind1399	Ind24	.
Ind1400	Ind95	.
Ind1401	Ind85	.
Ind1402	Ind30	.
Ind1403	Ind24	.
Ind1404	Ind0	.
Ind1405	Ind25	.
Ind1406	Ind10	.
Ind1407	Ind92	.
Ind1408	Ind22	.
Ind1409	Ind47	.
Ind1410	Ind83	.
Ind1411	Ind71	.
Ind1412	Ind89	.
Ind1413	Ind47	.
Ind1414	Ind15	.
Ind1415	Ind54	.
Ind1416	Ind10	.
Ind1417	Ind74	.
Ind1418	Ind18	.
Ind1419	Ind39	.
Ind1420	Ind9	.
Ind1421	Ind79	.
Ind1422	Ind70	.
Ind1423	Ind76	.
Ind1424	Ind30	.
Ind1425	Ind19	.
Ind1426	Ind29	.
Ind1427	Ind48	.
Ind1428	Ind3	.
Ind1429	Ind24	.
Ind1430	Ind73	.
Ind1431	Ind97	.
Ind1432	Ind10	.
Ind1433	Ind6	.
Ind1434	Ind23	.
Ind1435	Ind12	.
Ind1436	Ind33	.
Ind1437	Ind33	.
Ind1438	Ind4	.
Ind1439	Ind54	.
Ind1440	Ind81	.
Ind1441	Ind87	.
Ind1442	Ind26	.
Ind1443	Ind70	.
Ind1444	Ind36	.
Ind1445	Ind41	.
Ind1446	Ind26	.
Ind1447	Ind46	.
Ind1448	Ind17	.
Ind1449	Ind44	.
Ind1450	Ind87	.
Ind1451	Ind26	.
Ind1452	Ind25	.
Ind1453	Ind58	.
Ind1454	Ind5	.
Ind1455	Ind56	.
Ind1456	Ind76	.
Ind1457	Ind36	.
Ind1458	Ind7	.
Ind1459	Ind80	.
Ind1460	Ind59	.
Ind1461	Ind80	.
Ind1462	Ind77	.
Ind1463	Ind69	.
Ind1464	Ind89	.
Ind1465	Ind3	.
Ind1466	Ind81	.
Ind1467	Ind20	.
Ind1468	Ind36	.
Ind1469	Ind85	.
Ind1470	Ind74	.
Ind1471	Ind18	.
Ind1472	Ind71	.
Ind1473	Ind4	.
Ind1474	Ind90	.
Ind1475	Ind9	.
Ind1476	Ind44	.
Ind1477	Ind16	.
Ind1478	Ind55	.
Ind1479	Ind61	.
Ind1480	Ind60	.
Ind1481	Ind42	.
Ind1482	Ind91	.
Ind1483	Ind88	.
Ind1484	Ind3	.
Ind1485	Ind96	.
Ind1486	Ind43	.
Ind1487	Ind78	.
Ind1488	Ind31	.
Ind1489	Ind50	.
Ind1490	Ind60	.
Ind1491	Ind92	.
Ind1492	Ind33	.
Ind1493	Ind39	.
Ind1494	Ind61	.
Ind1495	Ind21	.
Ind1496	Ind41	.
Ind1497	Ind43	.
Ind1498	Ind40	.
Ind1499	Ind76	.
Ind1500	Ind29	.
Ind1501	Ind17	.
Ind1502	Ind96	.
Ind1503	Ind3	.
Ind1504	Ind20	.
Ind1505	Ind85	.
Ind1506	Ind12	.
Ind1507	Ind64	.
Ind1508	Ind3	.
Ind1509	Ind65	.
Ind1510	Ind28	.
Ind1511	Ind62	.
Ind1512	Ind11	.
Ind1513	Ind20	.
Ind1514	Ind50	.
Ind1515	Ind13	.
Ind1516	Ind15	.
Ind1517	Ind96	.
Ind1518	Ind94	.
Ind1519	Ind45	.
Ind1520	Ind46	.
Ind1521	Ind53	.
Ind1522	Ind38	.
Ind1523	Ind78	.
Ind1524	Ind95	.
Ind1525	Ind0	.
Ind1526	Ind2	.
Ind1527	Ind37	.
Ind1528	Ind44	.
Ind1529	Ind42	.
Ind1530	Ind16	.
Ind1531	Ind74	.
Ind1532	Ind59	.
Ind1533	Ind12	.
Ind1534	Ind76	.
Ind1535	Ind79	.
Ind1536	Ind97	.
Ind1537	Ind90	.
Ind1538	Ind46	.
Ind1539	Ind99	.
Ind1540	Ind56	.
Ind1541	Ind74	.
Ind1542	Ind61	.
Ind1543	Ind65	.
Ind1544	Ind95	.
Ind1545	Ind14	.
Ind1546	Ind77	.
Ind1547	Ind10	.
Ind1548	Ind10	.
Ind1549	Ind71	.
Ind1550	Ind56	.
Ind1551	Ind56	.
Ind1552	Ind26	.
Ind1553	Ind95	.
Ind1554	Ind37	.
Ind1555	Ind21	.
Ind1556	Ind95	.
Ind1557	Ind38	.
Ind1558	Ind57	.
Ind1559	Ind39	.
Ind1560	Ind80	.
Ind1561	Ind72	.
Ind1562	Ind15	.
Ind1563	Ind41	.
Ind1564	Ind84	.
Ind1565	Ind94	.
Ind1566	Ind23	.
Ind1567	Ind81	.
Ind1568	Ind81	.
Ind1569	Ind67	.
Ind1570	Ind81	.
Ind1571	Ind38	.
Ind1572	Ind43	.
Ind1573	Ind45	.
Ind1574	Ind6	.
Ind1575	Ind39	.
Ind1576	Ind59	.
Ind1577	Ind86	.
Ind1578	Ind50	.
Ind1579	Ind68	.
Ind1580	Ind57	.
Ind1581	Ind7	.
Ind1582	Ind26	.
Ind1583	Ind85	.
Ind1584	Ind3	.
Ind1585	Ind63	.
Ind1586	Ind7	.
Ind1587	Ind97	.
Ind1588	Ind4	.
Ind1589	Ind63	.
Ind1590	Ind36	.
Ind1591	Ind85	.
Ind1592	Ind37	.
Ind1593	Ind51	.
Ind1594	Ind27	.
Ind1595	Ind24	.
Ind1596	Ind44	.
Ind1597	Ind50	.
Ind1598	Ind8	.
Ind1599	Ind27	.
Ind1600	Ind21	.
Ind1601	Ind91	.
Ind1602	Ind66	.
Ind1603	Ind64	.
Ind1604	Ind35	.
Ind1605	Ind73	.
Ind1606	Ind7	.
Ind1607	Ind98	.
Ind1608	Ind60	.
Ind1609	Ind57	.
Ind1610	Ind66	.
Ind1611	Ind20	.
Ind1612	Ind63	.
Ind1613	Ind96	.
Ind1614	Ind6	.
Ind1615	Ind66	.
Ind1616	Ind60	.
Ind1617	Ind14	.
Ind1618	Ind63	.
Ind1619	Ind64	.
Ind1620	Ind77	.
Ind1621	Ind4	.
Ind1622	Ind50	.
Ind1623	Ind18	.
Ind1624	Ind54	.
Ind1625	Ind78	.
Ind1626	Ind40	.
Ind1627	Ind2	.
Ind1628	Ind31	.
Ind1629	Ind49	.
Ind1630	Ind29	.
Ind1631	Ind51	.
Ind1632	Ind39	.
Ind1633	Ind98	.
Ind1634	Ind19	.
Ind1635	Ind76	.
Ind1636	Ind72	.
Ind1637	Ind25	.
Ind1638	Ind75	.
Ind1639	Ind33	.
Ind1640	Ind83	.
Ind1641	Ind42	.
Ind1642	Ind53	.
Ind1643	Ind48	.
Ind1644	Ind40	.
Ind1645	Ind60	.
Ind1646	Ind17	.
Ind1647	Ind4	.
Ind1648	Ind75	.
Ind1649	Ind83	.
Ind1650	Ind68	.
Ind1651	Ind53	.
Ind1652	Ind89	.
Ind1653	Ind21	.
Ind1654	Ind71	.
Ind1655	Ind41	.
Ind1656	Ind3	.
Ind1657	Ind15	.
Ind1658	Ind43	.
Ind1659	Ind32	.
Ind1660	Ind63	.
Ind1661	Ind75	.
Ind1662	Ind86	.
Ind1663	Ind6	.
Ind1664	Ind73	.
Ind1665	Ind5	.
Ind1666	Ind85	.
Ind1667	Ind45	.
Ind1668	Ind28	.
Ind1669	Ind59	.
Ind1670	Ind80	.
Ind1671	Ind14	.
Ind1672	Ind6	.
Ind1673	Ind35	.
Ind1674	Ind61	.
Ind1675	Ind47	.
Ind1676	Ind98	.
Ind1677	Ind80	.
Ind1678	Ind50	.
Ind1679	Ind72	.
Ind1680	Ind63	.
Ind1681	Ind21	.
Ind1682	Ind27	.
Ind1683	Ind52	.
Ind1684	Ind40	.
Ind1685	Ind2	.
Ind1686	Ind96	.
Ind1687	Ind42	.
Ind1688	Ind17	.
Ind1689	Ind39	.
Ind1690	Ind76	.
Ind1691	Ind81	.
Ind1692	Ind17	.
Ind1693	Ind61	.
Ind1694	Ind90	.
Ind1695	Ind92	.
Ind1696	Ind66	.
Ind1697	Ind72	.
Ind1698	Ind35	.
Ind1699	Ind97	.
Ind1700	Ind33	.
Ind1701	Ind20	.
Ind1702	Ind12	.
Ind1703	Ind38	.
Ind1704	Ind55	.
Ind1705	Ind73	.
Ind1706	Ind90	.
Ind1707	Ind52	.
Ind1708	Ind55	.
Ind1709	Ind38	.
Ind1710	Ind26	.
Ind1711	Ind21	.
Ind1712	Ind60	.
Ind1713	Ind55	.
Ind1714	Ind73	.
Ind1715	Ind5	.
Ind1716	Ind57	.
Ind1717	Ind69	.
Ind1718	Ind47	.
Ind1719	Ind75	.
Ind1720	Ind12	.
Ind1721	Ind26	.
Ind1722	Ind56	.
Ind1723	Ind27	.
Ind1724	Ind93	.
Ind1725	Ind44	.
Ind1726	Ind20	.
Ind1727	Ind58	.
Ind1728	Ind20	.
Ind1729	Ind57	.
Ind1730	Ind56	.
Ind1731	Ind53	.
Ind1732	Ind77	.
Ind1733	Ind68	.
Ind1734	Ind97	.
Ind1735	Ind32	.
Ind1736	Ind41	.
Ind1737	Ind87	.
Ind1738	Ind90	.
Ind1739	Ind0	.
Ind1740	Ind24	.
Ind1741	Ind16	.
Ind1742	Ind21	.
Ind1743	Ind90	.
Ind1744	Ind73	.
Ind1745	Ind96	.
Ind1746	Ind94	.
Ind1747	Ind31	.
Ind1748	Ind65	.
Ind1749	Ind40	.
Ind1750	Ind9	.
Ind1751	Ind77	.
Ind1752	Ind69	.
Ind1753	Ind65	.
Ind1754	Ind8	.
Ind1755	Ind61	.
Ind1756	Ind13	.
Ind1757	Ind26	.
Ind1758	Ind22	.
Ind1759	Ind32	.
Ind1760	Ind89	.
Ind1761	Ind80	.
Ind1762	Ind92	.
Ind1763	Ind63	.
Ind1764	Ind47	.
Ind1765	Ind87	.
Ind1766	Ind0	.
Ind1767	Ind95	.
Ind1768	Ind70	.
Ind1769	Ind91	.
Ind1770	Ind95	.
Ind1771	Ind98	.
Ind1772	Ind6	.
Ind1773	Ind14	.
Ind1774	Ind86	.
Ind1775	Ind78	.
Ind1776	Ind12	.
Ind1777	Ind77	.
Ind1778	Ind13	.
Ind1779	Ind75	.
Ind1780	Ind22	.
Ind1781	Ind22	.
Ind1782	Ind52	.
Ind1783	Ind95	.
Ind1784	Ind91	.
Ind1785	Ind60	.
Ind1786	Ind54	.
Ind1787	Ind4	.
Ind1788	Ind94	.
Ind1789	Ind78	.
Ind1790	Ind35	.
Ind1791	Ind76	.
Ind1792	Ind57	.
Ind1793	Ind26	.
Ind1794	Ind41	.
Ind1795	Ind12	.
Ind1796	Ind14	.
Ind1797	Ind42	.
Ind1798	Ind7	.
Ind1799	Ind87	.
Ind1800	Ind33	.
Ind1801	Ind3	.
Ind1802	Ind83	.
Ind1803	Ind38	.
Ind1804	Ind17	.
Ind1805	Ind68	.
Ind1806	Ind23	.
Ind1807	Ind28	.
Ind1808	Ind49	.
Ind1809	Ind35	.
Ind1810	Ind8	.
Ind1811	Ind72	.
Ind1812	Ind57	.
Ind1813	Ind61	.
Ind1814	Ind67	.
Ind1815	Ind47	.
Ind1816	Ind26	.
Ind1817	Ind25	.
Ind1818	Ind51	.
Ind1819	Ind21	.
Ind1820	Ind10	.
Ind1821	Ind94	.
Ind1822	Ind3	.
Ind1823	Ind68	.
Ind1824	Ind22	.
Ind1825	Ind45	.
Ind1826	Ind83	.
Ind1827	Ind35	.
Ind1828	Ind96	.
Ind1829	Ind93	.
Ind1830	Ind24	.
Ind1831	Ind29	.
Ind1832	Ind94	.
Ind1833	Ind10	.
Ind1834	Ind70	.
Ind1835	Ind11	.
Ind1836	Ind79	.
Ind1837	Ind97	.
Ind1838	Ind37	.
Ind1839	Ind32	.
Ind1840	Ind33	.
Ind1841	Ind46	.
Ind1842	Ind9	.
Ind1843	Ind96	.
Ind1844	Ind13	.
Ind1845	Ind76	.
Ind1846	Ind43	.
Ind1847	Ind39	.
Ind1848	Ind6	.
Ind1849	Ind4	.
Ind1850	Ind60	.
Ind1851	Ind16	.
Ind1852	Ind96	.
Ind1853	Ind62	.
Ind1854	Ind88	.
Ind1855	Ind19	.
Ind1856	Ind14	.
Ind1857	Ind68	.
Ind1858	Ind52	.
Ind1859	Ind9	.
Ind1860	Ind60	.
Ind1861	Ind77	.
Ind1862	Ind37	.
Ind1863	Ind54	.
Ind1864	Ind90	.
Ind1865	Ind13	.
Ind1866	Ind65	.
Ind1867	Ind68	.
Ind1868	Ind10	.
Ind1869	Ind10	.
Ind1870	Ind5	.
Ind1871	Ind42	.
Ind1872	Ind55	.
Ind1873	Ind16	.
Ind1874	Ind38	.
Ind1875	Ind69	.
Ind1876	Ind94	.
Ind1877	Ind87	.
Ind1878	Ind15	.
Ind1879	Ind0	.
Ind1880	Ind91	.
Ind1881	Ind75	.
Ind1882	Ind19	.
Ind1883	Ind84	.
Ind1884	Ind40	.
Ind1885	Ind5	.
Ind1886	Ind5	.
Ind1887	Ind55	.
Ind1888	Ind75	.
Ind1889	Ind57	.
Ind1890	Ind62	.
Ind1891	Ind38	.
Ind1892	Ind36	.
Ind1893	Ind7	.
Ind1894	Ind98	.
Ind1895	Ind30	.
Ind1896	Ind22	.
Ind1897	Ind64	.
Ind1898	Ind2	.
Ind1899	Ind28	.
Ind1900	Ind74	.
Ind1901	Ind9	.
Ind1902	Ind71	.
Ind1903	Ind34	.
Ind1904	Ind24	.
Ind1905	Ind17	.
Ind1906	Ind7	.
Ind1907	Ind19	.
Ind1908	Ind4	.
Ind1909	Ind23	.
Ind1910	Ind20	.
Ind1911	Ind93	.
Ind1912	Ind98	.
Ind1913	Ind34	.
Ind1914	Ind76	.
Ind1915	Ind41	.
Ind1916	Ind39	.
Ind1917	Ind81	.
Ind1918	Ind98	.
Ind1919	Ind20	.
Ind1920	Ind42	.
Ind1921	Ind61	.
Ind1922	Ind55	.
Ind1923	Ind81	.
Ind1924	Ind66	.
Ind1925	Ind52	.
Ind1926	Ind14	.
Ind1927	Ind89	.
Ind1928	Ind26	.
Ind1929	Ind16	.
Ind1930	Ind23	.
Ind1931	Ind0	.
Ind1932	Ind25	.
Ind1933	Ind92	.
Ind1934	Ind35	.
Ind1935	Ind43	.
Ind1936	Ind8	.
Ind1937	Ind42	.
Ind1938	Ind57	.
Ind1939	Ind11	.
Ind1940	Ind58	.
Ind1941	Ind74	.
Ind1942	Ind99	.
Ind1943	Ind55	.
Ind1944	Ind12	.
Ind1945	Ind76	.
Ind1946	Ind97	.
Ind1947	Ind48	.
Ind1948	Ind58	.
Ind1949	Ind94	.
Ind1950	Ind62	.
Ind1951	Ind4	.
Ind1952	Ind57	.
Ind1953	Ind26	.
Ind1954	Ind83	.
Ind1955	Ind31	.
Ind1956	Ind77	.
Ind1957	Ind95	.
Ind1958	Ind24	.
Ind1959	Ind5	.
Ind1960	Ind13	.
Ind1961	Ind37	.
Ind1962	Ind5	.
Ind1963	Ind32	.
Ind1964	Ind31	.
Ind1965	Ind41	.
Ind1966	Ind70	.
Ind1967	Ind36	.
Ind1968	Ind79	.
Ind1969	Ind33	.
Ind1970	Ind45	.
Ind1971	Ind41	.
Ind1972	Ind11	.
Ind1973	Ind46	.
Ind1974	Ind97	.
Ind1975	Ind19	.
Ind1976	Ind25	.
Ind1977	Ind92	.
Ind1978	Ind61	.
Ind1979	Ind79	.
Ind1980	Ind88	.
Ind1981	Ind30	.
Ind1982	Ind81	.
Ind1983	Ind49	.
Ind1984	Ind49	.
Ind1985	Ind65	.
Ind1986	Ind75	.
Ind1987	Ind30	.
Ind1988	Ind59	.
Ind1989	Ind98	.
Ind1990	Ind34	.
Ind1991	Ind67	.
Ind1992	Ind35	.
Ind1993	Ind37	.
Ind1994	Ind99	.
Ind1995	Ind59	.
Ind1996	Ind71	.
Ind1997	Ind68	.
Ind1998	Ind97	.
Ind1999	Ind50	.
Ind2000	Ind4	.
Ind2001	Ind40	.
Ind2002	Ind91	.
Ind2003	Ind13	.
Ind2004	Ind79	.
Ind2005	Ind86	.
Ind2006	Ind25	.
Ind2007	Ind1	.
Ind2008	Ind81	.
Ind2009	Ind83	.
Ind2010	Ind75	.
Ind2011	Ind65	.
Ind2012	Ind15	.
Ind2013	Ind55	.
Ind2014	Ind23	.
Ind2015	Ind52	.
Ind2016	Ind28	.
Ind2017	Ind96	.
Ind2018	Ind84	.
Ind2019	Ind86	.
Ind2020	Ind94	.
Ind2021	Ind23	.
Ind2022	Ind51	.
Ind2023	Ind31	.
Ind2024	Ind49	.
Ind2025	Ind52	.
Ind2026	Ind92	.
Ind2027	Ind30	.
Ind2028	Ind32	.
Ind2029	Ind89	.
Ind2030	Ind75	.
Ind2031	Ind34	.
Ind2032	Ind28	.
Ind2033	Ind69	.
Ind2034	Ind42	.
Ind2035	Ind16	.
Ind2036	Ind59	.
Ind2037	Ind58	.
Ind2038	Ind18	.
Ind2039	Ind48	.
Ind2040	Ind47	.
Ind2041	Ind98	.
Ind2042	Ind22	.
Ind2043	Ind53	.
Ind2044	Ind52	.
Ind2045	Ind39	.
Ind2046	Ind22	.
Ind2047	Ind83	.
Ind2048	Ind37	.
Ind2049	Ind12	.
Ind2050	Ind72	.
Ind2051	Ind34	.
Ind2052	Ind28	.
Ind2053	Ind40	.
Ind2054	Ind63	.
Ind2055	Ind84	.
Ind2056	Ind0	.
Ind2057	Ind58	.
Ind2058	Ind20	.
Ind2059	Ind28	.
Ind2060	Ind49	.
Ind2061	Ind8	.
Ind2062	Ind65	.
Ind2063	Ind89	.
Ind2064	Ind76	.
Ind2065	Ind11	.
Ind2066	Ind5	.
Ind2067	Ind49	.
Ind2068	Ind67	.
Ind2069	Ind25	.
Ind2070	Ind14	.
Ind2071	Ind33	.
Ind2072	Ind25	.
Ind2073	Ind43	.
Ind2074	Ind90	.
Ind2075	Ind72	.
Ind2076	Ind66	.
Ind2077	Ind17	.
Ind2078	Ind66	.
Ind2079	Ind14	.
Ind2080	Ind36	.
Ind2081	Ind51	.
Ind2082	Ind49	.
Ind2083	Ind56	.
Ind2084	Ind93	.
Ind2085	Ind24	.
Ind2086	Ind47	.
Ind2087	Ind94	.
Ind2088	Ind73	.
Ind2089	Ind62	.
Ind2090	Ind19	.
Ind2091	Ind45	.
Ind2092	Ind71	.
Ind2093	Ind82	.
Ind2094	Ind5	.
Ind2095	Ind48	.
Ind2096	Ind4	.
Ind2097	Ind46	.
Ind2098	Ind27	.
Ind2099	Ind63	.
