id,sire,dam,group,donor,It,Rt,g_a,g_e,type,init. comp.
2622,.,.,NA,NA,NA,NA,0.172696,0.928403,dam,NA
2623,.,.,NA,NA,NA,NA,-0.22199,-0.807671,dam,NA
2624,.,.,NA,NA,NA,NA,1.16375,0.0213395,dam,NA
2625,.,.,NA,NA,NA,NA,0.570361,1.08305,dam,NA
2626,.,.,NA,NA,NA,NA,0.886972,-0.447341,dam,NA
2627,.,.,NA,NA,NA,NA,0.506292,0.263606,dam,NA
2628,.,.,NA,NA,NA,NA,0.692886,-0.972552,dam,NA
2629,.,.,NA,NA,NA,NA,-0.00634514,-0.0790381,dam,NA
2630,.,.,NA,NA,NA,NA,0.126428,0.743771,dam,NA
2631,.,.,NA,NA,NA,NA,-0.373487,0.305581,dam,NA
2632,.,.,NA,NA,NA,NA,0.984546,-0.0218772,dam,NA
2633,.,.,NA,NA,NA,NA,-0.222064,-0.939375,dam,NA
2634,.,.,NA,NA,NA,NA,-0.413298,0.611808,dam,NA
2635,.,.,NA,NA,NA,NA,0.558619,0.12016,dam,NA
2636,.,.,NA,NA,NA,NA,0.0692869,0.761832,dam,NA
2637,.,.,NA,NA,NA,NA,0.450703,-0.829872,dam,NA
2638,.,.,NA,NA,NA,NA,0.0617992,-0.595929,dam,NA
2639,.,.,NA,NA,NA,NA,-1.11018,-0.815913,dam,NA
2640,.,.,NA,NA,NA,NA,-0.531108,-0.0831313,dam,NA
2641,.,.,NA,NA,NA,NA,0.275089,0.276602,dam,NA
2642,.,.,NA,NA,NA,NA,-0.571848,-0.820553,dam,NA
2643,.,.,NA,NA,NA,NA,-0.600185,0.148822,dam,NA
2644,.,.,NA,NA,NA,NA,-1.35404,0.609347,dam,NA
2645,.,.,NA,NA,NA,NA,-0.2878,-0.31772,dam,NA
2646,.,.,NA,NA,NA,NA,2.66908,0.510965,dam,NA
2647,.,.,NA,NA,NA,NA,0.310834,-0.989184,dam,NA
2648,.,.,NA,NA,NA,NA,-0.69464,0.96489,dam,NA
2649,.,.,NA,NA,NA,NA,-0.346299,0.650301,dam,NA
2650,.,.,NA,NA,NA,NA,0.141232,0.429022,dam,NA
2651,.,.,NA,NA,NA,NA,-0.468487,-1.39868,dam,NA
2652,.,.,NA,NA,NA,NA,-0.803325,-0.527503,dam,NA
2653,.,.,NA,NA,NA,NA,0.143275,1.10745,dam,NA
2654,.,.,NA,NA,NA,NA,1.02397,-0.0923667,dam,NA
2655,.,.,NA,NA,NA,NA,0.0155332,1.22416,dam,NA
2656,.,.,NA,NA,NA,NA,1.05665,0.503817,dam,NA
2657,.,.,NA,NA,NA,NA,0.602586,-0.531814,dam,NA
2658,.,.,NA,NA,NA,NA,1.54758,0.519698,dam,NA
2659,.,.,NA,NA,NA,NA,1.07927,-0.409109,dam,NA
2660,.,.,NA,NA,NA,NA,-0.0788026,0.585961,dam,NA
2661,.,.,NA,NA,NA,NA,-0.650801,0.447486,dam,NA
2662,.,.,NA,NA,NA,NA,-0.119561,-0.0464148,dam,NA
2663,.,.,NA,NA,NA,NA,-0.357656,-0.586803,dam,NA
2664,.,.,NA,NA,NA,NA,0.065553,-0.492914,dam,NA
2665,.,.,NA,NA,NA,NA,1.03958,-0.239723,dam,NA
2666,.,.,NA,NA,NA,NA,-0.11398,0.227222,dam,NA
2667,.,.,NA,NA,NA,NA,-0.720946,0.766444,dam,NA
2668,.,.,NA,NA,NA,NA,-0.296048,0.188312,dam,NA
2669,.,.,NA,NA,NA,NA,-0.090356,0.900696,dam,NA
2670,.,.,NA,NA,NA,NA,0.0142927,1.38065,dam,NA
2671,.,.,NA,NA,NA,NA,-0.349743,1.68585,dam,NA
2672,.,.,NA,NA,NA,NA,0.342182,-0.151704,dam,NA
2673,.,.,NA,NA,NA,NA,1.61908,-0.0844778,dam,NA
2674,.,.,NA,NA,NA,NA,-1.65691,-0.799384,dam,NA
2675,.,.,NA,NA,NA,NA,-1.28526,-0.302236,dam,NA
2676,.,.,NA,NA,NA,NA,0.21487,-0.17121,dam,NA
2677,.,.,NA,NA,NA,NA,0.358492,0.301928,dam,NA
2678,.,.,NA,NA,NA,NA,-0.441791,1.19192,dam,NA
2679,.,.,NA,NA,NA,NA,-0.401056,-0.575519,dam,NA
2680,.,.,NA,NA,NA,NA,-1.72309,-1.22447,dam,NA
2681,.,.,NA,NA,NA,NA,-0.293713,0.925322,dam,NA
2682,.,.,NA,NA,NA,NA,-0.778581,1.067,dam,NA
2683,.,.,NA,NA,NA,NA,0.254118,-0.0420051,dam,NA
2684,.,.,NA,NA,NA,NA,-1.09157,0.512543,dam,NA
2685,.,.,NA,NA,NA,NA,-1.86402,0.472943,dam,NA
2686,.,.,NA,NA,NA,NA,0.0612123,-0.541121,dam,NA
2687,.,.,NA,NA,NA,NA,-0.254456,0.20486,dam,NA
2688,.,.,NA,NA,NA,NA,-0.846645,0.494016,dam,NA
2689,.,.,NA,NA,NA,NA,0.319656,0.586599,dam,NA
2690,.,.,NA,NA,NA,NA,-0.177674,-0.801249,dam,NA
2691,.,.,NA,NA,NA,NA,0.362095,-1.25738,dam,NA
2692,.,.,NA,NA,NA,NA,-0.156527,-0.275374,dam,NA
2693,.,.,NA,NA,NA,NA,0.330012,1.64093,dam,NA
2694,.,.,NA,NA,NA,NA,-0.553697,0.299542,dam,NA
2695,.,.,NA,NA,NA,NA,0.236228,-0.848889,dam,NA
2696,.,.,NA,NA,NA,NA,0.1428,-0.0585312,dam,NA
2697,.,.,NA,NA,NA,NA,1.16338,-0.361278,dam,NA
2698,.,.,NA,NA,NA,NA,1.95657,-1.12781,dam,NA
2699,.,.,NA,NA,NA,NA,-0.447826,-0.245045,dam,NA
2700,.,.,NA,NA,NA,NA,0.850839,-0.458774,dam,NA
2701,.,.,NA,NA,NA,NA,-0.118397,-0.47506,dam,NA
2702,.,.,NA,NA,NA,NA,0.442006,-0.170663,dam,NA
2703,.,.,NA,NA,NA,NA,0.616305,-0.0131639,dam,NA
2704,.,.,NA,NA,NA,NA,-0.138955,-0.352538,dam,NA
2705,.,.,NA,NA,NA,NA,-0.843328,-0.423807,dam,NA
2706,.,.,NA,NA,NA,NA,-0.15451,0.0514942,dam,NA
2707,.,.,NA,NA,NA,NA,1.52031,-0.145922,dam,NA
2708,.,.,NA,NA,NA,NA,0.800815,-1.34801,dam,NA
2709,.,.,NA,NA,NA,NA,-0.114722,0.850411,dam,NA
2710,.,.,NA,NA,NA,NA,0.766618,-0.426029,dam,NA
2711,.,.,NA,NA,NA,NA,-0.783387,0.816326,dam,NA
2712,.,.,NA,NA,NA,NA,0.0365353,0.716754,dam,NA
2713,.,.,NA,NA,NA,NA,-0.390209,-0.288675,dam,NA
2714,.,.,NA,NA,NA,NA,-0.0768478,0.873584,dam,NA
2715,.,.,NA,NA,NA,NA,-0.121014,-0.219401,dam,NA
2716,.,.,NA,NA,NA,NA,-1.22933,0.160108,dam,NA
2717,.,.,NA,NA,NA,NA,-0.399327,-0.200422,dam,NA
2718,.,.,NA,NA,NA,NA,1.22418,0.577539,dam,NA
2719,.,.,NA,NA,NA,NA,0.0605457,0.586973,dam,NA
2720,.,.,NA,NA,NA,NA,-0.41424,0.807818,dam,NA
2721,.,.,NA,NA,NA,NA,-0.0111773,-0.513676,dam,NA
2722,.,.,NA,NA,NA,NA,0.030621,-0.616395,dam,NA
2723,.,.,NA,NA,NA,NA,-0.120985,-0.500976,dam,NA
2724,.,.,NA,NA,NA,NA,0.158899,0.536031,dam,NA
2725,.,.,NA,NA,NA,NA,-0.267949,-0.439364,dam,NA
2726,.,.,NA,NA,NA,NA,-0.221738,0.0667494,dam,NA
2727,.,.,NA,NA,NA,NA,0.0634925,-0.645489,dam,NA
2728,.,.,NA,NA,NA,NA,-2.21309,-0.464406,dam,NA
2729,.,.,NA,NA,NA,NA,0.198295,0.635264,dam,NA
2730,.,.,NA,NA,NA,NA,-0.49106,-0.483075,dam,NA
2731,.,.,NA,NA,NA,NA,0.55053,0.611241,dam,NA
2732,.,.,NA,NA,NA,NA,-0.792761,1.23554,dam,NA
2733,.,.,NA,NA,NA,NA,0.801119,1.4562,dam,NA
2734,.,.,NA,NA,NA,NA,-1.10754,0.247269,dam,NA
2735,.,.,NA,NA,NA,NA,0.533266,0.278868,dam,NA
2736,.,.,NA,NA,NA,NA,-1.19714,1.14426,dam,NA
2737,.,.,NA,NA,NA,NA,0.422018,0.384397,dam,NA
2738,.,.,NA,NA,NA,NA,-1.22187,-0.705904,dam,NA
2739,.,.,NA,NA,NA,NA,0.616453,1.21039,dam,NA
2740,.,.,NA,NA,NA,NA,0.113171,-0.55256,dam,NA
2741,.,.,NA,NA,NA,NA,-0.0379898,0.589766,dam,NA
2742,.,.,NA,NA,NA,NA,0.155354,0.165606,dam,NA
2743,.,.,NA,NA,NA,NA,-0.620244,-0.179595,dam,NA
2744,.,.,NA,NA,NA,NA,-1.92663,0.287719,dam,NA
2745,.,.,NA,NA,NA,NA,0.310914,0.622839,dam,NA
2746,.,.,NA,NA,NA,NA,1.55683,-1.38867,dam,NA
2747,.,.,NA,NA,NA,NA,-1.56344,-0.694157,dam,NA
2748,.,.,NA,NA,NA,NA,-0.121922,-0.381526,dam,NA
2749,.,.,NA,NA,NA,NA,2.37271,0.685417,dam,NA
2750,.,.,NA,NA,NA,NA,-0.134354,0.674568,dam,NA
2751,.,.,NA,NA,NA,NA,0.923489,-0.291233,dam,NA
2752,.,.,NA,NA,NA,NA,-0.195083,1.19016,dam,NA
2753,.,.,NA,NA,NA,NA,-0.150142,0.94619,dam,NA
2754,.,.,NA,NA,NA,NA,0.700401,0.102582,dam,NA
2755,.,.,NA,NA,NA,NA,-0.0430976,-0.119106,dam,NA
2756,.,.,NA,NA,NA,NA,0.192024,-0.582715,dam,NA
2757,.,.,NA,NA,NA,NA,0.484673,-0.290201,dam,NA
2758,.,.,NA,NA,NA,NA,-0.272827,0.140283,dam,NA
2759,.,.,NA,NA,NA,NA,0.205611,0.00899711,dam,NA
2760,.,.,NA,NA,NA,NA,0.144494,-0.864215,dam,NA
2761,.,.,NA,NA,NA,NA,-0.292997,-0.638078,dam,NA
2762,.,.,NA,NA,NA,NA,1.0227,0.0447586,dam,NA
2763,.,.,NA,NA,NA,NA,0.159866,-0.533685,dam,NA
2764,.,.,NA,NA,NA,NA,-1.58138,-1.03771,dam,NA
2765,.,.,NA,NA,NA,NA,0.704519,-1.06404,dam,NA
2766,.,.,NA,NA,NA,NA,0.248838,-0.542978,dam,NA
2767,.,.,NA,NA,NA,NA,-1.31118,-0.562498,dam,NA
2768,.,.,NA,NA,NA,NA,-0.815872,0.270119,dam,NA
2769,.,.,NA,NA,NA,NA,-0.196493,0.516497,dam,NA
2770,.,.,NA,NA,NA,NA,-1.54647,-0.485538,dam,NA
2771,.,.,NA,NA,NA,NA,-0.837762,0.00995836,dam,NA
2772,.,.,NA,NA,NA,NA,-0.451433,-1.02803,dam,NA
2773,.,.,NA,NA,NA,NA,-0.426298,-0.0891215,dam,NA
2774,.,.,NA,NA,NA,NA,0.241202,0.636621,dam,NA
2775,.,.,NA,NA,NA,NA,-0.436846,0.0375352,dam,NA
2776,.,.,NA,NA,NA,NA,0.126856,0.497941,dam,NA
2777,.,.,NA,NA,NA,NA,0.364317,0.0349329,dam,NA
2778,.,.,NA,NA,NA,NA,-0.554819,0.945599,dam,NA
2779,.,.,NA,NA,NA,NA,0.209016,-0.459801,dam,NA
2780,.,.,NA,NA,NA,NA,0.550274,0.0190091,dam,NA
2781,.,.,NA,NA,NA,NA,-0.172049,0.766849,dam,NA
2782,.,.,NA,NA,NA,NA,0.45458,-0.20212,dam,NA
2783,.,.,NA,NA,NA,NA,-1.05978,0.405901,dam,NA
2784,.,.,NA,NA,NA,NA,-0.795598,-0.22648,dam,NA
2785,.,.,NA,NA,NA,NA,-0.304665,0.280348,dam,NA
2786,.,.,NA,NA,NA,NA,1.55481,-1.2236,dam,NA
2787,.,.,NA,NA,NA,NA,0.70349,-0.401579,dam,NA
2788,.,.,NA,NA,NA,NA,-0.162791,-0.150011,dam,NA
2789,.,.,NA,NA,NA,NA,0.515444,-0.371168,dam,NA
2790,.,.,NA,NA,NA,NA,0.300682,-0.561323,dam,NA
2791,.,.,NA,NA,NA,NA,-0.698944,0.526999,dam,NA
2792,.,.,NA,NA,NA,NA,0.943898,-0.441325,dam,NA
2793,.,.,NA,NA,NA,NA,0.66488,-0.355623,dam,NA
2794,.,.,NA,NA,NA,NA,-0.148898,0.591333,dam,NA
2795,.,.,NA,NA,NA,NA,0.271114,-0.619181,dam,NA
2796,.,.,NA,NA,NA,NA,-0.287904,-1.86896,dam,NA
2797,.,.,NA,NA,NA,NA,1.13384,1.74865,dam,NA
2798,.,.,NA,NA,NA,NA,-0.381135,-0.0959647,dam,NA
2799,.,.,NA,NA,NA,NA,-0.18439,-1.18264,dam,NA
2800,.,.,NA,NA,NA,NA,-0.838499,1.14792,dam,NA
2801,.,.,NA,NA,NA,NA,-0.877781,0.0402129,dam,NA
2802,.,.,NA,NA,NA,NA,0.602907,1.19239,dam,NA
2803,.,.,NA,NA,NA,NA,0.402967,0.0620777,dam,NA
2804,.,.,NA,NA,NA,NA,-0.253694,-0.650369,dam,NA
2805,.,.,NA,NA,NA,NA,0.887567,-0.0968567,dam,NA
2806,.,.,NA,NA,NA,NA,-1.04262,-1.34526,dam,NA
2807,.,.,NA,NA,NA,NA,-0.432019,-0.602029,dam,NA
2808,.,.,NA,NA,NA,NA,-0.793197,0.665241,dam,NA
2809,.,.,NA,NA,NA,NA,-1.65073,-1.0206,dam,NA
2810,.,.,NA,NA,NA,NA,0.449478,0.734504,dam,NA
2811,.,.,NA,NA,NA,NA,-0.87371,-0.234315,dam,NA
2812,.,.,NA,NA,NA,NA,-1.50963,1.46782,dam,NA
2813,.,.,NA,NA,NA,NA,-1.33961,0.106466,dam,NA
2814,.,.,NA,NA,NA,NA,0.471482,1.46661,dam,NA
2815,.,.,NA,NA,NA,NA,-0.466352,-0.216835,dam,NA
2816,.,.,NA,NA,NA,NA,-0.197968,-0.552466,dam,NA
2817,.,.,NA,NA,NA,NA,0.123999,0.454256,dam,NA
2818,.,.,NA,NA,NA,NA,0.563044,-0.0165704,dam,NA
2819,.,.,NA,NA,NA,NA,0.872927,0.591361,dam,NA
2820,.,.,NA,NA,NA,NA,-0.186491,-0.376697,dam,NA
2821,.,.,NA,NA,NA,NA,-0.423803,0.811247,dam,NA
2822,.,.,NA,NA,NA,NA,-1.17695,-0.381501,dam,NA
2823,.,.,NA,NA,NA,NA,-0.90014,1.14261,dam,NA
2824,.,.,NA,NA,NA,NA,-0.920136,-0.53325,dam,NA
2825,.,.,NA,NA,NA,NA,-0.873208,-0.102275,dam,NA
2826,.,.,NA,NA,NA,NA,1.46566,-0.021444,dam,NA
2827,.,.,NA,NA,NA,NA,0.692758,-0.180328,dam,NA
2828,.,.,NA,NA,NA,NA,1.72844,-0.0562967,dam,NA
2829,.,.,NA,NA,NA,NA,0.724436,1.11538,dam,NA
2830,.,.,NA,NA,NA,NA,0.0106185,-0.23772,dam,NA
2831,.,.,NA,NA,NA,NA,0.485873,0.877118,dam,NA
2832,.,.,NA,NA,NA,NA,0.630516,-0.291177,dam,NA
2833,.,.,NA,NA,NA,NA,-0.569318,0.704631,dam,NA
2834,.,.,NA,NA,NA,NA,1.03834,1.01696,dam,NA
2835,.,.,NA,NA,NA,NA,0.776846,-0.934788,dam,NA
2836,.,.,NA,NA,NA,NA,-0.321936,0.605474,dam,NA
2837,.,.,NA,NA,NA,NA,0.936401,1.26768,dam,NA
2838,.,.,NA,NA,NA,NA,0.477595,-2.08722,dam,NA
2839,.,.,NA,NA,NA,NA,-0.25079,1.24212,dam,NA
2840,.,.,NA,NA,NA,NA,-1.68427,-0.814884,dam,NA
2841,.,.,NA,NA,NA,NA,-0.987944,-0.599651,dam,NA
2842,.,.,NA,NA,NA,NA,1.30192,0.133108,dam,NA
2843,.,.,NA,NA,NA,NA,-0.449655,-0.66505,dam,NA
2844,.,.,NA,NA,NA,NA,-0.58393,-0.049108,dam,NA
2845,.,.,NA,NA,NA,NA,-0.919605,1.30386,dam,NA
2846,.,.,NA,NA,NA,NA,-0.55013,0.434549,dam,NA
2847,.,.,NA,NA,NA,NA,-0.361004,-0.260296,dam,NA
2848,.,.,NA,NA,NA,NA,1.30527,1.60616,dam,NA
2849,.,.,NA,NA,NA,NA,1.7775,-0.645889,dam,NA
2850,.,.,NA,NA,NA,NA,0.134721,-0.140358,dam,NA
2851,.,.,NA,NA,NA,NA,-1.24734,0.215138,dam,NA
2852,.,.,NA,NA,NA,NA,-0.0172882,-0.633814,dam,NA
2853,.,.,NA,NA,NA,NA,0.945359,0.245438,dam,NA
2854,.,.,NA,NA,NA,NA,0.68753,-0.100918,dam,NA
2855,.,.,NA,NA,NA,NA,0.132375,0.545154,dam,NA
2856,.,.,NA,NA,NA,NA,0.809695,1.40339,dam,NA
2857,.,.,NA,NA,NA,NA,0.14879,-0.63569,dam,NA
2858,.,.,NA,NA,NA,NA,-0.285539,0.776343,dam,NA
2859,.,.,NA,NA,NA,NA,0.548057,0.298939,dam,NA
2860,.,.,NA,NA,NA,NA,-1.22885,-0.773815,dam,NA
2861,.,.,NA,NA,NA,NA,0.35279,0.366128,dam,NA
2862,.,.,NA,NA,NA,NA,0.560794,0.99536,dam,NA
2863,.,.,NA,NA,NA,NA,0.473831,0.572503,dam,NA
2864,.,.,NA,NA,NA,NA,0.152517,-1.67353,dam,NA
2865,.,.,NA,NA,NA,NA,0.0278738,0.801616,dam,NA
2866,.,.,NA,NA,NA,NA,0.73452,-0.402848,dam,NA
2867,.,.,NA,NA,NA,NA,-1.06097,0.816267,dam,NA
2868,.,.,NA,NA,NA,NA,0.0790212,1.00381,dam,NA
2869,.,.,NA,NA,NA,NA,-0.325029,0.452677,dam,NA
2870,.,.,NA,NA,NA,NA,1.03214,-0.997215,dam,NA
2871,.,.,NA,NA,NA,NA,0.388771,0.218252,dam,NA
2872,.,.,NA,NA,NA,NA,0.985008,0.251638,dam,NA
2873,.,.,NA,NA,NA,NA,0.539118,0.788938,dam,NA
2874,.,.,NA,NA,NA,NA,0.298196,-0.42758,dam,NA
2875,.,.,NA,NA,NA,NA,0.21042,-1.90281,dam,NA
2876,.,.,NA,NA,NA,NA,1.41002,0.289061,dam,NA
2877,.,.,NA,NA,NA,NA,0.892648,-0.250026,dam,NA
2878,.,.,NA,NA,NA,NA,-1.32138,-0.525075,dam,NA
2879,.,.,NA,NA,NA,NA,0.698686,0.654427,dam,NA
2880,.,.,NA,NA,NA,NA,-1.4139,-0.895164,dam,NA
2881,.,.,NA,NA,NA,NA,-0.490688,0.599768,dam,NA
2882,.,.,NA,NA,NA,NA,0.533091,-0.669109,dam,NA
2883,.,.,NA,NA,NA,NA,0.235474,-1.07014,dam,NA
2884,.,.,NA,NA,NA,NA,0.698783,0.774863,dam,NA
2885,.,.,NA,NA,NA,NA,-0.00483505,0.131936,dam,NA
2886,.,.,NA,NA,NA,NA,-1.64458,0.202912,dam,NA
2887,.,.,NA,NA,NA,NA,-0.0329363,0.743452,dam,NA
2888,.,.,NA,NA,NA,NA,0.54341,-0.126909,dam,NA
2889,.,.,NA,NA,NA,NA,-0.562583,-0.124805,dam,NA
2890,.,.,NA,NA,NA,NA,-0.656241,1.02593,dam,NA
2891,.,.,NA,NA,NA,NA,0.320163,0.736318,dam,NA
2892,.,.,NA,NA,NA,NA,0.0402538,1.43188,dam,NA
2893,.,.,NA,NA,NA,NA,0.81511,0.166701,dam,NA
2894,.,.,NA,NA,NA,NA,-0.102994,0.345061,dam,NA
2895,.,.,NA,NA,NA,NA,-0.961424,0.0621821,dam,NA
2896,.,.,NA,NA,NA,NA,-1.42068,-0.41075,dam,NA
2897,.,.,NA,NA,NA,NA,-0.153997,-0.287134,dam,NA
2898,.,.,NA,NA,NA,NA,-0.363448,0.321358,dam,NA
2899,.,.,NA,NA,NA,NA,-1.00463,0.444932,dam,NA
2900,.,.,NA,NA,NA,NA,-0.911325,-0.534431,dam,NA
2901,.,.,NA,NA,NA,NA,-0.123799,0.539227,dam,NA
2902,.,.,NA,NA,NA,NA,0.26032,-0.230229,dam,NA
2903,.,.,NA,NA,NA,NA,-1.26977,0.592014,dam,NA
2904,.,.,NA,NA,NA,NA,-0.309396,0.447323,dam,NA
2905,.,.,NA,NA,NA,NA,0.519898,-1.08552,dam,NA
2906,.,.,NA,NA,NA,NA,-0.102809,-0.207136,dam,NA
2907,.,.,NA,NA,NA,NA,1.08562,0.776088,dam,NA
2908,.,.,NA,NA,NA,NA,0.0855029,-0.33463,dam,NA
2909,.,.,NA,NA,NA,NA,-0.656164,-0.682515,dam,NA
2910,.,.,NA,NA,NA,NA,-0.620569,-0.281394,dam,NA
2911,.,.,NA,NA,NA,NA,-0.922341,0.626337,dam,NA
2912,.,.,NA,NA,NA,NA,0.0762636,-1.79693,dam,NA
2913,.,.,NA,NA,NA,NA,-0.0922823,0.0717898,dam,NA
2914,.,.,NA,NA,NA,NA,0.250311,-0.921839,dam,NA
2915,.,.,NA,NA,NA,NA,-1.80285,0.0355408,dam,NA
2916,.,.,NA,NA,NA,NA,1.09328,-0.423005,dam,NA
2917,.,.,NA,NA,NA,NA,-0.836775,-0.0207182,dam,NA
2918,.,.,NA,NA,NA,NA,-0.308503,0.112387,dam,NA
2919,.,.,NA,NA,NA,NA,-0.737691,-0.340339,dam,NA
2920,.,.,NA,NA,NA,NA,-0.645305,0.768671,dam,NA
2921,.,.,NA,NA,NA,NA,-1.25686,-1.70086,dam,NA
2922,.,.,NA,NA,NA,NA,-0.406597,-0.583143,dam,NA
2923,.,.,NA,NA,NA,NA,0.568304,-0.0818002,dam,NA
2924,.,.,NA,NA,NA,NA,-0.788905,0.206503,dam,NA
2925,.,.,NA,NA,NA,NA,1.8446,-0.962606,dam,NA
2926,.,.,NA,NA,NA,NA,-0.107315,0.365753,dam,NA
2927,.,.,NA,NA,NA,NA,0.40629,-0.438748,dam,NA
2928,.,.,NA,NA,NA,NA,0.255517,0.147723,dam,NA
2929,.,.,NA,NA,NA,NA,1.58512,1.72051,dam,NA
2930,.,.,NA,NA,NA,NA,1.0992,-0.175008,dam,NA
2931,.,.,NA,NA,NA,NA,0.505535,-0.158619,dam,NA
2932,.,.,NA,NA,NA,NA,0.0294808,-0.565653,dam,NA
2933,.,.,NA,NA,NA,NA,-0.617432,-0.221266,dam,NA
2934,.,.,NA,NA,NA,NA,-0.0623025,0.410269,dam,NA
2935,.,.,NA,NA,NA,NA,0.213628,0.229862,dam,NA
2936,.,.,NA,NA,NA,NA,0.337635,-0.632156,dam,NA
2937,.,.,NA,NA,NA,NA,1.12821,0.108333,dam,NA
2938,.,.,NA,NA,NA,NA,1.0488,0.522733,dam,NA
2939,.,.,NA,NA,NA,NA,-0.557621,0.601276,dam,NA
2940,.,.,NA,NA,NA,NA,-0.926585,-0.737651,dam,NA
2941,.,.,NA,NA,NA,NA,0.211061,1.34832,dam,NA
2942,.,.,NA,NA,NA,NA,1.16545,0.430576,dam,NA
2943,.,.,NA,NA,NA,NA,0.752985,-1.54902,dam,NA
2944,.,.,NA,NA,NA,NA,-0.185383,-0.596433,dam,NA
2945,.,.,NA,NA,NA,NA,0.104299,-0.343789,dam,NA
2946,.,.,NA,NA,NA,NA,-0.612843,-0.422969,dam,NA
2947,.,.,NA,NA,NA,NA,-0.198598,-0.0305099,dam,NA
2948,.,.,NA,NA,NA,NA,0.176409,-1.37099,dam,NA
2949,.,.,NA,NA,NA,NA,0.0280807,-0.361258,dam,NA
2950,.,.,NA,NA,NA,NA,-0.75317,0.827483,dam,NA
2951,.,.,NA,NA,NA,NA,0.471461,0.314451,dam,NA
2952,.,.,NA,NA,NA,NA,0.109899,-0.499585,dam,NA
2953,.,.,NA,NA,NA,NA,-0.500869,0.299599,dam,NA
2954,.,.,NA,NA,NA,NA,1.53207,0.016888,dam,NA
2955,.,.,NA,NA,NA,NA,0.624345,0.302728,dam,NA
2956,.,.,NA,NA,NA,NA,0.829539,-0.406952,dam,NA
2957,.,.,NA,NA,NA,NA,-0.805503,0.961752,dam,NA
2958,.,.,NA,NA,NA,NA,0.412075,0.666226,dam,NA
2959,.,.,NA,NA,NA,NA,-0.152193,0.486943,dam,NA
2960,.,.,NA,NA,NA,NA,0.619692,0.0506794,dam,NA
2961,.,.,NA,NA,NA,NA,-0.177351,0.213201,dam,NA
2962,.,.,NA,NA,NA,NA,-0.346202,-0.997635,dam,NA
2963,.,.,NA,NA,NA,NA,-1.26668,1.22725,dam,NA
2964,.,.,NA,NA,NA,NA,0.826216,-0.896788,dam,NA
2965,.,.,NA,NA,NA,NA,0.434085,-0.228865,dam,NA
2966,.,.,NA,NA,NA,NA,-0.510695,0.144797,dam,NA
2967,.,.,NA,NA,NA,NA,-0.238608,0.752032,dam,NA
2968,.,.,NA,NA,NA,NA,0.951516,-0.184173,dam,NA
2969,.,.,NA,NA,NA,NA,0.0716001,-0.5994,dam,NA
2970,.,.,NA,NA,NA,NA,-0.354002,1.42169,dam,NA
2971,.,.,NA,NA,NA,NA,-0.0271062,0.0294752,dam,NA
2972,.,.,NA,NA,NA,NA,0.112198,-1.19887,dam,NA
2973,.,.,NA,NA,NA,NA,-1.10021,0.000656868,dam,NA
2974,.,.,NA,NA,NA,NA,0.243881,1.1118,dam,NA
2975,.,.,NA,NA,NA,NA,-0.148651,0.272793,dam,NA
2976,.,.,NA,NA,NA,NA,0.902448,-0.0987114,dam,NA
2977,.,.,NA,NA,NA,NA,-1.01341,0.344467,dam,NA
2978,.,.,NA,NA,NA,NA,0.808957,0.360024,dam,NA
2979,.,.,NA,NA,NA,NA,0.479057,-0.0518349,dam,NA
2980,.,.,NA,NA,NA,NA,-0.0358246,-0.601876,dam,NA
2981,.,.,NA,NA,NA,NA,-0.237767,0.323678,dam,NA
2982,.,.,NA,NA,NA,NA,-0.961235,-0.904501,dam,NA
2983,.,.,NA,NA,NA,NA,0.329819,-0.0556329,dam,NA
2984,.,.,NA,NA,NA,NA,-0.432536,0.0301839,dam,NA
2985,.,.,NA,NA,NA,NA,0.609491,0.196025,dam,NA
2986,.,.,NA,NA,NA,NA,-1.04091,1.00813,dam,NA
2987,.,.,NA,NA,NA,NA,0.203888,0.585732,dam,NA
2988,.,.,NA,NA,NA,NA,0.771928,-1.00514,dam,NA
2989,.,.,NA,NA,NA,NA,0.629736,-0.252687,dam,NA
2990,.,.,NA,NA,NA,NA,0.190856,-1.21718,dam,NA
2991,.,.,NA,NA,NA,NA,0.885413,-0.784908,dam,NA
2992,.,.,NA,NA,NA,NA,0.458796,0.823085,dam,NA
2993,.,.,NA,NA,NA,NA,0.85198,-0.529408,dam,NA
2994,.,.,NA,NA,NA,NA,0.0225179,-0.6948,dam,NA
2995,.,.,NA,NA,NA,NA,0.797491,0.398289,dam,NA
2996,.,.,NA,NA,NA,NA,0.00524225,0.0953784,dam,NA
2997,.,.,NA,NA,NA,NA,0.043805,0.1732,dam,NA
2998,.,.,NA,NA,NA,NA,-0.262466,0.189647,dam,NA
2999,.,.,NA,NA,NA,NA,-0.985365,-0.895128,dam,NA
3000,.,.,NA,NA,NA,NA,0.889813,-0.319715,dam,NA
11402,841,2681,1,1,no,0.0974145,0.108347,-0.30436,progeny,I
10831,784,2567,1,0,no,no,-0.426831,-0.29492,progeny,S
4976,198,1396,1,0,no,no,-0.390249,0.862996,progeny,S
5778,278,1556,1,0,no,no,0.862699,-1.01112,progeny,S
9289,629,2258,1,0,no,no,0.105173,1.14501,progeny,S
12523,953,2905,2,1,no,2.02681,-0.406289,0.0514581,progeny,I
9357,636,2272,2,0,0.0223009,5.89625,0.139544,1.12183,progeny,S
