ID	Group	Init. Comp.	It	Rt
Ind901	81	I	no	.
Ind902	81	S	2.24567	.
Ind903	81	S	9.31348	11.3038
Ind904	81	S	.	6.48085
Ind905	81	S	.	13.3091
Ind906	81	S	.	.
Ind907	81	S	2.21956	.
Ind908	81	S	2.32352	5.35639
Ind909	81	S	0.786448	.
Ind910	82	I	no	2.12237
Ind911	82	I	no	6.63634
Ind912	82	S	.	16.4303
Ind913	82	S	1.71747	7.00545
Ind914	82	S	.	.
Ind915	82	S	.	.
Ind916	82	S	.	.
Ind917	82	S	4.87406	25.557
Ind918	82	S	.	6.25642
Ind919	82	S	0.851075	.
Ind920	83	I	no	.
Ind921	83	I	no	.
Ind922	83	S	0.0892578	8.17406
Ind923	83	S	0.307916	8.55576
Ind924	83	S	1.39021	3.35966
Ind925	83	S	.	7.27043
Ind926	83	S	.	17.9692
Ind927	83	S	.	6.75989
Ind928	83	S	.	.
Ind929	83	S	0.404988	.
Ind930	84	I	no	5.43491
Ind931	84	I	no	.
Ind932	84	S	5.62131	12.5382
Ind933	84	S	.	20.4032
Ind934	84	S	.	.
Ind935	84	S	.	.
Ind936	84	S	6.12827	.
Ind937	84	S	2.88541	.
Ind938	84	S	2.60636	.
Ind939	84	S	1.454	6.80984
Ind940	85	I	no	.
Ind941	85	I	no	0.913075
Ind942	85	S	no	no
Ind943	85	S	no	no
Ind944	85	S	no	no
Ind945	85	S	no	no
Ind946	85	S	no	no
Ind947	85	S	no	no
Ind948	85	S	no	no
Ind949	85	S	no	no
Ind950	86	I	no	.
Ind951	86	I	no	3.08034
Ind952	86	S	.	.
Ind953	86	S	1.77293	.
Ind954	86	S	.	.
Ind955	86	S	3.59507	15.8313
Ind956	86	S	.	.
Ind957	86	S	.	7.59626
Ind958	86	S	.	.
Ind959	86	S	.	.
Ind960	87	I	no	.
Ind961	87	I	no	8.20595
Ind962	87	S	9.46766	.
Ind963	87	S	.	.
Ind964	87	S	.	.
Ind965	87	S	4.41484	7.95724
Ind966	87	S	10.8465	.
Ind967	87	S	0.743707	6.63379
Ind968	87	S	.	8.13489
Ind969	87	S	.	20.7592
Ind970	88	I	no	3.64216
Ind971	88	I	no	.
Ind972	88	S	1.24304	.
Ind973	88	S	.	11.176
Ind974	88	S	no	no
Ind975	88	S	9.46519	.
Ind976	88	S	.	.
Ind977	88	S	6.29356	13.6442
Ind978	88	S	.	.
Ind979	88	S	12.7678	.
Ind980	89	I	no	.
Ind981	89	I	no	.
Ind982	89	S	3.2901	.
Ind983	89	S	.	5.39421
Ind984	89	S	.	10.0561
Ind985	89	S	.	5.71701
Ind986	89	S	4.79236	.
Ind987	89	S	1.3724	.
Ind988	89	S	9.19526	9.69238
Ind989	89	S	.	.
Ind990	90	I	no	.
Ind991	90	I	no	5.01846
Ind992	90	S	.	9.10956
Ind993	90	S	no	no
Ind994	90	S	.	8.86615
Ind995	90	S	1.17308	.
Ind996	90	S	0.718382	.
Ind997	90	S	.	.
Ind998	90	S	.	3.5865
Ind999	90	S	no	no
Ind1000	91	I	no	11.3897
Ind1001	91	I	no	.
Ind1002	91	S	.	11.0475
Ind1003	91	S	0.736582	6.19285
Ind1004	91	S	4.09383	8.11148
Ind1005	91	S	.	.
Ind1006	91	S	1.68053	.
Ind1007	91	S	.	7.45619
Ind1008	91	S	0.143743	6.47466
Ind1009	91	S	.	6.37226
Ind1010	92	I	no	10.7144
Ind1011	92	I	no	.
Ind1012	92	S	4.6117	.
Ind1013	92	S	.	.
Ind1014	92	S	5.36878	8.4062
Ind1015	92	S	2.76092	8.45093
Ind1016	92	S	.	.
Ind1017	92	S	.	12.4282
Ind1018	92	S	.	24.2667
Ind1019	92	S	5.42142	8.1546
Ind1020	93	I	no	.
Ind1021	93	I	no	2.65596
Ind1022	93	S	no	no
Ind1023	93	S	12.3608	18.756
Ind1024	93	S	4.90284	.
Ind1025	93	S	7.15726	.
Ind1026	93	S	11.7914	.
Ind1027	93	S	.	11.7956
Ind1028	93	S	.	.
Ind1029	93	S	.	14.0353
Ind1030	94	I	no	7.67855
Ind1031	94	I	no	.
Ind1032	94	S	.	.
Ind1033	94	S	.	14.6608
Ind1034	94	S	.	.
Ind1035	94	S	0.0965825	10.4849
Ind1036	94	S	.	.
Ind1037	94	S	.	.
Ind1038	94	S	.	.
Ind1039	94	S	no	no
Ind1040	95	I	no	5.81715
Ind1041	95	I	no	6.54502
Ind1042	95	S	5.80827	8.22763
Ind1043	95	S	11.8693	.
Ind1044	95	S	no	no
Ind1045	95	S	.	15.134
Ind1046	95	S	0.334351	9.1514
Ind1047	95	S	6.63391	11.332
Ind1048	95	S	no	no
Ind1049	95	S	2.31946	.
Ind1050	96	I	no	2.37781
Ind1051	96	I	no	5.63805
Ind1052	96	S	1.62964	8.31991
Ind1053	96	S	5.71001	11.5144
Ind1054	96	S	no	no
Ind1055	96	S	3.71604	.
Ind1056	96	S	.	13.42
Ind1057	96	S	3.34662	9.01352
Ind1058	96	S	7.05614	21.7177
Ind1059	96	S	3.70468	8.55494
Ind1060	97	I	no	.
Ind1061	97	I	no	.
Ind1062	97	S	.	9.1068
Ind1063	97	S	7.90769	.
Ind1064	97	S	.	12.5036
Ind1065	97	S	.	.
Ind1066	97	S	.	.
Ind1067	97	S	.	.
Ind1068	97	S	.	8.11755
Ind1069	97	S	.	.
Ind1070	98	I	no	3.85146
Ind1071	98	I	no	8.86483
Ind1072	98	S	no	no
Ind1073	98	S	2.1895	.
Ind1074	98	S	.	.
Ind1075	98	S	.	6.02247
Ind1076	98	S	3.84468	11.4111
Ind1077	98	S	no	no
Ind1078	98	S	3.52621	.
Ind1079	98	S	0.153521	11.2371
Ind1080	99	I	no	19.0587
Ind1081	99	I	no	.
Ind1082	99	S	7.54092	17.0961
Ind1083	99	S	4.38076	.
Ind1084	99	S	.	.
Ind1085	99	S	.	10.3122
Ind1086	99	S	.	12.5022
Ind1087	99	S	.	11.3791
Ind1088	99	S	3.85826	.
Ind1089	99	S	2.46282	.
Ind1090	100	I	no	.
Ind1091	100	I	no	2.35709
Ind1092	100	S	no	no
Ind1093	100	S	no	no
Ind1094	100	S	no	no
Ind1095	100	S	4.74642	.
Ind1096	100	S	no	no
Ind1097	100	S	1.47222	5.23887
Ind1098	100	S	no	no
Ind1099	100	S	.	.
Ind1100	101	I	no	3.29581
Ind1101	101	I	no	9.54575
Ind1102	101	S	3.28485	11.0051
Ind1103	101	S	9.79516	.
Ind1104	101	S	5.9227	.
Ind1105	101	S	1.8713	.
Ind1106	101	S	no	no
Ind1107	101	S	.	.
Ind1108	101	S	.	9.96579
Ind1109	101	S	.	11.851
Ind1110	102	I	no	16.8846
Ind1111	102	I	no	6.5635
Ind1112	102	S	.	.
Ind1113	102	S	.	.
Ind1114	102	S	2.70549	9.96735
Ind1115	102	S	0.753757	.
Ind1116	102	S	13.0171	21.7994
Ind1117	102	S	.	.
Ind1118	102	S	5.46358	.
Ind1119	102	S	0.894568	9.70257
Ind1120	103	I	no	2.79768
Ind1121	103	I	no	.
Ind1122	103	S	.	.
Ind1123	103	S	1.56682	9.76265
Ind1124	103	S	0.475809	.
Ind1125	103	S	.	.
Ind1126	103	S	2.96804	6.50943
Ind1127	103	S	8.36145	10.4117
Ind1128	103	S	.	.
Ind1129	103	S	0.780131	.
Ind1130	104	I	no	.
Ind1131	104	I	no	.
Ind1132	104	S	3.40942	.
Ind1133	104	S	1.99637	6.32623
Ind1134	104	S	2.92823	8.01409
Ind1135	104	S	7.16259	20.3943
Ind1136	104	S	1.60277	7.05989
Ind1137	104	S	.	.
Ind1138	104	S	.	23.0896
Ind1139	104	S	7.75945	13.1462
Ind1140	105	I	no	.
Ind1141	105	I	no	.
Ind1142	105	S	5.29067	9.31918
Ind1143	105	S	.	4.56151
Ind1144	105	S	.	8.69781
Ind1145	105	S	.	8.17538
Ind1146	105	S	.	4.08147
Ind1147	105	S	.	.
Ind1148	105	S	.	.
Ind1149	105	S	1.04197	4.09492
Ind1150	106	I	no	8.28028
Ind1151	106	I	no	.
Ind1152	106	S	0.528829	8.34631
Ind1153	106	S	no	no
Ind1154	106	S	.	.
Ind1155	106	S	4.39705	.
Ind1156	106	S	1.35514	2.96412
Ind1157	106	S	0.451279	5.13048
Ind1158	106	S	.	.
Ind1159	106	S	2.23303	.
Ind1160	107	I	no	.
Ind1161	107	I	no	.
Ind1162	107	S	.	26.5588
Ind1163	107	S	.	.
Ind1164	107	S	.	.
Ind1165	107	S	.	.
Ind1166	107	S	4.38484	11.85
Ind1167	107	S	.	.
Ind1168	107	S	.	.
Ind1169	107	S	1.83248	5.84377
Ind1170	108	I	no	.
Ind1171	108	I	no	1.05084
Ind1172	108	S	.	16.2598
Ind1173	108	S	2.21891	.
Ind1174	108	S	.	22.6911
Ind1175	108	S	11.0077	13.6875
Ind1176	108	S	.	10.8799
Ind1177	108	S	5.51804	.
Ind1178	108	S	6.52825	13.5414
Ind1179	108	S	4.41376	6.56949
Ind1180	109	I	no	.
Ind1181	109	I	no	.
Ind1182	109	S	1.82854	.
Ind1183	109	S	.	.
Ind1184	109	S	.	8.87529
Ind1185	109	S	5.41998	.
Ind1186	109	S	.	.
Ind1187	109	S	.	.
Ind1188	109	S	0.526207	2.16073
Ind1189	109	S	2.59176	15.9462
Ind1190	110	I	no	8.81063
Ind1191	110	I	no	6.49684
Ind1192	110	S	.	9.8932
Ind1193	110	S	11.8152	23.7763
Ind1194	110	S	.	.
Ind1195	110	S	.	12.7158
Ind1196	110	S	.	.
Ind1197	110	S	1.17777	.
Ind1198	110	S	.	.
Ind1199	110	S	1.48288	4.7613
Ind1200	111	I	no	6.92167
Ind1201	111	I	no	3.95498
Ind1202	111	S	.	16.6524
Ind1203	111	S	.	.
Ind1204	111	S	5.70493	11.5268
Ind1205	111	S	9.04701	.
Ind1206	111	S	.	.
Ind1207	111	S	.	.
Ind1208	111	S	.	16.21
Ind1209	111	S	3.95796	7.00504
Ind1210	112	I	no	.
Ind1211	112	I	no	.
Ind1212	112	S	.	.
Ind1213	112	S	10.6486	.
Ind1214	112	S	.	7.43681
Ind1215	112	S	10.5824	22.9903
Ind1216	112	S	.	13.6402
Ind1217	112	S	.	.
Ind1218	112	S	2.20561	7.5023
Ind1219	112	S	2.59073	.
Ind1220	113	I	no	.
Ind1221	113	I	no	.
Ind1222	113	S	2.02585	6.73447
Ind1223	113	S	0.565237	9.77549
Ind1224	113	S	3.46805	15.0144
Ind1225	113	S	6.48789	.
Ind1226	113	S	.	15.9342
Ind1227	113	S	3.48285	9.09131
Ind1228	113	S	2.72059	.
Ind1229	113	S	.	13.0127
Ind1230	114	I	no	7.67622
Ind1231	114	I	no	.
Ind1232	114	S	.	5.8728
Ind1233	114	S	.	.
Ind1234	114	S	.	.
Ind1235	114	S	.	.
Ind1236	114	S	2.07479	7.7727
Ind1237	114	S	.	.
Ind1238	114	S	.	.
Ind1239	114	S	10.7303	.
Ind1240	115	I	no	15.3681
Ind1241	115	I	no	6.42026
Ind1242	115	S	.	8.32472
Ind1243	115	S	3.75077	.
Ind1244	115	S	.	12.9878
Ind1245	115	S	.	.
Ind1246	115	S	2.11611	.
Ind1247	115	S	3.93981	.
Ind1248	115	S	8.97315	13.6459
Ind1249	115	S	.	8.22859
Ind1250	116	I	no	.
Ind1251	116	I	no	12.4283
Ind1252	116	S	.	.
Ind1253	116	S	4.28101	.
Ind1254	116	S	.	.
Ind1255	116	S	.	10.5055
Ind1256	116	S	.	12.9606
Ind1257	116	S	3.30094	.
Ind1258	116	S	.	11.627
Ind1259	116	S	9.52909	.
Ind1260	117	I	no	.
Ind1261	117	I	no	.
Ind1262	117	S	4.5891	.
Ind1263	117	S	.	4.27585
Ind1264	117	S	.	12.6353
Ind1265	117	S	no	no
Ind1266	117	S	.	.
Ind1267	117	S	9.53872	.
Ind1268	117	S	1.94603	2.88926
Ind1269	117	S	8.14352	.
Ind1270	118	I	no	.
Ind1271	118	I	no	.
Ind1272	118	S	.	.
Ind1273	118	S	no	no
Ind1274	118	S	9.16132	.
Ind1275	118	S	no	no
Ind1276	118	S	0.532901	4.82339
Ind1277	118	S	no	no
Ind1278	118	S	no	no
Ind1279	118	S	.	19.1378
Ind1280	119	I	no	15.3191
Ind1281	119	I	no	8.93777
Ind1282	119	S	.	8.04494
Ind1283	119	S	3.9581	.
Ind1284	119	S	2.88397	.
Ind1285	119	S	4.26819	12.9476
Ind1286	119	S	.	.
Ind1287	119	S	.	.
Ind1288	119	S	.	.
Ind1289	119	S	.	.
Ind1290	120	I	no	2.69655
Ind1291	120	I	no	.
Ind1292	120	S	.	15.8865
Ind1293	120	S	4.48833	.
Ind1294	120	S	.	.
Ind1295	120	S	1.93623	.
Ind1296	120	S	.	16.9825
Ind1297	120	S	2.81913	5.03537
Ind1298	120	S	.	7.29505
Ind1299	120	S	.	.
Ind1300	121	I	no	.
Ind1301	121	I	no	.
Ind1302	121	S	no	no
Ind1303	121	S	3.24124	.
Ind1304	121	S	1.71792	14.8906
Ind1305	121	S	.	.
Ind1306	121	S	.	17.9757
Ind1307	121	S	.	8.38863
Ind1308	121	S	4.1367	.
Ind1309	121	S	2.54639	.
Ind1310	122	I	no	4.51137
Ind1311	122	I	no	.
Ind1312	122	S	6.24663	.
Ind1313	122	S	6.23923	.
Ind1314	122	S	.	13.1844
Ind1315	122	S	.	14.1615
Ind1316	122	S	2.90102	7.98969
Ind1317	122	S	3.88611	.
Ind1318	122	S	0.465595	5.45173
Ind1319	122	S	.	.
Ind1320	123	I	no	4.44215
Ind1321	123	I	no	7.76468
Ind1322	123	S	.	.
Ind1323	123	S	no	no
Ind1324	123	S	.	.
Ind1325	123	S	7.78119	.
Ind1326	123	S	3.03204	7.50286
Ind1327	123	S	0.0521094	.
Ind1328	123	S	5.58527	10.7659
Ind1329	123	S	4.02168	.
Ind1330	124	I	no	3.44691
Ind1331	124	I	no	5.4213
Ind1332	124	S	.	9.19641
Ind1333	124	S	.	9.83388
Ind1334	124	S	0.145272	.
Ind1335	124	S	.	.
Ind1336	124	S	no	no
Ind1337	124	S	.	.
Ind1338	124	S	.	9.44726
Ind1339	124	S	.	.
Ind1340	125	I	no	8.25961
Ind1341	125	I	no	9.03307
Ind1342	125	S	10.7728	25.8474
Ind1343	125	S	5.80735	.
Ind1344	125	S	.	.
Ind1345	125	S	6.38239	9.2113
Ind1346	125	S	0.324447	10.9852
Ind1347	125	S	.	12.5364
Ind1348	125	S	14.381	.
Ind1349	125	S	.	.
Ind1350	126	I	no	2.82493
Ind1351	126	I	no	6.78733
Ind1352	126	S	3.52631	14.0149
Ind1353	126	S	.	.
Ind1354	126	S	.	10.7117
Ind1355	126	S	.	5.15978
Ind1356	126	S	.	3.75832
Ind1357	126	S	.	13.5345
Ind1358	126	S	.	15.3192
Ind1359	126	S	11.8251	17.1249
Ind1360	127	I	no	.
Ind1361	127	I	no	2.72927
Ind1362	127	S	.	15.6509
Ind1363	127	S	6.13549	.
Ind1364	127	S	.	10.9231
Ind1365	127	S	.	.
Ind1366	127	S	11.2044	.
Ind1367	127	S	.	9.4118
Ind1368	127	S	.	.
Ind1369	127	S	0.0770581	6.0377
Ind1370	128	I	no	.
Ind1371	128	I	no	15.4507
Ind1372	128	S	.	.
Ind1373	128	S	10.0324	23.8658
Ind1374	128	S	7.28249	13.1563
Ind1375	128	S	8.03646	.
Ind1376	128	S	.	.
Ind1377	128	S	4.41992	.
Ind1378	128	S	.	.
Ind1379	128	S	.	8.9432
Ind1380	129	I	no	3.25895
Ind1381	129	I	no	12.4155
Ind1382	129	S	1.42572	8.06251
Ind1383	129	S	1.40599	9.56358
Ind1384	129	S	.	14.4681
Ind1385	129	S	1.53273	12.4586
Ind1386	129	S	.	.
Ind1387	129	S	.	.
Ind1388	129	S	.	.
Ind1389	129	S	no	no
Ind1390	130	I	no	7.27257
Ind1391	130	I	no	12.745
Ind1392	130	S	.	19.2877
Ind1393	130	S	.	5.73877
Ind1394	130	S	3.85142	19.858
Ind1395	130	S	12.52	19.1849
Ind1396	130	S	.	19.1332
Ind1397	130	S	.	.
Ind1398	130	S	.	18.3841
Ind1399	130	S	3.81829	.
Ind1400	131	I	no	.
Ind1401	131	I	no	5.08576
Ind1402	131	S	10.9247	.
Ind1403	131	S	7.34901	.
Ind1404	131	S	3.44473	10.7018
Ind1405	131	S	no	no
Ind1406	131	S	.	4.23501
Ind1407	131	S	8.35301	11.1363
Ind1408	131	S	.	4.27675
Ind1409	131	S	no	no
Ind1410	132	I	no	.
Ind1411	132	I	no	.
Ind1412	132	S	2.08302	9.96935
Ind1413	132	S	.	.
Ind1414	132	S	no	no
Ind1415	132	S	.	11.4422
Ind1416	132	S	.	.
Ind1417	132	S	no	no
Ind1418	132	S	no	no
Ind1419	132	S	8.86113	.
Ind1420	133	I	no	12.0847
Ind1421	133	I	no	.
Ind1422	133	S	.	.
Ind1423	133	S	.	.
Ind1424	133	S	.	16.9476
Ind1425	133	S	7.22917	13.1693
Ind1426	133	S	.	.
Ind1427	133	S	.	10.0311
Ind1428	133	S	.	.
Ind1429	133	S	.	11.9287
Ind1430	134	I	no	15.4397
Ind1431	134	I	no	.
Ind1432	134	S	.	8.47399
Ind1433	134	S	3.71523	.
Ind1434	134	S	1.38612	.
Ind1435	134	S	no	no
Ind1436	134	S	3.09362	.
Ind1437	134	S	.	.
Ind1438	134	S	5.38907	7.91877
Ind1439	134	S	.	6.19084
Ind1440	135	I	no	.
Ind1441	135	I	no	3.0585
Ind1442	135	S	4.80797	.
Ind1443	135	S	.	.
Ind1444	135	S	1.53308	11.6742
Ind1445	135	S	2.42511	.
Ind1446	135	S	.	5.11439
Ind1447	135	S	.	.
Ind1448	135	S	10.3244	.
Ind1449	135	S	9.86266	15.7024
Ind1450	136	I	no	10.029
Ind1451	136	I	no	5.50507
Ind1452	136	S	4.97596	11.9798
Ind1453	136	S	6.1081	.
Ind1454	136	S	.	.
Ind1455	136	S	0.690364	4.31494
Ind1456	136	S	1.45228	.
Ind1457	136	S	.	.
Ind1458	136	S	12.1495	13.5022
Ind1459	136	S	2.22417	.
Ind1460	137	I	no	.
Ind1461	137	I	no	3.09493
Ind1462	137	S	no	no
Ind1463	137	S	.	4.70894
Ind1464	137	S	4.80033	.
Ind1465	137	S	0.560117	.
Ind1466	137	S	no	no
Ind1467	137	S	no	no
Ind1468	137	S	2.4706	.
Ind1469	137	S	7.37621	.
Ind1470	138	I	no	.
Ind1471	138	I	no	4.31602
Ind1472	138	S	no	no
Ind1473	138	S	no	no
Ind1474	138	S	1.31168	4.01109
Ind1475	138	S	no	no
Ind1476	138	S	2.76009	.
Ind1477	138	S	no	no
Ind1478	138	S	.	11.8772
Ind1479	138	S	no	no
Ind1480	139	I	no	.
Ind1481	139	I	no	.
Ind1482	139	S	.	.
Ind1483	139	S	.	.
Ind1484	139	S	3.26903	.
Ind1485	139	S	.	.
Ind1486	139	S	1.78991	.
Ind1487	139	S	3.77818	7.5956
Ind1488	139	S	no	no
Ind1489	139	S	.	6.09293
Ind1490	140	I	no	11.0368
Ind1491	140	I	no	.
Ind1492	140	S	.	.
Ind1493	140	S	1.07983	4.2418
Ind1494	140	S	10.534	16.9028
Ind1495	140	S	2.12161	.
Ind1496	140	S	.	.
Ind1497	140	S	no	no
Ind1498	140	S	1.11604	.
Ind1499	140	S	5.93549	11.2002
Ind1500	141	I	no	.
Ind1501	141	I	no	1.10297
Ind1502	141	S	.	7.7293
Ind1503	141	S	0.31949	5.07509
Ind1504	141	S	.	.
Ind1505	141	S	.	6.02909
Ind1506	141	S	2.02821	7.38873
Ind1507	141	S	.	16.2822
Ind1508	141	S	1.53621	.
Ind1509	141	S	no	no
Ind1510	142	I	no	.
Ind1511	142	I	no	7.63813
Ind1512	142	S	.	14.2778
Ind1513	142	S	4.94718	10.5757
Ind1514	142	S	.	.
Ind1515	142	S	.	.
Ind1516	142	S	2.79342	8.19946
Ind1517	142	S	3.73886	.
Ind1518	142	S	7.10221	.
Ind1519	142	S	4.0752	8.41011
Ind1520	143	I	no	.
Ind1521	143	I	no	10.595
Ind1522	143	S	7.98498	.
Ind1523	143	S	3.66832	11.5128
Ind1524	143	S	0.157124	.
Ind1525	143	S	8.54757	.
Ind1526	143	S	.	.
Ind1527	143	S	.	.
Ind1528	143	S	.	14.5697
Ind1529	143	S	no	no
Ind1530	144	I	no	2.96898
Ind1531	144	I	no	.
Ind1532	144	S	8.08844	.
Ind1533	144	S	3.79885	6.43378
Ind1534	144	S	3.45228	.
Ind1535	144	S	.	6.31001
Ind1536	144	S	3.58042	9.25301
Ind1537	144	S	3.03756	.
Ind1538	144	S	5.62952	6.8594
Ind1539	144	S	.	.
Ind1540	145	I	no	.
Ind1541	145	I	no	.
Ind1542	145	S	.	5.54119
Ind1543	145	S	0.579962	13.917
Ind1544	145	S	2.96569	.
Ind1545	145	S	.	11.5195
Ind1546	145	S	.	7.69399
Ind1547	145	S	0.713101	.
Ind1548	145	S	0.741514	.
Ind1549	145	S	1.01408	4.24376
Ind1550	146	I	no	7.60376
Ind1551	146	I	no	.
Ind1552	146	S	2.52484	.
Ind1553	146	S	2.92555	.
Ind1554	146	S	.	4.72383
Ind1555	146	S	10.3011	14.0963
Ind1556	146	S	.	.
Ind1557	146	S	.	11.1644
Ind1558	146	S	.	.
Ind1559	146	S	.	.
Ind1560	147	I	no	4.06092
Ind1561	147	I	no	.
Ind1562	147	S	.	9.36182
Ind1563	147	S	.	11.1058
Ind1564	147	S	.	14.7339
Ind1565	147	S	1.84702	.
Ind1566	147	S	6.91385	13.6223
Ind1567	147	S	5.55124	.
Ind1568	147	S	4.68479	14.122
Ind1569	147	S	.	.
Ind1570	148	I	no	.
Ind1571	148	I	no	.
Ind1572	148	S	4.04613	.
Ind1573	148	S	.	.
Ind1574	148	S	.	.
Ind1575	148	S	5.13053	12.0501
Ind1576	148	S	6.68826	.
Ind1577	148	S	4.21408	.
Ind1578	148	S	.	13.9518
Ind1579	148	S	.	.
Ind1580	149	I	no	8.95199
Ind1581	149	I	no	9.21125
Ind1582	149	S	.	.
Ind1583	149	S	5.96997	18.4404
Ind1584	149	S	10.2527	22.5681
Ind1585	149	S	.	15.3093
Ind1586	149	S	5.16892	18.1396
Ind1587	149	S	.	11.387
Ind1588	149	S	.	7.21401
Ind1589	149	S	.	.
Ind1590	150	I	no	.
Ind1591	150	I	no	.
Ind1592	150	S	no	no
Ind1593	150	S	no	no
Ind1594	150	S	no	no
Ind1595	150	S	no	no
Ind1596	150	S	no	no
Ind1597	150	S	no	no
Ind1598	150	S	no	no
Ind1599	150	S	no	no
Ind1600	151	I	no	11.5439
Ind1601	151	I	no	.
Ind1602	151	S	3.89217	.
Ind1603	151	S	1.85231	15.9948
Ind1604	151	S	3.15402	6.26073
Ind1605	151	S	0.580409	3.19429
Ind1606	151	S	no	no
Ind1607	151	S	.	.
Ind1608	151	S	0.24528	.
Ind1609	151	S	2.94245	19.1403
Ind1610	152	I	no	.
Ind1611	152	I	no	.
Ind1612	152	S	.	.
Ind1613	152	S	.	.
Ind1614	152	S	1.66508	.
Ind1615	152	S	.	14.1256
Ind1616	152	S	.	.
Ind1617	152	S	.	13.5945
Ind1618	152	S	.	18.9925
Ind1619	152	S	4.2219	.
Ind1620	153	I	no	.
Ind1621	153	I	no	.
Ind1622	153	S	no	no
Ind1623	153	S	no	no
Ind1624	153	S	no	no
Ind1625	153	S	no	no
Ind1626	153	S	no	no
Ind1627	153	S	no	no
Ind1628	153	S	no	no
Ind1629	153	S	no	no
Ind1630	154	I	no	12.7625
Ind1631	154	I	no	16.0884
Ind1632	154	S	.	10.5709
Ind1633	154	S	4.39175	14.6864
Ind1634	154	S	1.5143	.
Ind1635	154	S	.	.
Ind1636	154	S	3.99259	.
Ind1637	154	S	1.64462	.
Ind1638	154	S	4.07198	14.6671
Ind1639	154	S	.	8.08368
Ind1640	155	I	no	5.47078
Ind1641	155	I	no	9.69154
Ind1642	155	S	2.07086	.
Ind1643	155	S	6.41069	14.5517
Ind1644	155	S	1.88219	.
Ind1645	155	S	1.43043	10.7991
Ind1646	155	S	.	5.51676
Ind1647	155	S	.	.
Ind1648	155	S	.	.
Ind1649	155	S	0.942127	.
Ind1650	156	I	no	.
Ind1651	156	I	no	8.2495
Ind1652	156	S	.	.
Ind1653	156	S	3.37341	.
Ind1654	156	S	4.01923	.
Ind1655	156	S	.	16.3609
Ind1656	156	S	.	10.5895
Ind1657	156	S	0.995694	.
Ind1658	156	S	.	.
Ind1659	156	S	.	.
Ind1660	157	I	no	.
Ind1661	157	I	no	.
Ind1662	157	S	.	18.0612
Ind1663	157	S	2.53427	8.18362
Ind1664	157	S	9.55547	19.7196
Ind1665	157	S	1.01427	.
Ind1666	157	S	.	12.4827
Ind1667	157	S	.	.
Ind1668	157	S	.	14.0076
Ind1669	157	S	5.26444	.
Ind1670	158	I	no	10.5955
Ind1671	158	I	no	.
Ind1672	158	S	1.78505	.
Ind1673	158	S	.	7.41086
Ind1674	158	S	.	1.87594
Ind1675	158	S	.	16.7884
Ind1676	158	S	.	.
Ind1677	158	S	0.803249	.
Ind1678	158	S	.	.
Ind1679	158	S	.	.
Ind1680	159	I	no	13.3826
Ind1681	159	I	no	5.1883
Ind1682	159	S	6.40321	11.2737
Ind1683	159	S	4.61638	8.23848
Ind1684	159	S	7.76924	.
Ind1685	159	S	.	.
Ind1686	159	S	1.43848	7.87446
Ind1687	159	S	.	20.7351
Ind1688	159	S	.	7.37637
Ind1689	159	S	3.65103	.
Ind1690	160	I	no	10.3073
Ind1691	160	I	no	15.4077
Ind1692	160	S	.	4.16602
Ind1693	160	S	2.15982	.
Ind1694	160	S	.	.
Ind1695	160	S	.	13.8403
Ind1696	160	S	.	.
Ind1697	160	S	2.57494	.
Ind1698	160	S	.	12.9927
Ind1699	160	S	0.645962	.
Ind1700	161	I	no	2.20734
Ind1701	161	I	no	3.74292
Ind1702	161	S	.	3.78714
Ind1703	161	S	4.1806	13.2584
Ind1704	161	S	no	no
Ind1705	161	S	.	12.3807
Ind1706	161	S	.	.
Ind1707	161	S	2.12158	.
Ind1708	161	S	2.56796	6.28273
Ind1709	161	S	.	.
Ind1710	162	I	no	.
Ind1711	162	I	no	5.86263
Ind1712	162	S	.	10.7271
Ind1713	162	S	0.497988	5.35551
Ind1714	162	S	.	.
Ind1715	162	S	.	.
Ind1716	162	S	2.62965	.
Ind1717	162	S	20.219	.
Ind1718	162	S	.	.
Ind1719	162	S	.	20.6698
Ind1720	163	I	no	1.94531
Ind1721	163	I	no	2.06469
Ind1722	163	S	.	.
Ind1723	163	S	0.818786	3.96122
Ind1724	163	S	7.69668	.
Ind1725	163	S	.	10.833
Ind1726	163	S	4.07794	.
Ind1727	163	S	17.8534	.
Ind1728	163	S	3.25097	.
Ind1729	163	S	0.798255	10.7846
Ind1730	164	I	no	5.71602
Ind1731	164	I	no	.
Ind1732	164	S	.	.
Ind1733	164	S	.	8.36677
Ind1734	164	S	.	12.8161
Ind1735	164	S	.	7.28597
Ind1736	164	S	.	.
Ind1737	164	S	.	.
Ind1738	164	S	.	15.1001
Ind1739	164	S	.	15.4232
Ind1740	165	I	no	7.86873
Ind1741	165	I	no	.
Ind1742	165	S	1.9322	8.16618
Ind1743	165	S	6.85802	9.25184
Ind1744	165	S	.	15.3986
Ind1745	165	S	7.2435	.
Ind1746	165	S	8.13827	13.2487
Ind1747	165	S	.	6.9221
Ind1748	165	S	6.67705	.
Ind1749	165	S	2.73654	7.7401
Ind1750	166	I	no	.
Ind1751	166	I	no	6.87036
Ind1752	166	S	1.57111	5.67685
Ind1753	166	S	no	no
Ind1754	166	S	2.32171	.
Ind1755	166	S	.	12.9915
Ind1756	166	S	1.95151	.
Ind1757	166	S	4.15641	14.2081
